"","X1","real","id","item_num","treatment","control","realxtreatment","realxcontrol","attentive","avg_fake","avg_real","discernment","rating","hispanic","social_conserv","covid_concern_1","mms","crt_acc","study","sciknow","demrep","gender","age"
"5182",5182,1,173,29,1,0,1,0,1,0.0666666673333333,0.157142861428571,0.0904761940952381,0,0,5,1.44,4.5,0.166666666666667,1,0.470588235294118,0,0,50
"5183",5183,0,173,15,1,0,0,0,1,0.0666666673333333,0.157142861428571,0.0904761940952381,0,0,5,1.44,4.5,0.166666666666667,1,0.470588235294118,0,0,50
"5184",5184,1,173,30,1,0,1,0,1,0.0666666673333333,0.157142861428571,0.0904761940952381,0.40000001,0,5,1.44,4.5,0.166666666666667,1,0.470588235294118,0,0,50
"5185",5185,0,174,1,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,0.80000001,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5186",5186,1,174,16,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.80000001,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5187",5187,0,174,2,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,1,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5188",5188,1,174,17,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.60000002,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5189",5189,0,174,3,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,1,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5190",5190,1,174,18,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.80000001,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5191",5191,0,174,4,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,1,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5192",5192,1,174,19,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.80000001,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5193",5193,0,174,5,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,0.60000002,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5194",5194,1,174,20,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,1,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5195",5195,0,174,6,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,1,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5196",5196,1,174,21,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.60000002,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5197",5197,0,174,7,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,0.60000002,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5198",5198,1,174,22,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,1,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5199",5199,0,174,8,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,1,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5200",5200,1,174,23,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.80000001,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5201",5201,0,174,9,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,1,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5202",5202,1,174,24,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.60000002,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5203",5203,0,174,10,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,0.80000001,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5204",5204,1,174,25,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.80000001,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5205",5205,0,174,11,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,1,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5206",5206,1,174,26,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.60000002,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5207",5207,0,174,12,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,1,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5208",5208,1,174,27,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.80000001,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5209",5209,0,174,13,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,1,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5210",5210,1,174,28,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.60000002,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5211",5211,0,174,14,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,0.80000001,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5212",5212,1,174,29,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.80000001,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5213",5213,0,174,15,0,1,0,0,1,0.893333338666667,0.760000012,-0.133333326666667,0.80000001,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5214",5214,1,174,30,0,1,0,1,1,0.893333338666667,0.760000012,-0.133333326666667,0.80000001,0,4,1.22,2.7,0.5,1,0.529411764705882,0,0,70
"5215",5215,0,175,1,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.2,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5216",5216,1,175,16,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.60000002,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5217",5217,0,175,2,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.2,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5218",5218,1,175,17,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5219",5219,0,175,3,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.2,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5220",5220,1,175,18,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.60000002,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5221",5221,0,175,4,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.2,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5222",5222,1,175,19,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.80000001,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5223",5223,0,175,5,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.60000002,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5224",5224,1,175,20,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.2,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5225",5225,0,175,6,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.80000001,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5226",5226,1,175,21,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.60000002,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5227",5227,0,175,7,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.2,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5228",5228,1,175,22,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.40000001,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5229",5229,0,175,8,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.80000001,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5230",5230,1,175,23,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5231",5231,0,175,9,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.80000001,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5232",5232,1,175,24,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.40000001,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5233",5233,0,175,10,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.2,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5234",5234,1,175,25,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.40000001,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5235",5235,0,175,11,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.80000001,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5236",5236,1,175,26,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.80000001,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5237",5237,0,175,12,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.80000001,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5238",5238,1,175,27,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.60000002,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5239",5239,0,175,13,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5240",5240,1,175,28,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.2,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5241",5241,0,175,14,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5242",5242,1,175,29,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.2,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5243",5243,0,175,15,0,1,0,0,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0.40000001,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5244",5244,1,175,30,0,1,0,1,1,0.413333338666667,0.386666675333333,-0.0266666633333333,0,0,4,1.42,4.1,0.5,1,0.705882352941177,0,0,80
"5245",5245,0,176,1,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5246",5246,1,176,16,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,1,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5247",5247,0,176,2,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5248",5248,1,176,17,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,1,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5249",5249,0,176,3,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0.2,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5250",5250,1,176,18,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,0.80000001,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5251",5251,0,176,4,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5252",5252,1,176,19,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,1,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5253",5253,0,176,5,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5254",5254,1,176,20,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,0.60000002,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5255",5255,0,176,6,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0.2,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5256",5256,1,176,21,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,0.80000001,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5257",5257,0,176,7,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,1,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5258",5258,1,176,22,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,0.80000001,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5259",5259,0,176,8,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0.60000002,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5260",5260,1,176,23,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,0.80000001,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5261",5261,0,176,9,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0.2,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5262",5262,1,176,24,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,1,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5263",5263,0,176,10,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5264",5264,1,176,25,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,0.60000002,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5265",5265,0,176,11,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0.40000001,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5266",5266,1,176,26,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,0.60000002,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5267",5267,0,176,12,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5268",5268,1,176,27,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,1,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5269",5269,0,176,13,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,1,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5270",5270,1,176,28,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,0,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5271",5271,0,176,14,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0.2,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5272",5272,1,176,29,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,0.80000001,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5273",5273,0,176,15,1,0,0,0,0,0.293333336666667,0.760000008666667,0.466666672,0.60000002,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5274",5274,1,176,30,1,0,1,0,0,0.293333336666667,0.760000008666667,0.466666672,0.60000002,0,1,1.2,4.1,0.5,1,0.823529411764706,1,0,70
"5275",5275,0,177,1,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0.2,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5276",5276,1,177,16,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0.40000001,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5277",5277,0,177,2,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5278",5278,1,177,17,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0.2,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5279",5279,0,177,3,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5280",5280,1,177,18,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0.60000002,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5281",5281,0,177,4,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5282",5282,1,177,19,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0.60000002,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5283",5283,0,177,5,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5284",5284,1,177,20,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5285",5285,0,177,6,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0.2,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5286",5286,1,177,21,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5287",5287,0,177,7,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5288",5288,1,177,22,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5289",5289,0,177,8,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0.2,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5290",5290,1,177,23,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5291",5291,0,177,9,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5292",5292,1,177,24,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5293",5293,0,177,10,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5294",5294,1,177,25,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5295",5295,0,177,11,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5296",5296,1,177,26,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0.2,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5297",5297,0,177,12,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0.40000001,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5298",5298,1,177,27,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5299",5299,0,177,13,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5300",5300,1,177,28,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0.40000001,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5301",5301,0,177,14,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5302",5302,1,177,29,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5303",5303,0,177,15,1,0,0,0,1,0.0666666673333333,0.173333337333333,0.10666667,0,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5304",5304,1,177,30,1,0,1,0,1,0.0666666673333333,0.173333337333333,0.10666667,0.2,0,1,0.46,3.8,0.666666666666667,1,0.588235294117647,1,0,41
"5305",5305,0,178,1,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0.2,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5306",5306,1,178,16,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.80000001,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5307",5307,0,178,2,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5308",5308,1,178,17,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.60000002,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5309",5309,0,178,3,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5310",5310,1,178,18,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.40000001,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5311",5311,0,178,4,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5312",5312,1,178,19,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.60000002,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5313",5313,0,178,5,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5314",5314,1,178,20,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.40000001,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5315",5315,0,178,6,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5316",5316,1,178,21,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.60000002,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5317",5317,0,178,7,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0.40000001,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5318",5318,1,178,22,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.40000001,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5319",5319,0,178,8,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0.2,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5320",5320,1,178,23,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.60000002,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5321",5321,0,178,9,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0.40000001,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5322",5322,1,178,24,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.60000002,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5323",5323,0,178,10,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0.2,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5324",5324,1,178,25,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.40000001,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5325",5325,0,178,11,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0.60000002,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5326",5326,1,178,26,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.60000002,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5327",5327,0,178,12,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5328",5328,1,178,27,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.2,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5329",5329,0,178,13,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5330",5330,1,178,28,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.40000001,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5331",5331,0,178,14,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5332",5332,1,178,29,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0.60000002,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5333",5333,0,178,15,0,1,0,0,1,0.133333336,0.480000013333333,0.346666677333333,0,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5334",5334,1,178,30,0,1,0,1,1,0.133333336,0.480000013333333,0.346666677333333,0,0,1,1.6,3.7,1,1,0.941176470588235,1,0,64
"5335",5335,0,179,1,0,1,0,0,1,0.0533333346666667,0.0266666666666667,-0.026666668,0,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5336",5336,1,179,16,0,1,0,1,1,0.0533333346666667,0.0266666666666667,-0.026666668,0.2,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5337",5337,0,179,2,0,1,0,0,1,0.0533333346666667,0.0266666666666667,-0.026666668,0,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5338",5338,1,179,17,0,1,0,1,1,0.0533333346666667,0.0266666666666667,-0.026666668,0,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5339",5339,0,179,3,0,1,0,0,1,0.0533333346666667,0.0266666666666667,-0.026666668,0,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5340",5340,1,179,18,0,1,0,1,1,0.0533333346666667,0.0266666666666667,-0.026666668,0,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5341",5341,0,179,4,0,1,0,0,1,0.0533333346666667,0.0266666666666667,-0.026666668,0,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5342",5342,1,179,19,0,1,0,1,1,0.0533333346666667,0.0266666666666667,-0.026666668,0,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5343",5343,0,179,5,0,1,0,0,1,0.0533333346666667,0.0266666666666667,-0.026666668,0,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5344",5344,1,179,20,0,1,0,1,1,0.0533333346666667,0.0266666666666667,-0.026666668,0,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5345",5345,0,179,6,0,1,0,0,1,0.0533333346666667,0.0266666666666667,-0.026666668,0,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5346",5346,1,179,21,0,1,0,1,1,0.0533333346666667,0.0266666666666667,-0.026666668,0,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5347",5347,0,179,7,0,1,0,0,1,0.0533333346666667,0.0266666666666667,-0.026666668,0,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
"5348",5348,1,179,22,0,1,0,1,1,0.0533333346666667,0.0266666666666667,-0.026666668,0.2,0,4,1.64,3.9,0.666666666666667,1,0.352941176470588,0,0,79
