"","X1","real","id","item_num","treatment","control","realxtreatment","realxcontrol","attentive","avg_fake","avg_real","discernment","rating","hispanic","social_conserv","covid_concern_1","mms","crt_acc","study","sciknow","demrep","gender","age"
"12595",12595,1,421,17,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,1,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12596",12596,0,421,3,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12597",12597,1,421,18,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12598",12598,0,421,4,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,1,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12599",12599,1,421,19,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12600",12600,0,421,5,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12601",12601,1,421,20,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12602",12602,0,421,6,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,1,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12603",12603,1,421,21,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12604",12604,0,421,7,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,1,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12605",12605,1,421,22,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12606",12606,0,421,8,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,1,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12607",12607,1,421,23,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12608",12608,0,421,9,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12609",12609,1,421,24,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,1,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12610",12610,0,421,10,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12611",12611,1,421,25,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,1,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12612",12612,0,421,11,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,1,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12613",12613,1,421,26,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12614",12614,0,421,12,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12615",12615,1,421,27,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,1,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12616",12616,0,421,13,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,1,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12617",12617,1,421,28,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12618",12618,0,421,14,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12619",12619,1,421,29,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,1,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12620",12620,0,421,15,0,1,0,0,1,0.893333338666667,0.880000006,-0.0133333326666667,0.80000001,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12621",12621,1,421,30,0,1,0,1,1,0.893333338666667,0.880000006,-0.0133333326666667,1,0,4,2,5.9,0.833333333333333,1,0.764705882352941,0,1,27
"12622",12622,0,422,1,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0.60000002,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12623",12623,1,422,16,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,0.40000001,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12624",12624,0,422,2,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0.2,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12625",12625,1,422,17,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,0.80000001,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12626",12626,0,422,3,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0.2,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12627",12627,1,422,18,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,0.60000002,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12628",12628,0,422,4,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0.2,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12629",12629,1,422,19,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,0.2,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12630",12630,0,422,5,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,1,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12631",12631,1,422,20,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,1,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12632",12632,0,422,6,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0.80000001,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12633",12633,1,422,21,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,1,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12634",12634,0,422,7,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0.40000001,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12635",12635,1,422,22,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,1,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12636",12636,0,422,8,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0.40000001,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12637",12637,1,422,23,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,0.80000001,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12638",12638,0,422,9,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,1,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12639",12639,1,422,24,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,0.60000002,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12640",12640,0,422,10,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12641",12641,1,422,25,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,0.80000001,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12642",12642,0,422,11,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0.60000002,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12643",12643,1,422,26,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,0.80000001,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12644",12644,0,422,12,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0.80000001,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12645",12645,1,422,27,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,0.80000001,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12646",12646,0,422,13,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0.2,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12647",12647,1,422,28,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,1,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12648",12648,0,422,14,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0.80000001,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12649",12649,1,422,29,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,0.80000001,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12650",12650,0,422,15,0,1,0,0,0,0.493333339333333,0.746666675333333,0.253333336,0.2,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12651",12651,1,422,30,0,1,0,1,0,0.493333339333333,0.746666675333333,0.253333336,0.60000002,0,4,1.8,5.1,0.5,1,0.647058823529412,0,1,58
"12652",12652,0,423,1,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,1,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12653",12653,1,423,16,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,0.2,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12654",12654,0,423,2,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0.2,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12655",12655,1,423,17,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,0,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12656",12656,0,423,3,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0.80000001,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12657",12657,1,423,18,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,1,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12658",12658,0,423,4,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12659",12659,1,423,19,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,0,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12660",12660,0,423,5,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12661",12661,1,423,20,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,1,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12662",12662,0,423,6,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0.40000001,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12663",12663,1,423,21,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,0.80000001,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12664",12664,0,423,7,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0.60000002,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12665",12665,1,423,22,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,0.60000002,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12666",12666,0,423,8,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0.60000002,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12667",12667,1,423,23,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,0.80000001,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12668",12668,0,423,9,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12669",12669,1,423,24,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,0.80000001,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12670",12670,0,423,10,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0.60000002,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12671",12671,1,423,25,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,0.80000001,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12672",12672,0,423,11,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0.2,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12673",12673,1,423,26,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,0.60000002,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12674",12674,0,423,12,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12675",12675,1,423,27,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,1,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12676",12676,0,423,13,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0.80000001,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12677",12677,1,423,28,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,0.2,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12678",12678,0,423,14,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12679",12679,1,423,29,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,0.60000002,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12680",12680,0,423,15,0,1,0,0,1,0.386666674,0.560000006666667,0.173333332666667,0.60000002,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12681",12681,1,423,30,0,1,0,1,1,0.386666674,0.560000006666667,0.173333332666667,0,0,2,1.8,4.2,0.333333333333333,1,0.705882352941177,1,1,42
"12682",12682,0,424,1,1,0,0,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12683",12683,1,424,16,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12684",12684,0,424,2,1,0,0,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12685",12685,1,424,17,1,0,1,0,1,0.906666668,0.946666668,0.04,0.40000001,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12686",12686,0,424,3,1,0,0,0,1,0.906666668,0.946666668,0.04,0.80000001,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12687",12687,1,424,18,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12688",12688,0,424,4,1,0,0,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12689",12689,1,424,19,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12690",12690,0,424,5,1,0,0,0,1,0.906666668,0.946666668,0.04,0,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12691",12691,1,424,20,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12692",12692,0,424,6,1,0,0,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12693",12693,1,424,21,1,0,1,0,1,0.906666668,0.946666668,0.04,0.80000001,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12694",12694,0,424,7,1,0,0,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12695",12695,1,424,22,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12696",12696,0,424,8,1,0,0,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12697",12697,1,424,23,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12698",12698,0,424,9,1,0,0,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12699",12699,1,424,24,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12700",12700,0,424,10,1,0,0,0,1,0.906666668,0.946666668,0.04,0.80000001,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12701",12701,1,424,25,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12702",12702,0,424,11,1,0,0,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12703",12703,1,424,26,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12704",12704,0,424,12,1,0,0,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12705",12705,1,424,27,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12706",12706,0,424,13,1,0,0,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12707",12707,1,424,28,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12708",12708,0,424,14,1,0,0,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12709",12709,1,424,29,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12710",12710,0,424,15,1,0,0,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12711",12711,1,424,30,1,0,1,0,1,0.906666668,0.946666668,0.04,1,1,2,2,6.7,0.333333333333333,1,0.823529411764706,1,1,52
"12712",12712,0,425,1,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12713",12713,1,425,16,0,1,0,1,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12714",12714,0,425,2,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12715",12715,1,425,17,0,1,0,1,1,0.08,0.2,0.12,1,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12716",12716,0,425,3,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12717",12717,1,425,18,0,1,0,1,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12718",12718,0,425,4,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12719",12719,1,425,19,0,1,0,1,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12720",12720,0,425,5,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12721",12721,1,425,20,0,1,0,1,1,0.08,0.2,0.12,1,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12722",12722,0,425,6,0,1,0,0,1,0.08,0.2,0.12,0.2,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12723",12723,1,425,21,0,1,0,1,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12724",12724,0,425,7,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12725",12725,1,425,22,0,1,0,1,1,0.08,0.2,0.12,1,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12726",12726,0,425,8,0,1,0,0,1,0.08,0.2,0.12,1,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12727",12727,1,425,23,0,1,0,1,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12728",12728,0,425,9,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12729",12729,1,425,24,0,1,0,1,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12730",12730,0,425,10,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12731",12731,1,425,25,0,1,0,1,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12732",12732,0,425,11,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12733",12733,1,425,26,0,1,0,1,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12734",12734,0,425,12,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12735",12735,1,425,27,0,1,0,1,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12736",12736,0,425,13,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12737",12737,1,425,28,0,1,0,1,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12738",12738,0,425,14,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12739",12739,1,425,29,0,1,0,1,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12740",12740,0,425,15,0,1,0,0,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12741",12741,1,425,30,0,1,0,1,1,0.08,0.2,0.12,0,0,5,NA,3.9,0.5,1,0.529411764705882,0,0,18
"12742",12742,0,426,1,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.80000001,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12743",12743,1,426,16,1,0,1,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.2,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12744",12744,0,426,2,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.60000002,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12745",12745,1,426,17,1,0,1,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.60000002,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12746",12746,0,426,3,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.60000002,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12747",12747,1,426,18,1,0,1,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.40000001,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12748",12748,0,426,4,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12749",12749,1,426,19,1,0,1,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12750",12750,0,426,5,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12751",12751,1,426,20,1,0,1,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.80000001,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12752",12752,0,426,6,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12753",12753,1,426,21,1,0,1,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.40000001,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12754",12754,0,426,7,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.80000001,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12755",12755,1,426,22,1,0,1,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.60000002,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12756",12756,0,426,8,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.60000002,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12757",12757,1,426,23,1,0,1,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.2,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12758",12758,0,426,9,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.2,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12759",12759,1,426,24,1,0,1,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.40000001,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12760",12760,0,426,10,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,1,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12761",12761,1,426,25,1,0,1,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.2,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12762",12762,0,426,11,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,1,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12763",12763,1,426,26,1,0,1,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.40000001,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12764",12764,0,426,12,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12765",12765,1,426,27,1,0,1,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,1,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
"12766",12766,0,426,13,1,0,0,0,1,0.440000007333333,0.346666672666667,-0.0933333346666667,0.40000001,0,3,1.8,3.6,0.333333333333333,1,0.352941176470588,1,1,25
