"","datacollection","condition","new_whomoreimm","new_whoblamew","bigot_personjudge","new_acttellmor","new_behtellmor","bigot_infovalue","pltclideo","gender","yearbirth","countrybir","expeng","ethnicity","parented","bfrres","bfrthese","citytown","postalcode","honest","faminc","mturkhowm"
"1307",6,0,2,2,2,2,2,2,3,2,1994,NA,21,1,5,"6",1,"Heinsberg","52525",1,"96.66335",""
"1308",6,0,2,2,2,3,5,4,4,2,1987,NA,27,1,4,"2",2,"Dortmund","44267",1,"8285.43",""
"1309",6,0,1,1,1,1,6,3.5,3,2,1994,NA,20,1,3,"12",2,"Berlin","14089",1,"34522.625",""
"1310",6,1,4,4,4,4,4,4,3,2,NA,NA,NA,1,4,"",2,"","",2,"",""
"1311",6,1,1,1,1,1,4,2.5,4,2,1993,NA,21,1,3,"4",2,"Berlin","12107",1,"34522.625",""
"1312",6,0,2,1,1.5,1,1,1,4,2,1992,NA,22,1,7,"22",2,"Bonn","53113",NA,"",""
"1313",6,1,3,3,3,2,2,2,4,2,1994,NA,21,1,5,"4",2,"Goettingen","37075",1,"2761.81",""
"1314",6,1,4,4,4,4,4,4,4,2,1989,NA,25,1,5,"102",2,"Duisburg","47058",1,"34.522625",""
"1315",6,0,4,2,3,3,4,3.5,3,2,1995,NA,19,1,3,"22",2,"Neuss","Moechte",1,"Brutto oder netto",""
"1316",6,0,3,1,2,3,1,2,3,2,1990,NA,25,1,5,"2",0,"","",1,"",""
"1317",6,1,4,4,4,4,4,4,5,2,1994,NA,20,1,5,"2",2,"Koeln","50931",1,"weiss ich nicht",""
"1318",6,0,2,1,1.5,1,2,1.5,4,2,1994,NA,20,1,5,"3",2,"WUppertal","42283",1,"165708.6",""
"1319",6,1,4,2,3,4,4,4,2,1,1989,NA,25,1,5,"5",2,"Essen","45145",1,"4142.715",""
"1320",6,1,4,3,3.5,3,3,3,4,2,1994,NA,20,1,7,"3",2,"Koeln","50825",1,"",""
"1321",6,0,1,1,1,1,1,1,3,2,1985,NA,29,1,5,"",0,"","",1,"",""
"1322",6,0,2,2,2,4,3,3.5,3,2,1995,NA,25,1,4,"2",2,"Viersen","41749",1,"",""
"1323",6,0,1,1,1,4,1,2.5,4,1,1974,NA,40,6,7,"100",2,"koeln","51105",1,"55236.2",""
"1324",6,0,2,2,2,2,2,2,3,2,1994,NA,20,1,4,"2",2,"leverkusen","51377",1,"41427.15",""
"1325",6,0,2,3,2.5,3,2,2.5,3,2,1991,NA,23,1,5,"mind 100",1,"mannheim","68159",1,"276181",""
"1326",6,0,4,4,4,3,3,3,4,2,1988,NA,26,1,5,"",2,"Koeln","50678",1,"20713.575",""
"1327",6,1,1,1,1,2,2,2,3,2,1989,NA,26,1,5,"etwa 100",2,"Trier","54296",1,"",""
"1328",6,1,2,2,2,2,5,3.5,2,2,1995,NA,20,1,5,"2",2,"Trier","54290",1,"82854.3",""
"1329",6,1,4,3,3.5,2,3,2.5,3,2,1986,NA,29,1,3,"30",1,"","",NA,"",""
"1330",6,0,1,1,1,2,2,2,4,1,18,NA,18,1,3,"0",2,"Koeln","51069",1,"",""
"1331",6,0,1,1,1,1,1,1,4,1,1975,NA,NA,1,4,"22",2,"Koeln","50679",1,"0",""
"1332",6,1,2,2,2,2,2,2,4,2,1994,NA,20,1,3,"vielen",2,"Leverkusen","51375",1,"82.8543",""
"1333",6,0,4,2,3,2,5,3.5,3,2,1996,NA,18,1,5,"22",2,"Essen","45359",1,"13809.05",""
"1334",6,0,3,3,3,1,1,1,3,2,1991,NA,22,1,4,"2",2,"Koeln","50931",1,"55.2362",""
"1335",6,0,3,1,2,1,3,2,3,2,1992,NA,23,1,7,"30",2,"Essen","45141",1,"414271.5",""
"1336",6,1,2,2,2,2,2,2,4,2,1996,NA,19,1,5,"10",2,"Koeln","50937",1,"?",""
"1337",6,1,2,2,2,2,2,2,5,1,1995,NA,20,1,5,"2",2,"Duisburg","47058",1,"",""
"1338",6,1,4,2,3,2,6,4,3,2,1987,NA,27,1,3,"2",2,"Frankfurt (Oder)","15230",1,"nicht bekannt",""
"1339",6,0,2,2,2,2,2,2,3,2,1981,NA,NA,1,4,"32",2,"Gelsenkirchen","45891",1,"",""
"1340",6,1,2,2,2,2,4,3,3,2,28,NA,29,1,5,"2",2,"Oberhausen","46147",1,"33141.72",""
"1341",6,1,3,3,3,4,4,4,4,1,1993,NA,22,1,5,"",2,"Koeln","50733",1,"",""
"1342",6,1,1,1,1,1,1,1,2,2,1987,NA,27,1,4,"",2,"Koeln","51103",1,"96.66335",""
"1343",6,0,1,1,1,1,4,2.5,4,2,1991,NA,23,1,4,"2",1,"Koeln","50674",1,"1518.9955",""
"1344",6,0,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,"",0,"","",NA,"",""
"1345",6,1,1,1,1,1,4,2.5,5,2,1990,NA,24,1,5,"2",2,"Koeln","50933",1,"13809.05",""
"1346",6,0,1,1,1,1,1,1,4,2,1995,NA,20,1,5,"ca 5",1,"Gladbeck","45964",1,"24000 netto",""
"1347",6,0,1,1,1,1,4,2.5,3,2,91,NA,23,1,5,"7",1,"","",1,"82854.3",""
"1348",6,1,1,1,1,1,2,1.5,3,2,1981,NA,33,1,2,"20",2,"Gummersbach","51645",1,"55236.2",""
"1349",6,0,2,1,1.5,4,4,4,3,2,1993,NA,21,1,4,"2",2,"Herne","44651",1,"0",""
"1350",6,0,2,2,2,2,4,3,3,2,1994,NA,21,1,7,"viele",2,"Koeln","50677",1,"110472.4",""
"1351",6,0,2,2,2,6,2,4,3,2,1995,NA,19,1,5,"3",1,"Berlin","12557",1,"55236.2",""
"1352",6,0,1,1,1,1,4,2.5,3,2,1989,NA,25,1,5,"100",2,"Bornheim","53332",1,"138090.5",""
"1353",6,1,2,1,1.5,4,4,4,3,1,1989,NA,25,1,7,"einige",2,"Hannover","30659",1,"2761.81",""
"1354",6,1,3,4,3.5,4,1,2.5,3,1,1995,NA,19,1,3,"10",2,"Wuppertal","42289",1,"16570.86",""
"1355",6,1,2,2,2,2,3,2.5,2,2,1995,NA,19,1,4,"0",2,"Koeln","50737",1,"ca. 50000",""
"1356",6,0,1,1,1,1,1,1,3,1,1993,NA,21,1,5,"",2,"","",1,"",""
"1357",6,1,2,2,2,1,1,1,3,2,1992,NA,22,1,5,"",0,"Koeln","",1,"",""
"1358",6,0,3,2,2.5,2,2,2,4,2,1996,NA,16,1,3,"2",1,"Huerth","50354",1,"2761.81",""
"1359",6,0,3,1,2,2,4,3,2,2,1969,NA,45,1,5,"0",2,"koeln","50969",1,"27618.1",""
"1360",6,1,2,2,2,2,4,3,2,2,1994,NA,20,1,5,"30",2,"Koeln","",1,"",""
"1361",6,0,1,1,1,1,1,1,2,1,1986,NA,29,1,4,"zig",2,"Koeln","50670",2,"82854.3",""
"1362",6,0,1,6,3.5,1,1,1,4,2,1995,NA,20,1,4,"20",2,"Moenchengladbach","-",1,"-",""
"1363",6,1,2,2,2,1,2,1.5,4,1,1990,NA,24,1,4,"7",2,"Dortmund","44139",1,"89758.825",""
"1364",6,1,2,1,1.5,1,1,1,5,2,1989,NA,25,1,5,"2",2,"Trier","54294",1,"12428.145",""
"1365",6,1,1,1,1,1,1,1,5,2,1993,NA,21,1,5,"",2,"Koeln","",1,"",""
"1366",6,1,2,2,2,3,2,2.5,2,2,1993,NA,8,1,4,"7",1,"Duesseldorf","40227",1,"37284.435",""
"1367",6,0,4,4,4,1,1,1,4,2,1992,NA,23,1,3,"1",1,"Berlin","13587",1,"-",""
"1368",6,1,1,1,1,4,4,4,4,2,1994,NA,20,1,5,"3",2,"Berlin","14166",1,"..",""
"1369",6,0,1,1,1,1,4,2.5,3,2,1984,NA,30,1,2,"ca. 18",2,"Bocholt","46395",1,"???",""
"1370",6,1,4,4,4,4,4,4,4,2,1989,NA,25,1,2,"7",2,"Wiener Neudorf","2351",1,"",""
"1371",6,1,7,7,7,7,7,7,5,1,24,NA,24,1,5,"ca 30",1,"Siegen","57074",1,"nein",""
"1372",6,0,1,3,2,2,2,2,3,2,1992,NA,22,1,5,"8",1,"Koeln","50931",1,"",""
"1373",6,0,4,3,3.5,2,2,2,4,2,1990,NA,25,1,3,"0",2,"schrobenhausen","86529",1,"69045.25",""
"1374",6,1,1,1,1,2,2,2,3,1,1988,NA,26,1,3,"25",2,"Wien","1070",1,"34522.625",""
"1375",6,1,3,3,3,3,2,2.5,5,1,1992,NA,23,1,2,"10",2,"Bedburg","50181",1,"165708.6",""
"1376",6,0,2,2,2,2,7,4.5,4,2,1989,NA,26,1,5,"30",2,"Jena","7749",1,"-",""
"1377",6,0,1,1,1,1,1,1,3,2,1991,NA,0,4,5,"An einigen",2,"Koeln","50939",2,"82854.3",""
"1378",6,0,1,1,1,1,5,3,3,2,1993,NA,21,1,5,"3",2,"","",1,"",""
"1379",6,0,3,2,2.5,2,1,1.5,3,2,1992,NA,22,1,5,"1",2,"Koeln","50667",1,"",""
"1380",6,0,4,3,3.5,3,3,3,3,1,1992,NA,22,1,2,"20",2,"","",1,"",""
"1381",6,0,1,1,1,1,1,1,4,2,90,NA,NA,NA,NA,"",NA,"","",NA,"",""
"1382",6,1,1,1,1,1,3,2,3,2,1983,NA,31,1,4,"6",0,"koeln","50824",1,"",""
"1383",6,1,2,1,1.5,1,6,3.5,4,2,1971,NA,44,1,2,"3",2,"Sanitz","18190",1,"",""
"1384",6,0,1,1,1,3,2,2.5,4,2,1993,NA,22,1,4,"7",1,"Koeln","51149",1,"56617.105",""
"1385",6,1,1,1,1,1,1,1,4,2,1993,NA,21,2,2,"2",2,"Bochum","44803",1,"69045.25",""
"1386",6,1,4,4,4,2,2,2,4,1,1991,NA,23,1,3,"62",1,"Kamen","59174",1,"4142.715",""
"1387",6,0,3,5,4,4,4,4,4,2,1993,NA,21,1,4,"2",2,"","",1,"",""
"1388",6,0,1,1,1,2,2,2,3,2,1987,NA,28,1,3,"7",2,"Bielefeld","33699",1,"27618.1",""
"1389",6,0,1,1,1,1,1,1,4,2,1991,NA,23,1,7,"37",2,"Koeln","",1,"",""
"1390",6,0,4,4,4,3,2,2.5,5,1,1995,NA,19,1,5,"14",2,"Dueren","52355",1,"",""
"1391",6,0,1,1,1,1,1,1,4,2,23,NA,23,1,4,"25",0,"Mannheim","68199",2,"77330.68",""
"1392",6,1,1,1,1,1,1,1,3,2,21,NA,21,1,5,"32",2,"Paris","75005",1,"207135.75",""
"1393",6,1,1,4,2.5,1,1,1,3,2,1993,NA,8,6,4,"10",2,"Essen","45307",1,"17951.765",""
"1394",6,0,2,2,2,3,4,3.5,3,2,1991,NA,23,1,3,"0",2,"Hamburg","22763",1,"17951.765",""
"1395",6,1,2,2,2,5,5,5,3,2,1994,NA,21,1,3,"05-Oct",1,"herford","32051",1,"",""
"1396",6,0,3,3,3,3,3,3,3,2,1991,NA,23,1,3,"2",2,"Koeln","50939",1,"?",""
"1397",6,0,2,2,2,1,6,3.5,3,2,1994,NA,8,1,5,"0",2,"Koeln","50674",1,"35903.53",""
"1398",6,1,1,1,1,1,4,2.5,3,2,1993,NA,22,1,3,"",0,"","",1,"",""
"1399",6,0,3,3,3,4,4,4,4,1,1970,NA,44,1,2,">50",2,"Koeln","50829",1,"16570.86",""
"1400",6,1,1,2,1.5,1,1,1,4,2,1995,NA,20,6,3,"6",1,"koeln","",1,"",""
"1401",6,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",0,"","",NA,"",""
"1402",6,0,2,1,1.5,4,2,3,4,2,1991,NA,24,1,4,"60",2,"Leverkusen","51375",1,"55.2362",""
"1403",6,0,1,1,1,1,1,1,1,2,1993,NA,9,1,7,"8",2,"Koeln","50354",1,"Ich weiss nicht",""
"1404",6,1,2,1,1.5,3,2,2.5,3,2,1993,NA,21,1,7,"40",2,"Koeln","50931",1,"234753.85",""
"1405",6,0,4,1,2.5,4,4,4,2,2,1992,NA,22,1,4,"12",2,"Koeln","50068",1,"?",""
"1406",6,1,4,4,4,4,4,4,4,2,1994,NA,20,2,4,"3",2,"Koeln","50827",1,"",""
"1407",6,0,1,1,1,1,4,2.5,NA,2,1993,NA,22,6,NA,"0",2,"Dortmund","44379",1,"",""
"1408",6,0,2,1,1.5,4,4,4,4,2,1985,NA,30,1,3,"20",2,"Bochum","",1,"17951.765",""
"1409",6,1,2,2,2,2,2,2,4,2,1991,NA,23,1,4,"",2,"","",1,"",""
"1410",6,1,3,1,2,4,1,2.5,5,1,1986,NA,28,1,4,"12",2,"Koeln","50939",1,"110472.4",""
"1411",6,0,2,2,2,2,2,2,4,2,1993,NA,21,1,5,"0",2,"Marburg","35037",1,"keine Angabe",""
"1412",6,0,1,2,1.5,1,6,3.5,4,NA,1991,NA,23,1,3,"2",2,"datteln","45711",1,"69045.25",""
"1413",6,1,2,2,2,2,4,3,3,1,1991,NA,23,1,5,"2",2,"","",1,"",""
"1414",6,1,2,2,2,2,6,4,2,2,1972,NA,42,1,5,"2",2,"Koeln","50823",1,"",""
"1415",6,0,1,1,1,1,1,1,2,2,1993,NA,21,1,4,"57",1,"Moers","47441",1,"<5000",""
"1416",6,0,2,4,3,4,4,4,3,1,1993,NA,21,1,5,"32",1,"March","79232",1,"41427.15",""
"1417",6,0,1,1,1,1,1,1,1,2,1996,NA,18,1,4,"7",2,"Koeln","50968",1,"",""
"1418",6,1,1,1,1,1,1,1,3,2,1985,NA,0,1,5,"2",2,"","",1,"",""
"1419",6,1,1,1,1,1,1,1,3,2,1994,NA,20,1,3,"2",2,"Bonn","53111",1,"17951.765",""
"1420",6,1,1,1,1,1,1,1,4,2,1990,NA,17,1,3,"4",2,"Muenchen","81737",2,"0",""
"1421",6,1,1,1,1,1,1,1,2,2,1976,NA,38,1,3,"2",2,"Aachen","52066",1,"19885.032",""
"1422",6,1,4,3,3.5,2,3,2.5,4,2,1995,NA,19,1,4,"5",2,"Dueren","52445",1,"",""
"1423",6,0,1,1,1,1,1,1,4,2,1988,NA,26,1,5,"3",2,"koeln","50",1,"6904.525",""
"1424",6,1,3,2,2.5,2,1,1.5,4,1,1992,NA,22,1,4,"9",2,"Koeln","50679",1,"41427.15",""
"1425",6,1,2,1,1.5,2,6,4,2,2,1994,NA,20,1,5,"12",1,"Koeln","",2,"",""
"1426",6,1,4,4,4,4,4,4,4,2,1990,NA,24,1,4,"2",2,"Aachen","52393",1,"",""
"1427",6,1,1,1,1,1,2,1.5,4,2,1993,NA,14,1,5,"6",2,"Koeln","50969",1,"103.567875",""
"1428",6,0,3,3,3,4,3,3.5,4,2,1993,NA,21,1,5,"ca 40",1,"Mannheim","68163",1,"",""
"1429",6,1,2,2,2,1,1,1,3,2,1990,NA,24,1,5,"0",2,"Wilkau-Hasslau","8112",1,"48331.675",""
"1430",6,0,1,1,1,1,1,1,3,2,1994,NA,20,1,4,"2",2,"Koeln","50676",1,"69045.25",""
"1431",6,1,1,1,1,1,1,1,3,2,1982,NA,32,1,5,"keine Ahnung",2,"Koeln","50968",1,"keine Ahnung",""
"1432",6,0,2,3,2.5,4,4,4,4,2,1993,NA,22,1,2,"mehr als 10",2,"Stralsund","18437",1,"",""
"1433",6,1,3,3,3,2,2,2,3,2,1994,NA,20,1,4,"2",2,"Koeln","51063",1,"",""
"1434",6,1,2,2,2,1,4,2.5,NA,NA,NA,NA,NA,NA,NA,"",0,"","",NA,"",""
"1435",6,0,2,1,1.5,3,6,4.5,4,2,1994,NA,20,1,3,"",2,"Bruehl","50321",1,"",""
"1436",6,1,4,3,3.5,3,3,3,4,2,1978,NA,36,1,3,"2",2,"Muenster","48149",1,"",""
"1437",6,1,1,1,1,1,1,1,2,2,1994,NA,20,1,5,"6",2,"Koeln","50670",1,"138090.5",""
"1438",6,0,1,1,1,5,4,4.5,4,1,21,NA,21,2,3,"2",2,"Koeln","50825",1,"",""
"1439",6,0,3,2,2.5,2,1,1.5,4,1,1988,NA,26,1,4,"2",2,"Mannheim","68169",1,"966.6335",""
"1440",6,0,4,4,4,2,2,2,3,2,1958,NA,57,NA,5,"12",2,"Kerpen","50169",1,"82.8543",""
"1441",6,1,4,1,2.5,4,1,2.5,3,1,1991,NA,23,1,5,"2",2,"Koeln","50769",1,"82854.3",""
"1442",6,1,4,4,4,3,4,3.5,5,2,1995,NA,20,1,7,"2",2,"Muenster","48143",1,"",""
"1443",6,1,3,2,2.5,2,1,1.5,3,1,1990,NA,24,1,5,"07-Oct",1,"Hamburg","22177",1,"75949.775",""
"1444",6,1,1,1,1,1,1,1,2,NA,1988,NA,27,1,7,"3",2,"trier","54292",1,"",""
"1445",6,1,3,3,3,2,2,2,5,2,1989,NA,25,1,5,"1",1,"bad fallingbostel","29683",1,"41427.15",""
"1446",6,1,2,2,2,2,4,3,3,2,1995,NA,20,1,4,"1",2,"Siegen","",1,"genug, um gut zu",""
"1447",6,1,4,4,4,4,6,5,6,1,1992,NA,23,1,7,"1",2,"Dresden","1217",1,"345226.25",""
"1448",6,1,1,1,1,1,1,1,3,1,1954,NA,60,1,2,"2",2,"Puergen","86932",1,"59378.915",""
"1449",6,0,6,6,6,6,6,6,3,2,1993,NA,21,1,5,"3",2,"Koeln","50674",1,"69045.25",""
"1450",6,1,3,3,3,3,2,2.5,4,2,1996,NA,19,1,4,"3",2,"Dortmund","44137",1,"",""
"1451",6,1,3,1,2,1,1,1,4,2,1988,NA,26,1,5,"10",2,"Tartu","51009",1,"",""
"1452",6,0,3,2,2.5,3,3,3,3,2,1990,NA,25,1,5,"1",2,"berlin","13086",1,"40 000",""
"1453",6,0,2,2,2,2,2,2,2,2,1990,NA,24,1,3,"40",2,"Goettingen","6449",1,"keine ahnung",""
"1454",6,1,2,6,4,7,7,7,3,2,1995,NA,19,1,4,"zwei",2,"Bonn","",1,"",""
"1455",6,1,3,2,2.5,2,3,2.5,3,2,1988,NA,27,1,4,"0",2,"Forchheim","91301",1,"",""
"1456",6,1,3,1,2,1,1,1,4,2,1992,NA,22,1,5,"3",2,"Koeln","50670",1,"",""
"1457",6,0,2,1,1.5,3,4,3.5,5,2,1992,NA,23,1,5,"ca. 15",2,"Tuebingen","72070",1,"",""
"1458",6,0,3,3,3,1,3,2,2,2,1992,NA,22,1,4,"2",2,"Wien","1210",1,"41427.15",""
"1459",9,0,2,2,2,1,1,1,2,1,1953,187,61,1,6,"22",2,"pittsburgh","15237",1,"0",""
"1460",9,0,1,7,4,2,2,2,4,1,1962,78,40,2,6,"2",1,"chennai","643215",1,"30000",""
"1461",9,0,4,4,4,2,3,2.5,1,1,1985,183,25,1,5,"4",2,"Trumbull","6611",1,"85000",""
"1462",9,0,4,4,4,3,3,3,2,2,1938,187,76,1,5,"50",2,"Las Vegas","89122",1,"40000",""
"1463",9,1,2,3,2.5,2,2,2,4,1,1990,83,10,1,5,"4",2,"israel","50297",1,"60000",""
"1464",9,0,4,3,3.5,2,4,3,6,2,1964,187,50,1,5,"?",2,"Benton","42025",1,"59000",""
"1465",9,0,4,4,4,4,4,4,2,1,1957,187,57,1,4,"50",1,"Bozeman","59715",1,"3000",""
"1466",9,0,4,4,4,4,4,4,4,1,1972,187,42,1,6,"100",1,"Miami","33176",1,"159000",""
"1467",9,0,6,1,3.5,1,7,4,6,1,1963,187,51,1,4,"20+",NA,"Oxford","6478",1,"90000",""
"1468",9,0,3,3,3,3,4,3.5,4,2,1978,187,36,1,3,"100",2,"pittsburgh","15236",1,"40000",""
"1469",9,1,6,5,5.5,6,4,5,2,1,1988,187,26,1,4,"0",2,"IN","47404",1,"20000",""
"1470",9,1,1,1,1,1,6,3.5,4,2,1956,187,58,1,4,"15",2,"allegan","49010",1,"100000",""
"1471",9,0,1,1,1,1,1,1,1,2,1988,187,26,1,5,"100",2,"Lexington, TN","38351",1,"12,000",""
"1472",9,0,2,2,2,2,5,3.5,2,2,1990,187,24,1,6,"20",2,"Tecumseh","49286",1,"70000",""
"1473",9,1,2,3,2.5,2,2,2,2,1,1981,187,33,2,6,"13",2,"Philadelphia","19143",1,"47000",""
"1474",9,1,2,3,2.5,3,2,2.5,4,1,1975,187,39,1,5,"12",2,"pittsburgh","15236",1,"65000",""
"1475",9,1,2,2,2,2,2,2,5,2,1953,187,61,1,5,"5",2,"RIVR VALE","7675",1,"80,000",""
"1476",9,1,3,3,3,3,3,3,1,2,1972,187,42,1,5,"20",2,"Monterey","1245",1,"30000",""
"1477",9,0,2,2,2,2,4,3,4,2,1948,187,66,1,3,"250",2,"Zephyrhills","33541",1,"68000",""
"1478",9,0,1,1,1,1,6,3.5,6,2,1978,187,36,1,5,"250",2,"Medina","44246",1,"65000",""
"1479",9,1,1,1,1,1,1,1,4,2,1992,187,22,1,5,"2",1,"Walla Walla","99362",2,"50000",""
"1480",9,0,3,3,3,2,2,2,4,1,1956,187,58,1,6,"no idea",1,"Kansas City","64152",1,"79000",""
"1481",9,1,3,4,3.5,3,5,4,3,2,1993,31,18,2,4,"many",2,"Palo Alto","94303",1,"200000",""
"1482",9,0,5,3,4,2,3,2.5,1,2,1956,187,58,1,4,"?",2,"green bay","54302",1,"19,000",""
"1483",9,1,3,3,3,1,2,1.5,3,2,1987,187,27,1,6,"tons",2,"New Haven","6511",1,"80,000",""
"1484",9,1,1,1,1,1,7,4,2,2,1990,187,0,0,6,"",2,"Cambridge, MA","2139",1,"70000",""
"1485",9,0,2,1,1.5,1,2,1.5,4,2,1995,185,0,0,0,"",NA,"","",NA,"",""
"1486",9,1,3,4,3.5,3,5,4,4,2,1951,187,63,1,6,"100",2,"Austin","55912",1,"25,000",""
"1487",9,1,4,1,2.5,1,7,4,3,2,1950,187,64,4,3,"50",2,"Pawtucket","2861",1,"69000",""
"1488",9,1,5,3,4,2,6,4,6,1,1963,187,51,1,4,"20",2,"Towanda, Ks","67144",1,"40000",""
"1489",9,1,1,1,1,1,1,1,2,2,1985,187,29,1,6,"1000",2,"San Diego","92128",1,"60000",""
"1490",9,0,1,1,1,1,7,4,4,2,1994,187,20,2,4,"5",2,"Covina","91790",1,"",""
"1491",9,0,2,2,2,1,1,1,4,1,1977,187,37,1,5,"20",2,"Scottsdale","85255",1,"75000",""
"1492",9,0,7,7,7,7,7,7,7,1,1991,37,1,3,5,"0",2,"DOSQUEBRADAS -RISARALDA","57",1,"15",""
"1493",9,0,1,1,1,1,1,1,3,2,1994,187,20,1,6,"0",2,"New Haven","6520",1,"",""
"1494",9,1,1,2,1.5,1,2,1.5,2,1,1968,187,47,3,5,"22",2,"Greenfiel","1301",1,"78,000",""
"1495",9,1,2,2,2,1,1,1,4,2,1982,187,32,1,4,"0",2,"Independence","64058",1,"45000",""
"1496",9,0,4,4,4,1,4,2.5,4,2,1959,31,55,1,4,"100",2,"Prince George","V2N2H8",1,"64000",""
"1497",9,1,1,1,1,1,1,1,4,2,1980,187,34,1,4,"0",2,"Redmond","97756",1,"24,000",""
"1498",9,0,1,7,4,0,1,0.5,4,2,1961,187,53,4,4,"",1,"Chicago","60634",1,"70",""
"1499",9,0,3,5,4,2,4,3,2,2,1989,187,25,1,5,"2",2,"New haven","6511",2,"0",""
"1500",9,0,1,1,1,1,1,1,4,2,1995,187,19,1,4,"20",2,"Marion","28752",1,"50,000",""
"1501",9,1,1,4,2.5,7,4,5.5,5,1,1990,179,5,1,5,"0",2,"Eskisehir","26170",1,"30000",""
"1502",9,1,4,4,4,1,1,1,4,1,1967,187,47,4,4,"1",1,"athens","30607",NA,"60000",""
"1503",9,1,1,2,1.5,2,1,1.5,1,1,1967,84,10,1,5,"30",2,"Pinerolo","10060",1,"45000",""
"1504",9,1,5,4,4.5,4,3,3.5,3,2,1984,187,30,1,3,"5",1,"Raleigh","27514",1,"45000",""
"1505",9,0,1,3,2,1,1,1,4,2,1979,187,35,1,5,"19",2,"Linwood","48634",1,"24000",""
"1506",9,1,2,1,1.5,1,6,3.5,2,1,1996,187,18,1,6,"5",1,"Albuquerque, NM","87108",1,"120000",""
"1507",9,1,2,2,2,2,3,2.5,7,1,1993,187,21,1,5,"3",2,"Albuquerque","87102",1,"70,000",""
"1508",9,1,4,4,4,4,4,4,5,2,1955,142,45,1,5,"1000",2,"bucharest","20147",1,"-",""
"1509",9,1,6,1,3.5,1,1,1,0,NA,NA,0,0,0,0,"",NA,"","",NA,"",""
"1510",9,1,2,1,1.5,1,2,1.5,1,1,1972,187,42,1,6,"22",1,"Oakland","94619",1,"25000",""
"1511",9,0,1,2,1.5,1,1,1,4,2,1955,187,59,1,5,"12",2,"","",1,"",""
"1512",9,1,4,4,4,2,4,3,2,2,1951,187,63,1,5,"500",2,"washington, dc","20007",1,"69000",""
"1513",9,1,4,7,5.5,3,4,3.5,6,2,1974,187,40,1,6,"0",2,"West Brookfield","1585",1,"37500",""
"1514",9,1,5,5,5,3,5,4,7,1,1968,187,45,1,6,"3400",2,"Killeen","76542",1,"29000",""
"1515",9,1,3,3,3,2,2,2,4,1,1986,187,28,2,5,"5",2,"Naperville","60565",1,"100000",""
"1516",9,0,4,4,4,4,4,4,6,2,1974,84,30,1,5,"4",2,"Turin","10100",1,"20000",""
"1517",9,0,2,2,2,1,1,1,2,2,NA,0,56,1,4,"2",2,"","",1,"",""
"1518",9,0,1,1,1,1,1,1,4,2,1944,187,70,1,4,"25",2,"Louisville","40215",1,"29900",""
"1519",9,1,1,1,1,1,1,1,2,1,1970,187,43,1,4,"1",2,"Greenville, SC","29687",1,"50000",""
"1520",9,1,3,2,2.5,2,2,2,4,2,1996,187,18,0,0,"5",2,"","",1,"",""
"1521",9,1,1,1,1,1,1,1,4,2,1956,85,58,6,5,"8",1,"Niantic","6357",1,"$170,000",""
"1522",9,0,1,1,1,1,4,2.5,2,2,1961,187,53,1,4,"30",2,"Enumclaw","98022",1,"$56,000",""
"1523",9,0,3,3,3,2,3,2.5,3,2,1986,187,0,1,3,"4",2,"Greenville","29611",1,"20000",""
"1524",9,0,1,1,1,1,1,1,4,1,1986,187,5,2,5,"5",2,"Naperville","60565",1,"100000",""
"1525",9,1,4,4,4,4,4,4,7,2,1955,187,59,1,5,"200",2,"orlando, fl","32804",1,"150000",""
"1526",9,0,7,4,5.5,1,1,1,4,2,1986,187,28,1,4,"idk",2,"depew, ny","14043",1,"$38,600",""
"1527",9,0,5,2,3.5,2,2,2,4,2,1946,31,68,1,3,"10",2,"Campbell River","V9H0B7",1,"$60000",""
"1528",9,1,1,1,1,4,1,2.5,2,2,1987,187,27,1,5,"0",2,"Philomath, Oregon","97370",1,"30,000",""
"1529",9,1,6,6,6,1,1,1,7,1,1962,187,52,1,3,"27",2,"Corona","92883",1,"85000",""
"1530",9,0,1,1,1,1,1,1,2,2,1970,187,44,1,3,"0",2,"fox river grove","60021",1,"32000",""
"1531",9,1,3,3,3,2,2,2,4,2,NA,0,0,0,0,"",NA,"","",NA,"",""
"1532",9,1,5,4,4.5,5,2,3.5,6,1,1964,187,50,1,5,"?",2,"danvers","1923",1,"11,000",""
"1533",9,0,3,4,3.5,1,1,1,4,1,1994,187,20,1,5,"50+",1,"Danville","46122",1,"50,000",""
"1534",9,0,1,1,1,1,1,1,4,2,1976,187,38,4,6,"6",2,"Bridgeport","6606",1,"51000",""
"1535",9,1,3,3,3,2,4,3,2,2,1993,187,21,1,4,"25",2,"New Haven","6520",1,"",""
"1536",9,1,3,3,3,3,7,5,6,1,1994,187,20,2,4,"22",2,"Savannah","31411",1,"100000",""
"1537",9,0,1,1,1,1,6,3.5,1,2,1989,187,25,1,5,"100",2,"saint louis","63129",1,"100000",""
"1538",9,0,3,5,4,3,3,3,3,1,1990,187,20,1,4,"5",2,"South Bend","46556",1,"75000",""
"1539",9,0,1,7,4,1,1,1,5,2,1988,187,26,1,5,"2",2,"Palm Bay","32907",2,"55000",""
"1540",9,0,1,1,1,1,1,1,1,2,1940,187,74,1,6,"dozens",2,"rochester","14610",1,"100K",""
