"","datacollection","companyevaluation","pg_condition","pg_good","pg_ethical","pg_responsibl","pg_honest","pg_innocent","pltclideo","gender","yearbirth","countrybir","engexp","ethnicity","parented","beforeres","beforethes","citytown","postalcode","honest_A","faminc","mturkhowm"
"1753",8,7.5,3,9,9,9,9,9,NA,1,1992,61,22,NA,3,"",2,"BAGNOLET","93170",1,"",""
"1754",8,2.5,1,3,3,3,3,3,NA,2,1991,61,23,NA,6,"15-20",2,"Paris","75018",1,"50 000 euro",""
"1755",8,1.33333333333333,1,3,1,1,1,2,NA,2,1994,61,20,NA,6,"5",2,"Savigny-sur-Orge","91600",1,"4000",""
"1756",8,1.5,4,3,1,1,1,3,NA,2,1991,61,23,NA,3,"2",2,"","",1,"",""
"1757",8,3.66666666666667,4,6,4,3,6,3,NA,1,1991,178,20,NA,3,"20",2,"alfortville","94140",1,"je ne sais pas",""
"1758",8,5.66666666666667,3,6,6,9,7,6,NA,2,1994,61,20,NA,5,"1",2,"Colombes","92700",1,"50000",""
"1759",8,4.16666666666667,1,4,4,5,6,6,NA,1,1994,61,21,NA,3,"5",2,"Vincennes","94300",2,"3000",""
"1760",8,5,3,4,7,3,8,8,NA,2,1995,61,0,NA,6,"6",2,"Paris","75011",1,"144000",""
"1761",8,3.16666666666667,4,5,4,2,4,4,NA,2,1996,61,19,NA,5,"3",2,"paris","75003",1,"50 000",""
"1762",8,5.16666666666667,2,5,8,8,5,5,NA,2,1994,61,21,NA,3,"4",2,"Maisons-Laffitte","78600",1,"29000",""
"1763",8,4.16666666666667,2,7,4,4,5,5,NA,2,26,61,26,NA,3,"",2,"PARIS","75001",1,"20000",""
"1764",8,5.66666666666667,3,7,5,8,8,6,NA,2,1992,61,23,NA,6,"10",2,"paris","75018",1,"60000",""
"1765",8,1.5,2,3,2,1,2,1,NA,2,1995,61,19,NA,3,"07-Aug",2,"vitry sur seine","94400",1,"11000",""
"1766",8,1.83333333333333,4,3,3,1,2,2,NA,2,1991,61,23,NA,4,"7",2,"Paris","75013",1,"6000",""
"1767",8,3.5,2,4,4,6,5,2,NA,1,1994,61,18,NA,3,"2",2,"paris","75017",1,"38000",""
"1768",8,2.83333333333333,1,4,3,4,3,3,NA,1,1993,61,21,NA,4,"4",2,"Toulouse","31000",1,"20000",""
"1769",8,1.5,4,2,2,3,1,1,NA,1,1994,61,0,NA,6,"4 ou 5",2,"Paris","",1,"",""
"1770",8,2.16666666666667,3,5,1,5,1,1,NA,2,1994,61,21,NA,6,"3",2,"soisy","95230",1,"/",""
"1771",8,7.16666666666667,3,8,8,9,9,9,NA,2,1991,61,23,NA,3,"5",2,"Antony","92160",1,"48000",""
"1772",8,0.833333333333333,1,1,1,1,1,1,NA,2,1994,61,19,NA,6,"5",2,"Le Perreux sur Marne","94170",1,"100000",""
"1773",8,2.5,1,3,3,3,3,3,NA,2,1993,61,0,NA,6,"",2,"","",1,"",""
"1774",8,2.16666666666667,4,4,3,3,2,1,NA,2,1993,61,21,NA,5,"9",2,"Paris","75116",1,"30000",""
"1775",8,4.16666666666667,3,5,5,5,5,5,NA,2,1984,61,30,NA,3,"20",2,"ST CYR L ECOLE","78210",1,"40000",""
"1776",8,0.833333333333333,1,1,1,1,1,1,NA,1,1994,61,21,NA,6,"3",2,"Paris","75011",1,"50000",""
"1777",8,5.5,3,5,9,5,5,9,NA,2,1993,61,21,NA,6,"15",2,"Paris","75015",1,"60000",""
"1778",8,3,4,6,5,3,2,2,NA,2,1196,48,18,NA,6,"10",2,"Paris","75012",1,"100000",""
"1779",8,3.66666666666667,3,7,7,2,3,3,NA,2,1988,61,0,NA,4,"4 ou 5",2,"Montgeron","91230",1,"35 000",""
"1780",8,1.66666666666667,4,1,3,1,4,1,NA,1,1986,61,28,NA,3,"5",2,"Paris","75019",1,"11000",""
"1781",8,4.16666666666667,2,5,3,4,7,6,NA,2,1995,61,20,NA,3,"12",2,"Eragny","95610",1,"8000",""
"1782",8,1.66666666666667,1,2,2,2,1,3,NA,2,1994,3,20,NA,5,"3",2,"Paris","75011",1,"25000",""
"1783",8,6.83333333333333,3,8,8,8,9,8,NA,2,1993,61,22,NA,NA,"0",2,"","",1,"",""
"1784",8,1.66666666666667,1,3,3,2,1,1,NA,2,1991,61,0,NA,4,"environ 15",2,"argenteuil","95100",1,"10000",""
"1785",8,5.5,2,6,6,7,7,7,NA,2,1991,61,24,NA,4,"6",2,"Gentilly","94250",1,"0",""
"1786",8,7,3,9,9,7,8,9,NA,2,1994,61,20,NA,3,"7",2,"paris","75015",1,"7000",""
"1787",8,0.833333333333333,2,1,1,1,1,1,NA,2,1991,61,24,NA,6,"au moins 15",2,"Paris","75013",1,"?",""
"1788",8,0.833333333333333,2,1,1,1,1,1,NA,2,1992,61,23,NA,6,"25",2,"Paris","75006",1,"40000",""
"1789",8,5,3,6,6,6,7,5,NA,1,1987,61,28,NA,3,"25",2,"vanves","92170",1,"20000",""
"1790",8,1.83333333333333,4,3,3,2,2,1,NA,2,1986,61,28,NA,3,"3",2,"Juvisy sur orge","91260",1,"30000",""
"1791",8,1.66666666666667,4,2,2,1,4,1,NA,2,1994,61,20,NA,5,"Plusieurs",2,"Montrouge","92120",1,"aucune idee",""
"1792",8,1.66666666666667,1,3,3,2,1,1,NA,2,1991,61,23,NA,3,"20",2,"Athis-Mons","91200",1,"ne sais pas",""
"1793",8,2.83333333333333,4,3,4,3,5,2,NA,1,1994,61,20,NA,2,"1",2,"Bobigny","93000",1,"25000",""
"1794",8,5.33333333333333,2,5,6,7,8,6,NA,2,1990,61,25,NA,4,"10",2,"wissous","91320",1,"30000",""
"1795",8,1.16666666666667,4,2,1,2,1,1,NA,2,0,61,22,NA,5,"5",2,"L'HAY-LES-ROSES","94240",1,"24000",""
"1796",8,4.66666666666667,3,6,5,7,2,8,NA,2,1992,61,23,NA,5,"5",2,"Paris","75015",1,"",""
"1797",8,4.16666666666667,3,6,8,3,3,5,NA,2,1991,61,23,NA,6,"10",2,"paris","75014",1,"6000",""
"1798",8,2.16666666666667,4,4,2,2,3,2,NA,2,1993,61,21,NA,5,"6",2,"Gambais","78950",1,"60 000",""
"1799",9,1,1,1,1,1,2,1,4,2,1978,187,36,1,3,"100",2,"pittsburg","15236",1,"40000",""
"1800",9,4.5,2,5,5,7,5,5,6,1,1964,187,50,1,5,"?",2,"danvers","1923",1,"11,000",""
"1801",9,7.5,3,9,9,9,9,9,3,2,1950,187,64,4,3,"50",2,"Pawtucket","2861",1,"69000",""
"1802",9,3.83333333333333,2,4,4,6,4,5,6,2,1992,187,22,1,5,"11",2,"Cambridge","2141",1,"$15000",""
"1803",9,0.833333333333333,4,1,1,1,1,1,4,2,1959,31,55,1,4,"100",2,"Prince Ge","V2N2H8",1,"64000",""
"1804",9,4.83333333333333,4,5,6,6,6,6,4,2,1980,187,34,1,4,"1",2,"Redmond","97756",1,"24,000",""
"1805",9,1.66666666666667,4,3,3,2,1,1,4,2,1979,187,35,1,5,"18",2,"Linwood","48634",1,"24000",""
"1806",9,7,2,9,9,9,8,7,7,1,1973,78,20,5,6,"4",2,"mumbai","400080",1,"150000",""
"1807",9,7.5,3,9,9,9,9,9,6,2,1985,53,29,1,5,"0",2,"Manhattan","10028",1,"80,000",""
"1808",9,7.16666666666667,3,9,8,9,8,9,4,1,1962,78,40,2,6,"",1,"chennai","643215",1,"30000",""
"1809",9,2.83333333333333,1,3,4,2,4,4,2,2,1938,187,76,1,5,"50",2,"Las Vegas","89122",1,"40000",""
"1810",9,4.16666666666667,1,5,5,6,4,5,6,2,1974,187,40,1,6,"1",2,"West Broo","1585",1,"37500",""
"1811",9,2.5,2,3,3,3,3,3,2,1,1957,187,57,1,4,"50",1,"Bozeman","59715",1,"3000",""
"1812",9,3.5,4,4,4,4,5,4,4,1,1986,187,28,2,5,"5",2,"Napervill","60565",1,"100000",""
"1813",9,7.5,3,9,9,9,9,9,4,1,1972,187,42,1,6,"100",1,"Miami","33176",1,"159000",""
"1814",9,4.66666666666667,4,7,5,4,5,7,6,2,1974,84,30,1,5,"3",2,"Turin","10100",1,"20000",""
"1815",9,5,2,6,6,6,6,6,2,2,0,0,56,1,4,"2",2,"","",1,"",""
"1816",9,2.16666666666667,1,3,3,3,1,3,4,2,86,187,0,1,6,"",2,"","",1,"",""
"1817",9,1.5,1,2,2,2,1,2,6,2,1977,78,27,5,3,"3",1,"New Delhi","110027",1,"30000",""
"1818",9,1.83333333333333,1,2,3,1,3,2,6,1,1963,187,0,1,4,"20+",2,"Oxford","6378",1,"90000",""
"1819",9,4.83333333333333,1,5,7,7,5,5,2,2,1964,187,50,1,3,"na",2,"Toledo","97391",1,"50000",""
"1820",9,3.33333333333333,2,4,5,3,5,3,2,1,1970,187,43,1,4,"1",2,"Greenvill","29687",1,"50000",""
"1821",9,5.83333333333333,3,7,7,7,7,7,2,1,1990,187,24,1,3,"",2,"Brooklyn,","11204",1,"",""
"1822",9,3.33333333333333,1,4,4,4,4,4,4,2,1956,187,59,1,4,"15",2,"allegan","49010",1,"100000",""
"1823",9,4.16666666666667,1,5,5,5,5,5,2,2,1961,187,53,1,4,"30",2,"Enumclaw","98022",1,"$56000",""
"1824",9,5.16666666666667,4,6,6,7,7,5,1,2,1960,187,53,1,6,"3000",2,"Brooklyn","11201",1,"50000",""
"1825",9,7.33333333333333,2,9,9,9,9,8,1,2,2014,187,26,1,5,"100",2,"Lexington","38351",1,"12,000",""
"1826",9,5.16666666666667,3,5,7,7,6,6,3,2,1993,187,21,1,4,"21",2,"Los Angel","90024",1,"150000",""
"1827",9,2.16666666666667,4,3,3,2,3,2,2,1,1981,187,33,2,6,"12",2,"Philadelp","19143",1,"47000",""
"1828",9,1.16666666666667,1,2,1,1,1,2,5,2,1958,111,58,3,6,"40",1,"Cuernavac","62240",1,"30,000",""
"1829",9,2,3,8,1,1,1,1,4,2,1946,31,68,1,3,"10",2,"Campbell","V9H0B7",1,"$60000",""
"1830",9,6.16666666666667,3,7,8,8,7,7,6,1,1946,31,68,1,3,"25",2,"Campbell","V9H 0B7",1,"60,000",""
"1831",9,0.833333333333333,1,1,1,1,1,1,4,2,1983,187,31,6,5,"1",2,"BALTIMORE","21222",1,"30,000",""
"1832",9,1.16666666666667,1,1,1,2,2,1,4,2,1948,187,66,1,3,"250",2,"Zephyrhil","33541",1,"68000",""
"1833",9,2.66666666666667,1,3,3,3,3,4,6,2,1978,187,36,1,5,"250",2,"Medina","44256",1,"65000",""
"1834",9,5.83333333333333,3,7,7,7,7,7,5,2,1959,187,55,1,4,"1000",2,"Fort Smit","72903",1,"36000",""
"1835",9,6.66666666666667,3,8,8,8,8,8,2,2,1976,187,38,1,3,"7",2,"San Bruno","94066",1,"50000",""
"1836",9,7.5,2,9,9,9,9,9,7,1,1962,187,52,1,3,"26",2,"corona","92883",1,"85000",""
"1837",9,4.16666666666667,4,5,5,5,5,5,4,2,1993,0,0,NA,NA,"",0,"","",0,"",""
"1838",9,2.16666666666667,1,3,3,2,2,3,4,2,1989,187,25,1,5,"1",2,"Woodbridg","22191",1,"70,000",""
"1839",9,5,3,6,6,7,6,5,4,1,1984,187,29,1,5,"I do not know!!!",2,"Chicago","60657-141",1,"$90,000",""
"1840",9,2.33333333333333,4,4,3,3,2,2,1,2,1985,187,30,1,3,"6",1,"Chicago","60642",1,"26,000",""
"1841",9,4.66666666666667,1,6,6,7,4,5,4,1,1994,187,20,1,5,"50+",2,"Danville","46122",1,"50,000",""
"1842",9,1.33333333333333,3,1,2,2,2,1,5,1,1983,187,31,2,6,"0",2,"Los Angel","90031",1,"70000",""
"1843",9,4.5,2,4,5,6,6,6,2,2,1987,187,27,1,6,"tons",2,"New Haven","6511",1,"80,000",""
"1844",9,4,1,5,4,4,5,6,2,2,1993,187,21,NA,4,"25",2,"Needham,","2492",1,"300,000",""
"1845",9,6.33333333333333,2,7,8,9,7,7,2,1,1995,187,18,2,2,"6",1,"Conover","28613",1,"70000",""
"1846",9,4.33333333333333,2,5,5,6,5,5,1,2,1989,187,25,1,5,"100",2,"saint lou","63129",1,"100000",""
"1847",9,4.16666666666667,1,5,5,5,5,5,6,1,1963,187,51,1,4,"20",2,"Towanda,","67144",1,"40000",""
"1848",9,2.16666666666667,4,4,4,2,2,1,2,2,1985,187,29,1,6,"1000",2,"San DIego","92128",2,"60000",""
"1849",9,1.66666666666667,1,2,2,2,2,2,4,1,1985,187,29,1,5,"6",2,"","",0,"",""
"1850",9,3.16666666666667,3,4,4,4,2,5,4,2,1994,187,20,2,4,"5",2,"Covina","91790",1,"N/A",""
"1851",9,3.5,1,3,3,3,7,5,1,2,1992,187,22,2,3,"20",2,"New Haven","6510",1,"24000",""
"1852",9,4.83333333333333,2,7,7,7,7,1,1,2,1940,187,74,1,6,"dozens",2,"rochester","14610",1,"100K",""
"1853",9,4.16666666666667,4,5,5,5,5,5,6,1,1963,187,43,1,6,"51",1,"Suffolk","23433",1,"240,000",""
"1854",9,4.66666666666667,4,5,6,5,6,6,4,1,1986,187,28,5,6,"2",2,"glen head","11545",1,"",""
"1855",9,4.16666666666667,3,5,5,5,5,5,4,1,1966,187,48,1,6,"6",2,"louisvill","40252",1,"120000",""
"1856",9,5.66666666666667,2,7,7,8,7,5,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1857",9,5.66666666666667,3,8,8,6,6,6,3,1,1968,187,47,3,5,"21",2,"Greenfiel","1301",1,"78,000",""
"1858",9,1.5,1,2,2,1,2,2,5,1,1989,78,22,5,5,"5",2,"Chennai","600063",1,"40000 $",""
"1859",9,5.5,2,7,7,5,7,7,4,2,1971,78,30,5,6,"10",2,"kolkata","700032",0,"1700",""
"1860",9,6.66666666666667,2,8,8,8,8,8,4,2,1982,187,32,1,4,"1",2,"Independe","64058",1,"45000",""
"1861",9,7.5,4,9,9,9,9,9,1,1,1992,187,22,1,6,"11",2,"New Haven","6511",1,"150000",""
"1862",9,5.83333333333333,2,6,6,7,8,8,3,1,1993,78,12,5,3,"30",2,"banglore","560040",1,"10000",""
"1863",9,0.833333333333333,4,1,1,1,1,1,4,2,1961,187,53,4,4,"17",1,"Chicago","60634",1,"70",""
"1864",9,5,3,6,6,6,6,6,6,2,1989,187,25,1,5,"0",2,"new haven","6511",2,"0",""
"1865",9,6,3,7,7,7,8,7,4,2,1995,187,19,1,4,"20",2,"Marion","28752",1,"50,000",""
"1866",9,7.5,3,9,9,9,9,9,4,1,1987,179,10,1,5,"24",2,"kastamonu","37500",1,"35000",""
"1867",9,0.833333333333333,2,1,1,1,1,1,4,1,1990,179,2,1,4,"0",2,"ankara","6882",1,"25000",""
"1868",9,1.83333333333333,2,3,2,2,2,2,4,2,1955,187,59,1,4,"99",1,"TRABUCO C","92679",1,"150000",""
"1869",9,4.33333333333333,3,5,4,5,6,6,4,2,1990,179,5,1,5,"0",2,"Eskisehir","26170",1,"30000",""
"1870",9,7.33333333333333,1,9,9,9,8,9,1,1,1967,84,10,1,6,"30",2,"Pinerolo","10064",1,"45000",""
"1871",9,2.83333333333333,1,2,5,2,4,4,3,1,1974,187,40,1,3,"2",2,"Alvin","77511",1,"50000",""
"1872",9,6.66666666666667,3,8,8,8,8,8,4,1,1978,187,33,3,1,"1",1,"Hartford","6106",1,"60000",""
"1873",9,3.83333333333333,4,5,4,4,6,4,2,2,1981,187,33,1,6,"Many",1,"Columbia","29206",1,"100000",""
"1874",9,5.33333333333333,2,6,7,8,7,4,1,1,1972,187,42,1,6,"21",1,"Oakland","94619",1,"25000",""
"1875",9,3.16666666666667,1,4,4,3,4,4,2,1,1953,187,61,1,6,"21",2,"pittsburg","15237",1,"0",""
"1876",9,1.66666666666667,1,2,2,2,2,2,4,2,1954,7,48,1,5,"12500",1,"Sonora, C","95370",1,"n/a",""
"1877",9,2.33333333333333,4,3,2,4,2,3,2,1,1985,183,25,1,5,"5",1,"Trumbull","6611",1,"85000",""
"1878",9,1.83333333333333,2,3,3,3,1,1,2,2,1951,187,63,1,5,"500",2,"washingto","20007",1,"69000",""
"1879",9,3.83333333333333,1,4,4,6,5,4,4,1,1990,83,10,1,5,"5",2,"tel aviv","50297",1,"60000",""
"1880",9,2.5,4,3,5,2,2,3,6,2,1964,187,50,1,5,"?",2,"Benton","42025",1,"59000",""
"1881",9,7.5,3,9,9,9,9,9,7,1,1968,187,45,1,6,"3300",2,"Killeen","76542",1,"29000",""
"1882",9,1.5,2,3,3,1,1,1,2,2,1960,187,0,1,5,"7",2,"Hubbard","44425",1,"30000",""
"1883",9,1.66666666666667,4,2,2,2,2,2,2,2,1988,187,18,1,4,"1",2,"indy, in","47404",1,"20000",""
"1884",9,4.83333333333333,2,5,6,7,6,5,1,2,1981,187,33,3,6,"100",1,"phila","19123",1,"100000",""
"1885",9,5.83333333333333,3,7,7,7,7,7,4,2,1954,187,60,1,4,"",2,"Mesa","85204",1,"40,000",""
"1886",9,6.83333333333333,2,9,9,9,9,5,6,2,1981,187,33,4,5,"500",2,"Chesterfi","63005",1,"133000",""
"1887",9,4.16666666666667,2,4,5,6,5,5,4,2,0,0,18,2,NA,"",2,"","",1,"",""
"1888",9,2.66666666666667,4,4,3,2,4,3,4,2,1956,85,58,6,5,"8",1,"Niantic","6357",1,"$170,000",""
"1889",9,5.83333333333333,3,7,7,7,7,7,2,2,1952,187,62,1,6,"300",2,"montclair","7043",1,"200000",""
"1890",9,1.5,4,0,2,2,2,3,6,1,1958,187,55,1,6,"10",2,"akron","44685",1,"100000",""
"1891",9,5.16666666666667,4,5,7,7,7,5,3,2,1986,187,28,1,3,"3",2,"Greenvill","29611",1,"20000",""
"1892",9,3.16666666666667,2,5,4,3,3,4,5,1,1967,187,47,1,6,"52",2,"Champaign","61822",1,"210000",""
"1893",9,7.5,3,9,9,9,9,9,4,2,1955,187,59,1,5,"14",1,"","",1,"",""
"1894",9,6.16666666666667,3,8,7,8,7,7,2,2,1990,187,24,NA,6,"20",2,"Tecumseh","49286",1,"70000",""
"1895",9,2.5,4,3,3,3,4,2,4,1,1975,187,39,1,5,"12",2,"pittsburg","15236",1,"65000",""
"1896",9,3.83333333333333,4,5,5,6,2,5,NA,2,1951,187,63,1,3,"100",2,"Austin","55912",1,"25,000",""
"1897",9,6.83333333333333,2,9,9,9,9,5,6,1,1994,187,20,2,4,"21",1,"Savannah","31411",1,"100000",""
"1898",9,5.83333333333333,3,7,9,8,2,9,1,1,1991,187,23,6,6,"many",2,"New Haven","6511",1,"200000",""
"1899",9,3.5,2,6,4,3,4,4,1,2,1991,187,24,1,5,"some",1,"Bozeman","59718",1,"50,000",""
"1900",9,3.5,2,4,5,4,4,4,1,2,1972,187,42,1,5,"20",2,"Monterey","1245",1,"30000",""
"1901",9,4.16666666666667,3,4,5,6,3,7,4,1,1988,111,5,3,3,"20",2,"waukegan","60085",1,"22000",""
"1902",9,3.83333333333333,2,4,6,6,3,4,4,1,1990,187,24,1,3,"0",2,"Everett","98203",1,"21000",""
"1903",9,7.5,3,9,9,9,9,9,4,2,1992,187,22,1,5,"1",1,"Walla Wal","99362",2,"50000",""
"1904",9,4.83333333333333,4,5,6,6,6,6,4,1,1956,187,58,1,6,"no idea",1,"Kansas Ci","64152",1,"79000",""
"1905",9,4.33333333333333,2,5,5,6,5,5,4,2,1982,187,32,1,5,"1",2,"Hagerstow","21742",1,"32000",""
"1906",9,1.5,1,2,2,1,2,2,2,2,1970,187,44,1,3,"1",2,"fox river","60021",1,"32000",""
"1907",9,0.833333333333333,4,1,1,1,1,1,2,2,1977,24,20,1,3,"20",2,"Sao Paulo","01233-000",1,"90,000.00",""
"1908",9,2.83333333333333,1,3,3,3,5,3,3,2,1993,31,18,2,4,"many",2,"Palo Alto","94303",1,"200000",""
"1909",9,2.33333333333333,4,3,4,2,3,2,1,2,1956,187,58,1,4,"?",2,"green bay","54302",1,"19,000",""
"1910",9,1.83333333333333,1,4,3,1,2,1,4,2,1976,187,38,4,6,"7",2,"bridgepor","6606",1,"51000",""
"1911",9,5,3,6,6,6,6,6,2,2,24,187,21,2,6,"",2,"Cambridge","2139",1,"70000",""
"1912",9,3.33333333333333,2,4,4,3,4,5,2,2,1978,187,36,1,4,"6",2,"Pleasant","84062",1,"68,000",""
"1913",9,1.83333333333333,1,3,2,1,2,3,3,2,1979,187,35,NA,NA,"0",0,"Fletcher","28732",1,"22000",""
"1914",9,3.66666666666667,4,4,4,5,5,4,3,1,1993,187,13,1,4,"4",2,"South Ben","46556",1,"50000",""
"1915",9,4.16666666666667,3,5,5,5,5,5,5,2,1994,0,20,1,5,"5",2,"new haven","",1,"",""
"1916",9,5.16666666666667,4,8,8,3,7,5,6,2,1994,187,20,2,5,"3",2,"Champaign","61820",1,"80,000",""
"1917",9,1.83333333333333,4,3,3,2,1,2,6,2,1982,187,32,4,5,"0",2,"SAN PABLO","94806",2,"240000",""
"1918",9,7,3,7,9,9,9,8,6,1,1973,187,38,6,3,"6",2,"Renton","98056",1,"75000",""
"1919",9,3.16666666666667,1,4,4,3,4,4,5,2,1988,187,26,1,5,"1",2,"Palm Bay","32907",2,"55000",""
"1920",9,7.5,3,9,9,9,9,9,NA,2,1985,187,29,1,4,"0",2,"Southside","35907",1,"35000",""
"1921",9,3.33333333333333,2,4,5,3,4,4,4,1,1977,187,37,1,5,"20",2,"Scottsdal","Arizona",1,"75000",""
"1922",9,6.5,2,8,8,8,8,7,5,2,1953,187,61,1,5,"5",2,"RIVER VAL","7675",1,"90,000",""
"1923",9,6,4,8,8,8,8,4,3,2,1994,187,20,1,6,"0",2,"New Haven","6520",1,"n/a",""
"1924",9,0.833333333333333,4,1,1,1,1,1,4,2,1989,53,25,1,5,"1",2,"Alexandri","Alexandri",1,"100000",""
"1925",9,2.83333333333333,1,4,4,2,3,4,2,2,1980,187,34,2,6,"100",2,"Boston MA","2215",1,"90000",""
"1926",9,7.5,3,9,9,9,9,9,2,2,1989,191,20,3,4,"20+",2,"New Haven","6511",1,"120000",""
"1927",9,3.33333333333333,1,4,4,4,4,4,2,1,1982,187,0,1,6,"Don't know",2,"Lubbock","79424",1,"85000",""
"1928",9,2.16666666666667,2,4,3,1,4,1,4,2,1983,187,31,1,5,"100",2,"N/A","N/A",1,"N/A",""
"1929",9,4.16666666666667,2,5,5,5,5,5,4,2,1948,187,65,1,5,"24",2,"Santa Ros","95403",1,"17000",""
"1930",9,0.833333333333333,4,1,1,1,1,1,7,2,1989,187,26,1,4,"0",2,"Lewiston,","4240",1,"0",""
"1931",9,7.5,3,9,9,9,9,9,4,2,1982,187,32,1,5,"0",2,"New Castl","19720",1,"100000",""
"1932",9,2.83333333333333,1,5,3,1,3,5,4,2,1968,187,46,1,4,"6",2,"taylor","48180",1,"0",""
"1933",9,3.16666666666667,1,4,4,3,5,3,3,2,1959,187,55,1,5,"10000",1,"Cedar Cit","UT",1,"35000",""
"1934",9,3.5,4,4,3,5,3,6,2,1,1989,187,25,6,5,"12",2,"Harrisonb","22801",1,"20000",""
"1935",9,1.66666666666667,1,2,2,2,2,2,5,2,1970,187,44,1,5,"10",2,"Fall Rive","53932",1,"100,000",""
"1936",9,2.5,1,3,3,3,3,3,4,2,1993,187,1993,2,4,"9",1,"Coopersbu","18036",1,"200000",""
"1937",9,4.16666666666667,1,5,5,5,5,5,4,2,1979,136,34,2,6,"5",2,"Laguna","4023",1,"20000",""
"1938",9,5.16666666666667,3,6,7,7,5,6,2,2,1983,187,31,1,3,"100",2,"boswell","15531",1,"27000",""
"1939",9,7.5,3,9,9,9,9,9,4,1,1967,187,47,4,4,"1",1,"Athens","30607",1,"60000",""
"1940",9,5,2,6,6,7,7,4,3,2,1984,187,30,1,3,"10",1,"Raleigh","27514",1,"45000",""
"1941",9,5.5,4,8,8,8,5,4,1,2,1987,187,27,4,6,"6",2,"fitchburg","1420",1,"67000",""
"1942",9,2.5,1,3,3,2,4,3,2,2,1983,187,31,6,3,"0",2,"Mount Ver","10553",1,"45000",""
"1943",9,2,4,4,3,3,1,1,4,1,1994,187,20,1,4,"0",2,"Deer Park","77536",2,"100000",""
"1944",9,5.66666666666667,2,6,6,8,7,7,NA,0,0,0,0,NA,NA,"",NA,"","",NA,"",""
"1945",11,4.16666666666667,2,5,5,5,5,5,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1946",11,1,2,1,1,2,1,1,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1947",11,4.5,1,3,6,6,6,6,6,1,1999,161,15,1,5,"0",2,"Cape Town","1000",1,"",""
"1948",11,5.83333333333333,2,5,6,7,8,9,3,1,1997,101,12,1,5,"0",2,"Luxembourg","1461",1,"",""
"1949",11,1.66666666666667,2,2,2,3,2,1,2,2,1983,162,31,2,3,"0",2,"Woodbury","55129",1,"250000",""
"1950",11,4.5,1,3,7,7,5,5,2,1,1991,187,24,1,5,"0",2,"Ann Arbor","48109",1,"$40,000",""
"1951",11,3.66666666666667,1,3,2,4,6,7,1,1,1996,78,16,5,5,"0",2,"Indianapolis","46239",1,"80,000",""
"1952",11,4.16666666666667,1,5,5,5,5,5,4,2,1952,187,63,1,6,"0",2,"Bellingham","2019",1,"135,000.00",""
"1953",11,5.66666666666667,3,6,6,6,7,9,4,1,1997,187,18,4,4,"0",2,"Bethlehem","18017",1,"",""
"1954",11,4,1,4,4,6,6,4,6,1,1998,187,16,2,6,"3",2,"Boston","2108",2,"$75,000",""
"1955",11,4.33333333333333,1,5,5,5,6,5,NA,1,0,187,16,NA,NA,"0",2,"","",0,"",""
"1956",11,5,2,7,6,4,6,7,2,2,1999,31,16,5,5,"0",2,"Mississauga","L3Z3X1",1,"100,000",""
"1957",11,3.83333333333333,1,3,3,5,5,7,1,1,1989,187,26,1,6,"10",2,"Washington","20008",2,"800000",""
"1958",11,1.66666666666667,1,2,2,2,2,2,3,1,1996,65,9,1,5,"1",2,"","",2,"",""
"1959",11,4,2,5,5,5,5,4,2,2,1979,187,35,1,4,"0",2,"Fort Worth","76107",1,"24000",""
"1960",11,4.33333333333333,3,9,5,3,2,7,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1961",11,4.5,2,6,6,7,5,3,2,0,1979,122,30,1,5,"8",2,"Graz","8410",1,"95000",""
"1962",11,7.5,3,9,9,9,9,9,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1963",11,3.33333333333333,4,3,4,5,5,3,5,2,2001,31,13,2,5,"0",2,"Burnaby","V5B 2X7",1,"not sure",""
"1964",11,2.33333333333333,4,4,1,5,1,3,2,2,1997,84,17,1,3,"2",2,"Monza","20900",1,"60000",""
"1965",11,2.66666666666667,4,3,6,3,2,2,6,1,1974,187,36,3,4,"0",2,"Kissimmee","34759",1,"40000",""
"1966",11,6.83333333333333,4,8,8,9,8,8,4,2,1990,187,25,1,5,"6",2,"Holt","48842",2,"18,000",""
"1967",11,6.33333333333333,3,6,8,8,8,8,3,2,1976,187,38,1,4,"not sure, not many",2,"Seattle","98146",1,"$150,000",""
"1968",11,5.5,4,8,8,4,5,8,4,1,1980,130,31,5,5,"1",2,"Dubai","",1,"200000",""
"1969",11,4.16666666666667,4,5,5,5,5,5,1,2,1966,31,48,1,4,"2",2,"Victoria","V8Z 1N4",1,"75000",""
"1970",11,5.16666666666667,3,7,6,7,5,6,4,1,1986,80,18,2,2,"10",2,"shiraz","",1,"2000",""
"1971",11,3.66666666666667,1,1,5,4,7,5,1,2,1972,187,43,1,6,"1",1,"Singapore","129792",2,"100,000",""
"1972",11,6.66666666666667,3,8,8,9,8,7,4,2,1977,187,38,1,4,"25",1,"Ny","10804",1,"90,000",""
"1973",11,2.83333333333333,4,4,4,2,4,3,3,1,1997,187,18,1,6,"0",2,"","",1,"",""
"1974",11,2.5,4,3,3,3,3,3,3,2,1992,187,23,2,5,"7",2,"","",1,"55000",""
