"","datacollection","condition","cold_moral","new_benefitsoc","new_mrlcontr","new_mrlpraisew","new_actmrlcont","cold_traits","new_traits_1","new_traits_2","new_traits_3","new_traits_4","pltclideo","gender","yearbirth","countrybir","expeng","ethnicity","parented","bfrres","bfrthese","citytown","postalcode","honest","faminc","mturkhowm"
"1491",8,0,2.75,2,3,4,2,4.5,4,5,4,5,NA,2,1990,61,24,NA,6,"7",2,"berlin","10405",1,"20000",""
"1492",8,0,4,4,4,4,4,4,4,4,4,4,NA,1,1991,61,24,NA,6,"10",2,"Paris","75020",1,"",""
"1493",8,0,1,1,1,1,1,4.25,5,4,4,4,NA,2,1993,61,21,NA,5,"11",1,"Paris","75116",1,"30000",""
"1494",8,0,1,1,1,1,1,4.5,6,4,4,4,NA,1,1994,61,20,NA,5,"3",2,"malakoff","92240",1,"30000",""
"1495",8,1,3,2,2,4,4,4,4,4,4,4,NA,1,1994,61,21,NA,4,"3",2,"le pre saint gervais","93310",1,"23433",""
"1496",8,0,1.75,1,2,3,1,5,4,5,4,7,NA,2,1993,61,22,NA,NA,"6",1,"Paris","75015",1,"22000",""
"1497",8,1,1.75,3,2,1,1,4.25,4,5,4,4,NA,1,1993,61,21,NA,6,"6",2,"PARIS","75014",1,"33000",""
"1498",8,1,2.5,1,3,3,3,4.75,7,5,4,3,NA,2,1996,116,12,NA,2,"4",2,"Juvisy sur Orge","91260",1,"24587",""
"1499",8,0,1,1,1,1,1,4.75,4,7,4,4,NA,2,1990,3,21,NA,4,"30",2,"paris","75003",1,"25000",""
"1500",8,1,1,1,1,1,1,4,3,4,4,5,NA,2,1989,3,15,NA,6,"15",2,"nanterre","92000",1,"10000",""
"1501",8,0,4,1,5,5,5,3.5,2,4,4,4,NA,1,1994,61,21,NA,3,"20",2,"Eoinay sur seine","93800",2,"30000",""
"1502",8,1,2.25,4,1,3,1,4.25,6,5,3,3,NA,2,1994,61,21,NA,6,"8",2,"Bobigny","93000",1,"20000",""
"1503",8,0,1,1,1,1,1,4.5,4,5,4,5,NA,2,1984,61,30,NA,3,"20",2,"ST CYR L ECOLE","78210",1,"40000",""
"1504",8,0,3.5,3,3,4,4,3,1,4,4,3,NA,1,1990,61,25,NA,3,"0",2,"Paris","75013",1,"35000",""
"1505",8,1,3.5,3,3,4,4,4,4,4,4,4,NA,1,1993,61,0,NA,6,"4",2,"PARIS","75014",1,"40000",""
"1506",8,0,1,1,1,1,1,4.25,4,5,4,4,NA,1,1994,61,20,NA,4,"Une dizaine",2,"Paris","75017",1,"0",""
"1507",8,0,2,4,2,1,1,5.25,6,5,6,4,NA,1,1994,61,21,NA,3,"3",2,"Vincennes","94300",1,"3000",""
"1508",8,0,1.75,1,4,1,1,5.25,6,6,5,4,NA,1,1990,61,24,NA,4,"Quelques dizaines",2,"Paris","75014",1,"Aucune idee",""
"1509",8,1,4.5,4,6,6,2,4,2,4,4,6,NA,2,1993,192,16,NA,5,"0",2,"Villeurbanne","69100",1,"~ 16000",""
"1510",8,0,1,1,1,1,1,5.75,7,7,4,5,NA,2,1993,61,21,NA,2,"2",2,"Vitry sur seine","94400",1,"0",""
"1511",8,0,3,1,1,5,5,5.25,6,5,6,4,NA,2,1992,61,22,NA,2,">20",2,"Saint Denis","93200",1,"Ne sais pas (Vis",""
"1512",8,1,3,1,4,3,4,4.25,5,4,4,4,NA,1,1995,61,20,NA,3,"20",2,"Paris","75005",1,"55 000",""
"1513",8,1,1,1,1,1,1,4,4,4,4,4,NA,2,1991,61,24,NA,4,"10",2,"Paris","75005",1,"25 000",""
"1514",8,0,3,3,4,3,2,5,6,6,4,4,NA,2,25,61,25,NA,5,"10",2,"Paris","75014",1,"10000",""
"1515",8,0,3.5,2,5,3,4,4.25,4,5,3,5,NA,1,27,61,24,NA,5,"12",2,"PARIS","75020",1,"15000",""
"1516",8,1,1,1,1,1,1,6.5,7,6,6,7,NA,2,27,61,27,NA,3,"8",1,"Paris","75001",1,"20000",""
"1517",8,1,1.25,1,1,2,1,3.5,4,2,4,4,NA,2,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"1518",8,0,1,1,1,1,1,3.75,2,6,4,3,NA,2,1995,61,19,NA,5,"Une dizaine",2,"Paris","",1,"",""
"1519",8,0,1.75,1,2,2,2,5.25,6,5,4,6,NA,2,1992,61,22,NA,3,"3",2,"Ivry sur Seine","94200",2,"16800",""
"1520",8,0,1,1,1,1,1,1,1,1,1,1,NA,2,1991,61,23,NA,6,"30",1,"Paris","75010",1,"",""
"1521",8,1,2,2,2,2,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"1522",8,1,6.25,6,6,6,7,3.75,4,5,4,2,NA,1,1996,61,18,NA,4,"1",2,"paris","75017",1,"9800",""
"1523",8,1,4,4,4,4,4,6.25,7,6,6,6,NA,2,1990,61,25,NA,6,"7",2,"Paris","75014",1,"non concerne",""
"1524",8,0,4.25,2,4,7,4,3.75,2,4,4,5,NA,2,1990,61,24,NA,3,"6",2,"Orsay","91400",1,"25000",""
"1525",8,0,1,1,1,1,1,4.75,5,5,5,4,NA,2,1991,61,23,NA,4,"5",2,"Paris","75013",1,"6000",""
"1526",8,1,3,3,3,3,3,4.75,6,4,4,5,NA,2,1991,61,24,NA,6,"beaucoup",2,"Courbevoie","92400",1,"?",""
"1527",8,1,1,1,1,1,1,3.25,2,3,4,4,NA,2,1995,61,19,NA,5,"20",2,"Orsay","91400",1,"50000",""
"1528",8,0,1.75,2,1,2,2,4.25,4,4,4,5,NA,1,1994,61,21,NA,6,"6",2,"Paris","75017",1,"40000",""
"1529",8,1,1,1,1,1,1,4,4,4,4,4,NA,2,1990,61,23,NA,1,"20",1,"Argenteuil","95100",1,"22000",""
"1530",8,0,3,3,3,3,3,4,4,4,4,4,NA,2,1991,61,23,NA,5,"2",2,"paris","75018",1,"45000",""
"1531",8,0,1,1,1,1,1,4,4,4,4,4,NA,2,1992,61,23,NA,3,"4",2,"Beauvais","60000",1,"18000",""
"1532",8,1,1,1,1,1,1,4.25,4,5,4,4,NA,2,1993,61,20,NA,6,"4",2,"Paris","75016",1,"",""
"1533",8,0,2.5,2,3,3,2,5.5,5,6,5,6,NA,2,1995,10,17,NA,3,"12",2,"L'haa les roses","94240",2,"24000",""
"1534",8,1,1,1,1,1,1,2.75,4,4,2,1,NA,1,1996,61,0,NA,3,"0",2,"paris","75017",1,"",""
"1535",8,1,4.5,3,7,4,4,4,4,4,4,4,NA,2,1991,61,24,NA,4,"4",2,"Gentilly","94250",1,"0",""
"1536",8,0,1.75,1,1,4,1,6.5,7,7,5,7,NA,2,1990,61,25,NA,6,"4",1,"clamart","92140",1,"27000",""
"1537",8,1,3.25,1,4,4,4,4.25,5,4,4,4,NA,2,1992,35,0,NA,6,"7",1,"Paris","75013",1,"8909 euros",""
"1538",8,1,2.75,2,3,3,3,4.75,5,6,4,4,NA,2,1990,61,24,NA,4,"2",2,"paris","75008",1,"30 000",""
"1539",8,0,2.75,2,2,3,4,4.5,5,5,4,4,NA,2,1993,61,21,NA,3,"102",2,"Epinay-sur-seine","93800",1,"24000",""
"1540",8,0,3.5,1,7,5,1,5.5,7,7,4,4,NA,1,1990,61,24,NA,5,"6",1,"paris","75020",1,"20000",""
"1541",8,0,2.25,1,1,5,2,6,6,6,6,6,NA,2,1995,61,19,NA,5,"0",2,"yerres","91330",1,"50000",""
"1542",8,0,2.25,3,1,4,1,4.5,7,4,4,3,NA,2,1984,61,31,NA,6,"beaucoup",1,"valence","26000",1,"22000",""
"1543",8,1,3,3,3,3,3,4.25,4,4,5,4,NA,2,1990,3,24,NA,6,"20",2,"paris","77630",1,"50000",""
"1544",8,1,3,2,5,2,3,6.25,7,6,6,6,NA,1,22,61,20,NA,1,"20",2,"Vitry-sur-Seine","94400",1,"25000",""
"1545",8,0,1,1,1,1,1,5,5,6,4,5,NA,2,1993,61,21,NA,6,"9",2,"PARIS","75013",1,"",""
"1546",8,1,4,4,4,4,4,4,4,4,4,4,NA,2,1991,61,24,NA,6,"au moins 12",2,"Paris","75015",1,"?",""
"1547",8,1,1,1,1,1,1,2.5,1,4,4,1,NA,2,1986,196,15,NA,4,"",1,"Sevran","93270",1,"",""
"1548",8,0,1,1,1,1,1,4,4,4,4,4,NA,2,1991,61,0,NA,5,"30 ?",2,"Paris","75006",1,"80 000",""
"1549",8,1,1.25,1,1,2,1,5.25,7,6,4,4,NA,2,1993,61,22,NA,4,"30",2,"Istanbul","34200",1,"30 ppp",""
"1550",8,0,1,1,1,1,1,3.5,3,4,4,3,NA,1,1991,61,24,NA,6,"4",2,"garges-les-gonesse","95140",1,"23000",""
"1551",8,1,1.75,1,4,1,1,3.75,4,6,3,2,NA,2,1996,61,18,NA,6,"2",2,"Paris","75116",1,"",""
"1552",8,0,1,1,1,1,1,4.25,5,5,4,3,NA,2,1995,61,19,NA,6,"2",2,"Paris","75017",1,"?",""
"1553",8,1,1.5,1,1,2,2,3.25,4,3,4,2,NA,2,21,61,21,NA,3,"beaucoup",2,"villejuif","94800",1,"< 20000e",""
"1554",8,1,1,1,1,1,1,4,4,4,4,4,NA,2,1995,61,20,NA,6,"11",2,"Paris","75020",1,"80000",""
"1555",8,1,5.5,7,6,4,5,7,7,7,7,7,NA,2,1992,61,22,NA,5,"1",2,"Vincennes","94300",1,"1600",""
"1556",8,0,4,1,7,7,1,6.25,7,7,4,7,NA,2,1992,61,0,NA,3,"0",2,"SAINT DENIS","93200",1,"6000",""
"1557",8,0,1,1,1,1,1,3.75,4,4,4,3,NA,1,1992,61,22,NA,2,"Grand nombre",2,"Cachan","94230",1,"33000",""
"1558",8,1,1,1,1,1,1,5.25,7,4,4,6,NA,1,1995,3,15,NA,6,"10",2,"Vitry Sur Seine","94400",1,"35000",""
"1559",8,0,2.5,1,3,3,3,4,4,4,4,4,NA,2,1991,61,23,NA,6,"15-20",2,"Paris","75018",1,"50 000",""
"1560",8,0,2.5,1,1,5,3,4,3,5,5,3,NA,2,1994,61,19,NA,6,"6",2,"Le Perreux sur Marne","94170",1,"100000",""
"1561",8,1,3.25,2,4,4,3,4,4,4,4,4,NA,2,1987,61,27,NA,6,"15",2,"vincennes","94300",1,"2400",""
"1562",8,1,3,1,1,6,4,4,7,4,4,1,NA,2,1995,61,20,NA,6,"03-Apr",2,"VLG","9180",2,"ne sait pas",""
"1563",8,0,1.75,1,1,3,2,3.25,3,3,4,3,NA,1,1993,61,22,NA,4,"21",2,"paris","75019",1,"60000",""
"1564",8,1,1,1,1,1,1,4,4,4,4,4,NA,2,1994,61,20,NA,5,"Plusieurs",2,"Montrouge","92120",1,"aucune idee",""
"1565",8,1,3.5,1,5,4,4,4.5,6,4,4,4,NA,2,1993,61,20,NA,6,"6 ou 7",1,"st denis","93450",1,"",""
"1566",8,1,1.75,1,2,2,2,3.5,4,2,4,4,NA,1,1991,61,24,NA,2,"7",2,"Paris","75016",1,"37000",""
"1567",8,1,6,3,7,7,7,5.5,6,5,5,6,NA,2,1991,61,23,NA,3,"20",2,"athis-Mons","91200",1,"ne sais pas",""
"1568",8,1,1,1,1,1,1,5.5,7,4,4,7,NA,2,1987,NA,28,NA,6,"11",1,"","",1,"",""
"1569",8,0,1,1,1,1,1,4.25,5,4,4,4,NA,2,1992,61,22,NA,6,"+ de 20.",2,"Paris","75003",1,"24000",""
"1570",8,0,2.75,1,5,2,3,5.5,2,7,6,7,NA,1,1991,61,23,NA,6,"4",2,"Meudon","92190",1,"40000",""
"1571",8,1,1,1,1,1,1,3.5,4,4,2,4,NA,1,1993,61,21,NA,6,"3",2,"Paris","75003",1,"24000",""
"1572",8,1,5,2,6,6,6,5.25,7,6,4,4,NA,2,1990,61,25,NA,6,"8",2,"Paris","75014",1,"42 000",""
"1573",8,0,1,1,1,1,1,5.25,7,4,3,7,NA,1,1991,178,20,NA,2,"20",2,"ALFORTVILLE","94140",1,"JE NE SAIS PAS",""
"1574",8,1,1.25,1,1,2,1,5,7,5,4,4,NA,2,1993,27,21,NA,6,"5",2,"VITRY","94400",1,"25000",""
"1575",8,0,2,1,2,3,2,4,4,4,4,4,NA,2,1996,61,NA,NA,NA,"",2,"","",1,"",""
"1576",8,0,4,1,7,4,4,6,7,7,4,6,NA,1,1990,61,0,NA,4,"+ de 30",2,"Paris","75",1,"25000",""
"1577",8,1,3.25,2,3,5,3,5,6,4,5,5,NA,1,1995,61,19,NA,3,"2",2,"DRAVEIL","91210",1,"19000euros",""
"1578",8,0,4,1,7,7,1,4.25,4,5,4,4,NA,2,1994,61,21,NA,6,"14",2,"Malakoff","92240",1,"24 000",""
"1579",8,0,1,1,1,1,1,3,4,3,4,1,NA,2,1993,61,22,NA,6,"30",2,"Paris","75018",1,"",""
"1580",8,1,1,1,1,1,1,4.25,4,5,4,4,NA,1,1992,61,22,NA,4,"5",2,"Yerres","91330",1,"50000",""
"1581",8,1,7,7,7,7,7,1.25,1,1,1,2,NA,1,1995,61,19,NA,6,"1",2,"SOUTHAMPTON","SO14 6U",1,"1000",""
"1582",8,1,3,2,4,3,3,4.75,4,5,5,5,NA,2,1988,61,26,NA,6,"2",2,"pantin","93500",1,"115000",""
"1583",8,0,3,4,1,6,1,5.5,7,7,7,1,NA,1,1989,61,25,NA,6,"",NA,"","",NA,"",""
"1584",8,0,2.5,2,2,2,4,3.5,4,2,4,4,NA,2,1992,61,23,NA,5,"5",2,"Paris","75015",1,"",""
"1585",8,0,5.25,5,4,7,5,6,7,5,5,7,NA,2,25,61,25,NA,4,"",2,"ASNIERES","92600",1,"10000",""
"1586",8,1,3.75,1,6,5,3,5.5,5,7,6,4,NA,2,1994,61,20,NA,4,"7",1,"Ivry sur Seine","94200",1,"22500 euros",""
"1587",8,0,3.5,1,5,5,3,5.75,6,5,6,6,NA,2,1988,61,0,NA,4,"",2,"Montgeron","91230",1,"35 000",""
"1588",8,1,1.5,1,1,3,1,4.75,6,5,4,4,NA,1,1988,169,26,NA,5,"3",2,"Lausanne","1024",1,"2000",""
"1589",8,1,2,2,2,2,2,5,5,5,5,5,NA,1,1994,61,20,NA,3,"9",1,"Bouloge-Billancourt","92100",1,"30000",""
"1590",8,0,1.75,1,2,2,2,5,6,6,4,4,NA,2,1992,61,23,NA,3,"6",2,"PARIS","75018",1,"16800 euros",""
"1591",8,1,1.75,1,1,3,2,2.75,4,4,2,1,NA,2,1996,61,19,NA,5,"2",2,"paris","75003",1,"50 000",""
"1592",8,0,3.25,3,3,5,2,4,4,4,4,4,NA,2,1987,61,27,NA,3,"",2,"Alfortville","94140",1,"53000",""
"1593",8,1,1,1,1,1,1,4,4,4,4,4,NA,2,1994,61,21,NA,3,"5",2,"Maisons-Laffitte","78600",1,"29000",""
"1594",8,0,1,1,1,1,1,4.75,5,5,5,4,NA,2,1991,61,23,NA,6,"10",2,"PARIS","75014",1,"6000",""
"1595",8,1,1,1,1,1,1,4,4,4,4,4,NA,1,1986,61,28,NA,3,"5",2,"Paris","75019",1,"11000",""
"1596",8,0,2,2,2,2,2,4.25,4,5,4,4,NA,2,1994,61,21,NA,3,"2",2,"paris","75019",1,"20000",""
"1597",8,1,5.25,4,6,6,5,3.75,3,3,4,5,NA,1,1992,61,23,NA,5,"10",2,"Eaubonne","95600",2,"13256.688",""
"1598",8,1,2,2,2,2,2,4,4,4,4,4,NA,1,1994,61,21,NA,NA,"",NA,"Vandoeuvre-las-Nancy","54500",1,"",""
"1599",8,1,1,1,1,1,1,4,4,4,4,4,NA,2,1992,61,22,NA,5,"10",2,"Paris","75012",1,"35 000",""
"1600",8,0,1,1,1,1,1,3.75,4,4,3,4,NA,1,1992,61,0,NA,5,"une dizaine",2,"paris","75011",1,"70000 euros",""
"1601",8,1,1,1,1,1,1,3,2,4,4,2,NA,2,1992,178,16,NA,3,"plusieurs",2,"Palaiseau","91120",1,"5000",""
"1602",8,0,2.75,2,2,5,2,4,3,4,4,5,NA,2,1993,61,21,NA,4,"1",2,"Clamart","92140",1,"20 000",""
"1603",8,1,1,1,1,1,1,4.5,5,5,4,4,NA,2,1993,61,22,NA,6,"12",2,"CACHAN","94230",1,"50 000",""
"1604",8,0,1,1,1,1,1,4.75,5,5,5,4,NA,2,1992,61,23,NA,3,"15",2,"villejuif","94800",1,"2400",""
"1605",8,0,6.25,6,6,7,6,7,7,7,7,7,NA,2,24,61,24,NA,5,"",2,"ASNIERES","92600",1,"18000",""
"1606",8,1,2.25,1,2,4,2,4,4,4,4,4,NA,2,1990,61,24,NA,3,"1",2,"Paris","75014",1,"40000",""
"1607",8,1,1.75,1,2,3,1,4.5,6,4,4,4,NA,2,1995,61,19,NA,3,"07-Aug",2,"vitry sur seine","94400",1,"11000",""
"1608",8,0,1,1,1,1,1,4,4,4,4,4,NA,2,1993,61,21,NA,5,"10",2,"Bagneux","92220",1,"70000",""
"1609",8,1,2.5,1,1,4,4,4,4,4,4,4,NA,2,1993,61,21,NA,3,"une dizaine",2,"Sartrouville","78500",1,"27000",""
"1610",8,1,1,1,1,1,1,4.25,4,5,4,4,NA,1,1990,3,20,NA,3,"5",2,"PARIS","75020",1,"15000",""
"1611",8,1,3.5,7,1,4,2,4.75,4,7,4,4,NA,2,1991,61,0,NA,4,"environ 15",2,"argenteuil","95100",1,"1000",""
"1612",8,0,3.25,3,3,4,3,4.75,6,5,4,4,NA,2,1995,61,19,NA,3,"14",2,"Eragny","95610",1,"8000",""
"1613",8,1,3.5,3,3,5,3,5.5,7,5,5,5,NA,2,1995,61,19,NA,3,"6",2,"villiers le bel","95400",1,"50000",""
"1614",8,0,1,1,1,1,1,4.5,4,6,4,4,NA,2,1986,61,28,NA,6,"0",2,"Paris","",1,"",""
"1615",8,1,7,7,7,7,7,6.75,7,7,6,7,NA,2,1988,61,26,NA,3,"",2,"PARIS","75001",1,"20000",""
"1616",8,0,2,2,2,2,2,5.25,5,6,6,4,NA,1,1990,3,2,NA,3,"20",2,"Paris","75017",1,"10000",""
"1617",8,1,3.25,3,3,4,3,4.75,5,6,4,4,NA,2,1990,61,24,NA,4,"2",2,"paris","75008",1,"30 000",""
"1618",8,1,3.25,3,3,4,3,4,4,4,4,4,NA,2,23,61,23,NA,3,"10",2,"Le Kremlin-Bicatre","94270",1,"30000",""
"1619",8,1,1,1,1,1,1,5.5,7,4,4,7,NA,2,1994,3,20,NA,5,"3",1,"Paris","75011",1,"25000",""
"1620",8,0,1.75,1,1,4,1,4.25,4,5,4,4,NA,2,1990,61,25,NA,6,"7",1,"Paris","75013",1,"?",""
"1621",8,0,4.25,6,4,3,4,3,1,6,4,1,NA,1,1987,116,20,NA,NA,"7",2,"saitn-ouen","93400",2,"",""
"1622",8,1,2,2,2,2,2,4.25,4,6,3,4,NA,2,1994,61,20,NA,3,"10",2,"Montigny les cormeilles","95370",1,"40000",""
"1623",8,0,2.75,2,2,4,3,4,4,4,4,4,NA,2,1995,61,19,NA,4,"5 ou 6",2,"Paris","75000",1,"",""
"1624",8,1,1.75,1,1,1,4,4,4,4,4,4,NA,1,1995,61,0,NA,6,"8",1,"Fontenay Sous Bois","94120",1,"70000 euros nets",""
"1625",8,0,1,1,1,1,1,4,4,4,4,4,NA,2,1992,94,20,NA,6,"3",2,"paris","75020",1,"34000",""
"1626",8,1,1,1,1,1,1,5.5,7,7,4,4,NA,1,1986,61,28,NA,6,"1",1,"paris","75",1,"50000",""
"1627",8,0,2.5,2,2,2,4,4.25,4,5,4,4,NA,2,1995,61,19,NA,3,"3",2,"lognes","77184",1,"35000",""
"1628",8,0,2.75,3,2,4,2,5,5,6,4,5,NA,2,1991,61,23,NA,3,"4",2,"Monthureux le sec","88800",1,"28000",""
"1629",8,0,1,1,1,1,1,4,4,4,4,4,NA,1,1995,61,20,NA,6,"120",2,"Paris","75006",1,"20000",""
"1630",8,1,1,1,1,1,1,4,4,4,4,4,NA,1,1991,61,23,NA,3,"1",2,"trappes","78190",1,"",""
"1631",8,1,6.25,7,7,8,3,3.25,2,3,4,4,NA,2,1992,61,22,NA,5,"8",2,"PARIS","75014",1,"60000",""
"1632",8,1,1,1,1,1,1,4,4,4,4,4,NA,2,1990,3,0,NA,6,"beaucoup",2,"LE KREMLIN BICETRE","94270",1,"72000 euros",""
"1633",8,1,3.5,1,5,3,5,4,4,4,4,4,NA,1,1987,61,28,NA,3,"26",2,"vanves","92170",1,"20000",""
"1634",8,0,5.25,5,6,6,4,4.25,5,4,4,4,NA,2,1992,61,22,NA,6,"10",2,"Paris","75005",1,"50000",""
"1635",8,1,1.75,1,2,2,2,4.5,5,4,5,4,NA,1,29,61,29,NA,5,"12",1,"Paris","75018",1,"11000",""
"1636",8,1,2.25,2,2,2,3,4,6,4,4,2,NA,2,1993,61,21,NA,6,"1",2,"","",1,"",""
"1637",8,0,1,1,1,1,1,4.75,7,7,4,1,NA,2,1995,61,20,NA,5,"2",2,"Paris","75006",1,"48000",""
"1638",8,0,4,4,4,4,4,5.75,7,7,5,4,NA,2,1996,61,18,NA,3,"0",2,"","",1,"15000 euros",""
"1639",8,0,1.75,1,2,2,2,4,4,4,4,4,NA,2,1991,61,24,NA,3,"une dizaine",2,"Paris","75006",1,"12 000 euros",""
"1640",8,0,2,1,1,3,3,4,4,4,4,4,NA,2,1986,61,28,NA,5,"40",2,"Vanves","92170",1,"15000",""
"1641",8,0,1,1,1,1,1,4.5,5,5,4,4,NA,2,1994,61,21,NA,6,"5",1,"cachan","94230",1,"100000",""
"1642",8,1,1,1,1,1,1,4,4,4,4,4,NA,2,1987,61,27,NA,3,"7",2,"champigny","94500",2,"12000",""
"1643",8,0,1.5,1,3,1,1,4,4,4,4,4,NA,2,1994,61,21,NA,4,"21",2,"PARIS","75014",1,"25000",""
"1644",8,0,2,2,1,4,1,4,4,2,4,6,NA,1,1995,61,19,NA,6,"",2,"","",1,"",""
"1645",8,0,2.25,3,3,1,2,3.25,2,6,4,1,NA,2,1991,NA,24,NA,4,"5",2,"sarcelles","95200",1,"30000",""
"1646",8,1,1.25,1,1,2,1,4.25,4,5,4,4,NA,1,1994,61,20,NA,3,"0",2,"Bobigny","93000",1,"25000",""
"1647",8,1,1,1,1,1,1,4.5,5,5,4,4,NA,2,1993,61,22,NA,6,"1",2,"Paris","75016",1,"",""
"1648",8,0,2.75,1,2,4,4,5,6,5,4,5,NA,2,1990,61,24,NA,5,"6",2,"PARIS","75018",1,"21000",""
"1649",8,1,3.75,3,3,6,3,5,6,3,4,7,NA,1,1992,61,22,NA,3,"1",2,"boissy saint leger","94470",1,"24000",""
"1650",8,1,1.5,3,1,1,1,3.5,4,4,4,2,NA,1,1988,61,25,NA,3,"10",2,"paris","75014",1,"60000",""
"1651",8,1,4.25,2,2,7,6,7,7,7,7,7,NA,2,1989,61,26,NA,5,"Une trentaine",2,"Cernay la ville","78720",1,"36000",""
"1652",8,0,5.5,1,7,7,7,6.25,7,7,4,7,NA,1,1994,61,21,NA,4,"Plusieurs",2,"Fresnes","94260",1,"NSP",""
"1653",8,0,1.5,1,2,2,1,6,7,5,5,7,NA,2,1990,61,25,NA,5,"3",2,"Cergy","95000",1,"",""
"1654",8,1,4,4,4,4,4,5,5,5,5,5,NA,1,1992,102,22,NA,4,"11",1,"CONFLANS SAINT-HONORINE","78700",1,"18000 euros",""
"1655",8,1,2.5,2,2,4,2,4,6,4,4,2,NA,2,1995,61,0,NA,6,"7",2,"Paris","75011",1,"144000",""
"1656",8,1,1.75,1,2,2,2,6,6,6,6,6,NA,2,1990,61,25,NA,6,"10",2,"COURBEVOIE","92400",1,"30000",""
"1657",8,1,1,1,1,1,1,4,4,4,4,4,NA,2,1993,61,21,NA,6,"15",2,"Paris","75015",1,"60000",""
"1658",8,0,1,1,1,1,1,4,4,4,4,4,NA,2,1990,61,24,NA,3,"10",2,"mery sur oise","95540",1,"12000",""
"1659",8,0,1.5,1,1,3,1,6,7,6,6,5,NA,2,1994,61,20,NA,3,"1",2,"Saint-Denis","93200",2,"2968",""
"1660",8,1,1,1,1,1,1,6.25,7,7,7,4,NA,1,1989,61,26,NA,6,"7",2,"DRANCY","93700",1,"10000",""
"1661",8,1,4.75,5,4,5,5,4,5,4,3,4,NA,2,1994,61,21,NA,3,"0",2,"paris","75019",1,"20000",""
"1662",8,0,4,4,4,4,4,4,3,5,5,3,NA,1,1990,61,25,NA,6,"50",2,"cachan","94230",1,"5000euros",""
"1663",8,0,1,1,1,1,1,4,4,4,4,4,NA,2,1993,61,22,NA,3,"9",2,"pantin","93500",1,"26000",""
"1664",8,1,2,1,1,4,2,5,4,5,4,7,NA,1,1990,178,20,NA,6,"10",2,"Paris","75014",NA,"4000",""
"1665",8,1,1,1,1,1,1,4.25,5,4,4,4,NA,1,1988,178,0,NA,6,"Plusieurs",2,"Drancy","93700",1,"2000 euros",""
"1666",8,1,3.75,1,3,6,5,6,6,6,6,6,NA,2,1993,61,21,NA,5,"7",2,"Gambais","78950",1,"60 000",""
"1667",8,1,2.5,1,2,4,3,6.5,6,6,7,7,NA,2,1994,61,20,NA,6,"5",2,"Paris","75005",1,"50 000",""
"1668",8,1,1,1,1,1,1,4.5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"1669",8,1,1,1,1,1,1,6,7,6,4,7,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"1670",8,0,1.25,1,1,2,1,4.25,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"1671",9,1,2,2,2,2,2,4,4,4,4,4,0,NA,NA,0,0,0,0,"",NA,"","",NA,"",""
"1672",9,1,2.5,2,3,3,2,4.25,4,4,4,5,2,1,1953,187,61,1,6,"22",2,"pittsburgh","15237",1,"0",""
"1673",9,0,2.25,1,4,2,2,4.25,4,3,5,5,4,1,1962,78,40,2,6,"2",1,"chennai","643215",1,"30000",""
"1674",9,0,2.5,2,4,2,2,5.25,7,5,4,5,1,1,1985,183,25,1,5,"4",2,"Trumbull","6611",1,"85000",""
"1675",9,0,2.5,1,3,3,3,4,4,4,4,4,2,2,1938,187,76,1,5,"50",2,"Las Vegas","89122",1,"40000",""
"1676",9,1,2,2,2,2,2,5,5,5,5,5,4,1,1990,83,10,1,5,"4",2,"israel","50297",1,"60000",""
"1677",9,0,1.75,2,1,2,2,4,4,4,4,4,6,2,1964,187,50,1,5,"?",2,"Benton","42025",1,"59000",""
"1678",9,0,4,4,4,4,4,4,4,4,4,4,4,1,1972,187,42,1,6,"100",1,"Miami","33176",1,"159000",""
"1679",9,0,0.75,1,1,1,0,3,2,4,4,2,6,1,1963,187,51,1,4,"20+",NA,"Oxford","6478",1,"90000",""
"1680",9,1,1,1,1,1,1,4,4,4,4,4,4,2,1978,187,36,1,3,"100",2,"pittsburgh","15236",1,"40000",""
"1681",9,0,2.75,2,3,2,4,3.75,2,4,4,5,2,1,1988,187,26,1,4,"0",2,"IN","47404",1,"20000",""
"1682",9,0,1,1,1,1,1,4.25,4,4,4,5,4,2,1956,187,58,1,4,"15",2,"allegan","49010",1,"100000",""
"1683",9,0,4.75,4,4,7,4,7,7,7,7,7,1,2,1988,187,26,1,5,"100",2,"Lexington, TN","38351",1,"12,000",""
"1684",9,1,2.75,2,3,3,3,4.75,5,5,4,5,2,2,1990,187,24,1,6,"20",2,"Tecumseh","49286",1,"70000",""
"1685",9,0,2.5,2,3,2,3,4,4,4,4,4,2,1,1981,187,33,2,6,"13",2,"Philadelphia","19143",1,"47000",""
"1686",9,0,1.75,1,2,3,1,4,4,4,4,4,4,1,1975,187,39,1,5,"12",2,"pittsburgh","15236",1,"65000",""
"1687",9,1,1,1,1,1,1,4,4,4,4,4,5,2,1953,187,61,1,5,"5",2,"RIVR VALE","7675",1,"80,000",""
