"","datacollection","standard_condition","standard_org","standard_perk","mreselfish","moreresp","moreupstan","orgbintere","investdonate","respleader","hirepres","mreselfish_re","standard_evalu_4items","standard_evalu_5items","standard_evalu_7items","standard_organization","standard_compensation","pltclideo","gender","yearbirth","countrybir","expeng","ethnicity","parented","bfrres","bfrthese","citytown","postalcode","honest","faminc","mturkhowm"
"485",4,6,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,2,1,1989,187,25,1,3,"4000",2,"Las Vegas","89032",1,"49000","4000"
"486",4,6,1,3,6,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1976,187,37,1,4,"50",2,"Howell","7731",1,"40000","100"
"487",4,5,1,2,5,3,3,3,3,3,3,3,3,3,3,1,2,4,1,1988,187,26,1,5,"6000",2,"Clemmons","27012",1,"50000","6000"
"488",4,2,0,2,7,1,1,1,1,1,1,1,1,1,1,0,2,2,2,1991,187,23,3,3,"1000+",2,"Irving","75060",1,"15000","1000+"
"489",4,1,0,1,4,4,5,3,5,3,5,4,4,4.2,4.14285714285714,0,1,2,1,1985,187,28,4,4,"3000",2,"richmond","23224",1,"30000","3000"
"490",4,1,0,1,4,4,4,3,5,3,4,4,3.75,4,3.85714285714286,0,1,4,2,1979,187,35,1,4,"301",2,"Las Vegas","89117",1,"49000","326"
"491",4,5,1,2,7,1,2,2,2,1,1,1,1.5,1.6,1.42857142857143,1,2,3,1,1994,187,19,2,3,"10000",2,"San Francisco","94122",1,"35000","10000"
"492",4,3,0,3,7,2,1,2,1,1,1,1,1.5,1.4,1.28571428571429,0,3,6,2,1987,187,27,1,3,"3900",2,"Batavia","45103",1,"45000","3900"
"493",4,6,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,4,1,1994,187,20,2,4,"50",2,"davis","95616",1,"40000","500"
"494",4,2,0,2,6,3,3,2,3,2,2,2,2.5,2.6,2.42857142857143,0,2,4,1,1964,187,51,1,5,"2",2,"chicago","60046",1,"75000","160"
"495",4,3,0,3,5,4,4,3,4,3,4,3,3.5,3.6,3.57142857142857,0,3,1,1,1973,187,41,6,3,"2000",2,"Welling, OK","74471",1,"18000","2000"
"496",4,5,1,2,5,2,2,2,2,2,2,3,2.25,2.2,2.14285714285714,1,2,2,2,1987,187,27,4,5,"8000",2,"san jose","95101",1,"200000","7000"
"497",4,1,0,1,5,5,4,4,6,4,6,3,4,4.4,4.57142857142857,0,1,5,2,1992,187,22,1,5,"152",2,"Bechtelsville","19505",1,"89000","423"
"498",4,3,0,3,5,5,3,5,6,2,5,3,4,4.4,4.14285714285714,0,3,2,2,1983,187,31,1,5,"400",2,"Lubbock","79412",1,"50000","500"
"499",4,4,1,1,4,4,4,3,5,3,4,4,3.75,4,3.85714285714286,1,1,4,2,1984,187,NA,1,4,"100",2,"Sonora","95370",1,"20000","125"
"500",4,6,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,3,2,1981,187,33,1,5,"45",2,"Boston","2108",1,"120000","466"
"501",4,6,1,3,4,5,4,6,7,5,6,4,4.75,5.2,5.28571428571429,1,3,5,2,1992,187,22,1,4,"4",2,"","",1,"",""
"502",4,3,0,3,6,2,2,2,3,3,2,2,2,2.2,2.28571428571429,0,3,3,1,1989,187,25,2,5,"1000",2,"Seattle","98106",1,"44000","1000"
"503",4,5,1,2,6,4,4,4,4,4,4,2,3.5,3.6,3.71428571428571,1,2,1,1,1983,187,31,1,6,"4300",2,"raleigh","27606",1,"35000","4300"
"504",4,6,1,3,5,4,4,4,3,4,3,3,3.75,3.6,3.57142857142857,1,3,3,1,1971,187,43,1,4,"12",2,"Ennis","75119",1,"40000","25"
"505",4,3,0,3,7,2,2,2,1,1,1,1,1.75,1.6,1.42857142857143,0,3,5,2,1989,187,25,1,5,"41",2,"Whitehouse Station","8889",1,"15000","121"
"506",4,6,1,3,5,3,5,4,6,3,3,3,3.75,4.2,3.85714285714286,1,3,1,1,1989,187,25,1,4,"400",2,"Lawrence","66044",1,"15000","400"
"507",4,1,0,1,3,4,6,5,7,4,7,5,5,5.4,5.42857142857143,0,1,3,1,1987,187,26,2,4,"2000",2,"Pearl City","96782",1,"$99000","2001"
"508",4,6,1,3,4,4,5,4,3,4,3,4,4.25,4,3.85714285714286,1,3,1,2,1982,187,33,4,4,"5",2,"Houston","77017",1,"66000","5"
"509",4,5,1,2,4,5,6,5,5,7,6,4,5,5,5.42857142857143,1,2,1,1,1983,187,31,4,4,"5000",2,"Philadelphia","19141",1,"21000","5000"
"510",4,6,1,3,5,3,3,3,3,3,3,3,3,3,3,1,3,4,1,1979,187,35,1,4,"50",2,"Sacramento","95677",1,"5000","100"
"511",4,4,1,1,3,5,4,5,4,4,5,5,4.75,4.6,4.57142857142857,1,1,4,2,1996,187,18,1,4,"20000",2,"Sacramento","95815",1,"25000","20000"
"512",4,3,0,3,5,3,3,3,2,3,2,3,3,2.8,2.71428571428571,0,3,5,1,1982,31,31,1,5,"20",1,"Merced","95348",1,"50000","50"
"513",4,2,0,2,5,4,4,4,4,4,4,3,3.75,3.8,3.85714285714286,0,2,2,2,1991,143,19,1,5,"1400",2,"Pittsburgh","15241",1,"98000","1000"
"514",4,1,0,1,2,6,6,5,5,5,4,6,5.75,5.6,5.28571428571429,0,1,1,2,1992,187,20,1,4,"2800",2,"Houston","77001",1,"15000","2800"
"515",4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,1978,187,36,4,4,"2000",2,"Huntsville","35802",1,"30000","2000"
"516",4,5,1,2,5,3,4,3,3,3,2,3,3.25,3.2,3,1,2,2,2,1980,187,34,1,6,"0",2,"Middleburg","32068",1,"95000","1200"
"517",4,4,1,1,5,4,4,5,3,4,5,3,4,3.8,4,1,1,4,2,1979,187,34,1,5,"300",2,"Ashtabula","44004",1,"$70,000","30000"
"518",4,5,1,2,5,4,4,4,4,4,3,3,3.75,3.8,3.71428571428571,1,2,4,1,1985,187,28,4,3,"5",2,"spring lake","28390",1,"15000","5"
"519",4,6,1,3,6,2,1,1,2,2,1,2,1.5,1.6,1.57142857142857,1,3,5,1,1982,187,31,1,6,"400",2,"Lenore, WV","25676",1,"82000","500"
"520",4,5,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,1977,187,37,1,5,"600",2,"Omaha","68164",1,"90000","600"
"521",4,3,0,3,4,5,4,5,4,5,5,4,4.5,4.4,4.57142857142857,0,3,4,1,1986,187,27,1,3,"500",2,"Lansdale","19446",1,"40000","17000"
"522",4,6,1,3,7,2,3,1,3,2,2,1,1.75,2,2,1,3,3,1,1986,187,28,1,5,"4300",2,"atlanta","30354",1,"83000","4300"
"523",4,3,0,3,5,4,5,4,4,5,3,3,4,4,4,0,3,5,2,1978,187,36,1,3,"50000",2,"Hudson, Florida","34667",1,"30000","45000"
"524",4,3,0,3,6,2,1,2,1,1,1,2,1.75,1.6,1.42857142857143,0,3,6,1,1979,187,35,NA,4,"25",2,"Hartford","6108",1,"68000","20"
"525",4,3,0,3,5,3,4,3,3,4,4,3,3.25,3.2,3.42857142857143,0,3,4,1,1980,187,34,1,1,"50",2,"Lexington","40503",1,"45000","100"
"526",4,1,0,1,5,4,3,3,4,4,3,3,3.25,3.4,3.42857142857143,0,1,2,1,1967,187,47,1,4,"2000",2,"Rainier","97048",1,"7500","2500"
"527",4,3,0,3,6,2,4,3,2,3,3,2,2.75,2.6,2.71428571428571,0,3,4,2,1984,187,30,1,5,"500",2,"Chesapeake","23324",1,"30000","650"
"528",4,5,1,2,5,3,2,1,1,2,1,3,2.25,2,1.85714285714286,1,2,1,2,1986,187,28,1,3,"1000",2,"Stopover","41568",1,"25000","1000"
"529",4,5,1,2,7,3,3,2,1,2,1,1,2.25,2,1.85714285714286,1,2,4,2,1981,187,33,1,4,"15",2,"chattanooga","37419",1,"51000","700"
"530",4,4,1,1,5,4,3,3,1,2,3,3,3.25,2.8,2.71428571428571,1,1,1,2,1985,187,29,4,5,"3000",2,"Bowie","20721",1,"20000","3000"
"531",4,3,0,3,6,3,3,2,2,2,2,2,2.5,2.4,2.28571428571429,0,3,2,2,1966,187,48,1,5,"0",2,"peoria","85383",1,"85000","500"
"532",4,4,1,1,4,4,4,3,4,3,3,4,3.75,3.8,3.57142857142857,1,1,5,2,1984,187,30,1,3,"500",2,"parkman","44080",1,"49000","1000"
"533",4,6,1,3,4,4,4,4,3,4,3,4,4,3.8,3.71428571428571,1,3,4,2,1946,187,68,1,6,"10000",2,"Miami","Florida",1,"79000","1000"
"534",4,3,0,3,7,2,2,4,2,1,3,1,2.25,2.2,2.14285714285714,0,3,4,2,1984,187,30,4,3,"10",2,"Fayetteville","28314",1,"23000","10"
"535",4,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,4,2,1973,187,40,1,4,"about 50 on mturk",2,"shamokin","17872",1,"48000","about 50 on mturk"
"536",4,5,1,2,7,1,1,1,3,1,1,1,1,1.4,1.28571428571429,1,2,4,2,1972,187,42,1,5,"5",2,"Hanover Park","60133",1,"95000","30"
"537",4,4,1,1,5,4,4,4,3,4,3,3,3.75,3.6,3.57142857142857,1,1,5,1,1990,187,24,1,5,"8000",2,"Chicago","60640",1,"50000","8000"
"538",4,5,1,2,5,2,4,2,2,1,2,3,2.75,2.6,2.28571428571429,1,2,3,2,1971,187,43,1,5,"200",2,"PTC","30269",1,"75000","1000"
"539",4,3,0,3,5,4,4,3,2,3,2,3,3.5,3.2,3,0,3,5,2,1959,187,55,1,4,"3000",2,"Temecula","92565",1,"35000","3500"
"540",4,5,1,2,4,5,4,3,6,4,2,4,4,4.4,4,1,2,4,1,1993,187,21,4,4,"5",2,"Hampton","23666",1,"10000","5"
"541",4,2,0,2,6,4,3,3,5,3,1,2,3,3.4,3,0,2,2,2,1976,187,38,4,5,"2200",2,"Omaha","68107",1,"50000","2200"
"542",4,6,1,3,6,3,3,2,2,2,2,2,2.5,2.4,2.28571428571429,1,3,3,2,1960,187,54,1,3,"500",2,"Reading","19607",1,"30000","500"
"543",4,3,0,3,5,3,4,4,3,3,3,3,3.5,3.4,3.28571428571429,0,3,2,2,1959,187,55,1,3,"100",2,"West Lawn","19609",1,"75000","100"
"544",4,6,1,3,7,1,2,1,1,1,1,1,1.25,1.2,1.14285714285714,1,3,4,2,1981,187,33,1,3,"1000",2,"Petoskey","49770",1,"49000","2000"
"545",4,4,1,1,4,4,4,7,7,5,7,4,4.75,5.2,5.42857142857143,1,1,2,2,1994,187,20,1,4,"20",2,"Perkasie","18944",1,"150000","20"
"546",4,5,1,2,3,3,4,4,4,4,3,5,4,4,3.85714285714286,1,2,5,2,1978,187,36,1,6,"15",2,"Asheville","28803",1,"46000","15"
"547",4,3,0,3,6,2,2,2,2,2,2,2,2,2,2,0,3,3,1,1987,187,27,1,5,"1000",2,"Raleigh","27615",1,"15000","1000"
"548",4,5,1,2,5,4,4,3,4,3,4,3,3.5,3.6,3.57142857142857,1,2,1,1,1984,187,30,2,5,"300",2,"San Jose","95112",1,"10000","300"
"549",4,2,0,2,6,5,5,6,6,5,5,2,4.5,4.8,4.85714285714286,0,2,4,1,1993,187,21,1,4,"5",2,"beltsville","20705",1,"30000","15"
"550",4,6,1,3,4,3,4,4,2,4,5,4,3.75,3.4,3.71428571428571,1,3,2,1,1987,187,27,1,5,"360",1,"Bridgeport","6604",1,"6000","360"
"551",4,4,1,1,4,4,4,2,6,2,3,4,3.5,4,3.57142857142857,1,1,5,2,1984,187,30,1,4,"1",2,"Staten Island, NY","10309",1,"125000","4"
"552",4,6,1,3,1,7,7,7,7,7,7,7,7,7,7,1,3,4,2,1991,187,23,1,5,"20000",2,"Comstock Park","49321",1,"65000","20000"
"553",4,4,1,1,4,4,4,4,4,4,3,4,4,4,3.85714285714286,1,1,2,2,1978,187,36,3,4,"150",2,"Long island city","11106",1,"54000","150"
"554",4,5,1,2,1,3,2,5,5,3,6,7,4.25,4.4,4.42857142857143,1,2,4,1,1977,187,36,1,5,"25",2,"New York","10001",1,"80000","25"
"555",4,2,0,2,5,3,3,2,3,3,2,3,2.75,2.8,2.71428571428571,0,2,3,2,1980,187,34,1,5,"2",2,"Cincinnati","45237",1,"45000","1000"
"556",4,1,0,1,4,4,4,4,6,6,6,4,4,4.4,4.85714285714286,0,1,1,1,1992,187,20,1,4,"100",2,"Gary","46406",1,"45000","200"
"557",4,2,0,2,1,2,3,2,6,5,5,7,3.5,4,4.28571428571429,0,2,6,1,1993,187,21,1,4,"10",2,"Erie","16510",1,"150000","30"
"558",4,1,0,1,4,4,4,4,5,5,5,4,4,4.2,4.42857142857143,0,1,3,1,1982,187,32,3,3,"2",2,"deer park","11729",1,"50000","2"
"559",4,3,0,3,7,1,1,1,1,1,1,1,1,1,1,0,3,6,1,1985,187,29,6,5,"475",2,"Honolulu","96814",1,"50000","475"
"560",4,5,1,2,4,4,4,2,2,3,1,4,3.5,3.2,2.85714285714286,1,2,4,1,1989,187,24,3,5,"1000",2,"Hialeah","33010",1,"10000","1000"
"561",4,5,1,2,7,2,3,4,2,1,1,1,2.5,2.4,2,1,2,6,1,1974,187,40,1,3,"1000",2,"Fayetteville","72704",1,"28000","8000"
"562",4,1,0,1,4,3,4,3,3,3,5,4,3.5,3.4,3.57142857142857,0,1,3,1,1984,187,29,1,5,"200",1,"Grand Rapids, MI","49503",NA,"55000","500"
"563",4,6,1,3,5,3,4,3,2,3,3,3,3.25,3,3,1,3,4,2,1964,78,12,2,3,"1686",2,"Norwalk","90650",1,"65000","1686"
"564",4,4,1,1,3,5,4,4,4,5,5,5,4.5,4.4,4.57142857142857,1,1,3,1,1977,187,37,3,4,"50",2,"Los Angeles","91732",1,"36000","150"
"565",4,2,0,2,5,2,5,4,3,3,2,3,3.5,3.4,3.14285714285714,0,2,1,2,1989,187,25,1,4,"4002",1,"Stanton","90680",1,"19000","4132"
"566",4,6,1,3,5,3,3,3,2,3,2,3,3,2.8,2.71428571428571,1,3,6,1,1977,187,37,1,3,"1000",2,"Idaho Falls","83404",1,"19000","1000"
"567",4,5,1,2,6,3,3,3,2,3,3,2,2.75,2.6,2.71428571428571,1,2,2,2,1981,187,33,1,6,"20",2,"oakland","94601",1,"130000","1000"
"568",4,3,0,3,1,2,4,4,6,1,6,7,4.25,4.6,4.28571428571429,0,3,2,2,1978,187,NA,1,5,"50",2,"Pocatello","83201",1,"74000","35"
"569",4,1,0,1,5,4,4,6,7,2,2,3,4.25,4.8,4,0,1,2,1,1995,187,15,3,4,"0",2,"New York","11416",1,"35000","3500"
"570",4,4,1,1,5,3,4,3,3,2,3,3,3.25,3.2,3,1,1,2,1,1991,187,23,1,4,"500",2,"Sacramento","95815",2,"9000","4003"
"571",4,3,0,3,7,2,3,2,2,1,1,1,2,2,1.71428571428571,0,3,2,2,1986,187,28,4,5,"16",2,"Kodiak","99615",1,"34500","16"
"572",4,1,0,1,1,1,1,1,1,1,1,7,2.5,2.2,1.85714285714286,0,1,2,1,1991,187,16,2,4,"1000",2,"Los Angeles, CA","90706",1,"0","8000"
"573",4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,1988,187,26,1,4,"6",2,"Salem","97301",1,"9000","50"
"574",4,5,1,2,4,4,4,4,1,4,1,4,4,3.4,3.14285714285714,1,2,1,2,1973,187,41,1,3,"50",2,"Carthage","28327",1,"40000","100"
"575",4,6,1,3,5,3,3,1,2,1,1,3,2.5,2.4,2,1,3,2,2,1982,187,32,1,4,"150",2,"Falconer","14733",1,"50000","150"
"576",4,3,0,3,5,4,3,2,4,2,2,3,3,3.2,2.85714285714286,0,3,5,2,1980,187,34,1,4,"1000",2,"Wahiawa","96786",1,"95000","1000"
"577",4,1,0,1,2,5,6,6,6,6,6,6,5.75,5.8,5.85714285714286,0,1,1,2,1960,187,54,1,5,"100",2,"Columbus, OH","43215",1,"17500","25"
"578",4,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,3,1,1967,187,47,1,5,"2000",2,"SAn Antonio, Tx","78112",1,"59000","2000"
"579",4,2,0,2,5,2,4,2,2,2,2,3,2.75,2.6,2.42857142857143,0,2,4,1,1989,187,25,2,6,"1",1,"Los Angeles, CA","90049",1,"200000","20"
"580",4,5,1,2,5,3,3,3,3,3,3,3,3,3,3,1,2,4,2,1986,187,28,1,4,"5",2,"Cheyenne","82001",1,"20000","5+"
"581",4,6,1,3,5,3,3,3,3,3,3,3,3,3,3,1,3,4,2,1955,187,59,1,4,"2000",2,"Rosenberg","77471",1,"5000","2000"
"582",4,4,1,1,4,5,5,5,6,5,7,4,4.75,5,5.28571428571429,1,1,1,1,1982,187,32,4,3,"100",2,"","",1,"80000","100"
"583",4,2,0,2,6,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1982,187,32,1,5,"1109",2,"Essex","21221",1,"62000","1109"
"584",4,6,1,3,5,2,2,2,1,5,2,3,2.25,2,2.42857142857143,1,3,4,1,1970,187,44,2,6,"15",2,"Foster City","94404",1,"80000","32"
"585",4,4,1,1,4,3,5,3,2,3,2,4,3.75,3.4,3.14285714285714,1,1,4,1,1991,187,22,1,3,"1603",2,"salem","97304",1,"25000","1603"
"586",4,2,0,2,4,3,4,4,3,5,4,4,3.75,3.6,3.85714285714286,0,2,2,1,1991,187,23,1,5,"500",2,"Cincinnati","45207",1,"11000","1500"
"587",4,5,1,2,2,6,6,6,6,7,6,6,6,6,6.14285714285714,1,2,5,1,1969,78,37,2,5,"50",2,"Salem, Oregon","97306",1,"63500","50"
"588",4,2,0,2,5,3,3,3,2,2,1,3,3,2.8,2.42857142857143,0,2,1,1,1994,187,20,1,6,"0",2,"Philadelphia","19107",1,"13000","30"
"589",4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,3,1,1985,187,29,1,2,"1500",2,"Van Buren","72908",1,"70000","1700"
"590",4,6,1,3,4,4,4,4,4,3,3,4,4,4,3.71428571428571,1,3,4,1,1988,36,19,2,6,"2000",2,"dc","20001",1,"82000","3000"
"591",4,1,0,1,4,4,4,3,3,4,3,4,3.75,3.6,3.57142857142857,0,1,2,2,1965,187,49,1,4,"Many",2,"Las Cruces","88007",1,"65000","1002"
"592",4,4,1,1,4,4,4,5,5,5,5,4,4.25,4.4,4.57142857142857,1,1,6,1,1992,187,22,1,5,"2500",2,"Athens","4912",1,"12000","2500"
"593",4,3,0,3,7,1,2,2,1,1,1,1,1.5,1.4,1.28571428571429,0,3,4,2,1987,187,27,1,4,"10",2,"Jamestown","14701",1,"20000","1000"
"594",4,2,0,2,5,2,3,3,3,3,2,3,2.75,2.8,2.71428571428571,0,2,4,1,1992,187,22,2,5,"200",2,"Mililani","96789",1,"75000","100"
"595",4,3,0,3,7,1,1,1,1,1,1,1,1,1,1,0,3,4,1,1981,187,1981,4,4,"1002",2,"Dallas","75007",1,"47000","1002"
"596",4,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,4,1,1971,187,43,6,4,"40000",1,"Chenango Forks","13746",1,"70000","40000"
"597",4,1,0,1,4,3,4,4,7,3,2,4,3.75,4.4,3.85714285714286,0,1,3,1,1991,187,23,3,5,"12",1,"Alexandria","22303",1,"$12,000","20"
"598",4,6,1,3,4,4,3,5,4,4,5,4,4,4,4.14285714285714,1,3,2,1,1982,187,32,1,6,"3000",2,"tallahassee","32301",1,"70000","4000"
"599",4,5,1,2,5,2,2,1,3,3,1,3,2,2.2,2.14285714285714,1,2,4,1,1983,187,31,1,5,"30",2,"Maple Shade","8065",1,"50000","30"
"600",4,2,0,2,7,2,2,2,3,2,1,1,1.75,2,1.85714285714286,0,2,4,1,1975,187,39,1,3,"11",2,"Cincinnati","45140",1,"40000","12"
"601",4,6,1,3,5,3,3,3,3,3,3,3,3,3,3,1,3,3,2,1984,187,30,1,5,"2",2,"Harrisonburg, VA","22802",1,"25000","100"
"602",4,1,0,1,4,4,4,5,5,4,5,4,4.25,4.4,4.42857142857143,0,1,5,1,1988,187,26,1,5,"15",2,"Fayetteville","30214",1,"22250","15"
"603",4,6,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,4,2,1982,187,32,1,3,"2",2,"easton","4740",1,"54000","2"
"604",4,4,1,1,4,4,4,4,3,4,4,4,4,3.8,3.85714285714286,1,1,4,2,1983,187,31,1,4,"641",2,"Rogersville","65742",1,"35000","641"
"605",4,5,1,2,5,4,4,4,3,4,3,3,3.75,3.6,3.57142857142857,1,2,2,1,1975,187,39,1,5,"600",2,"Andover","1810",1,"120000","700"
"606",4,3,0,3,5,4,4,3,2,3,2,3,3.5,3.2,3,0,3,2,2,1959,187,55,1,5,"1000",2,"washington dc","20456",1,"15000","1000"
"607",4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,7,2,1987,187,27,1,5,"0",2,"Jacksonville","32256",1,"55000","100"
"608",4,5,1,2,6,2,3,3,2,2,3,2,2.5,2.4,2.42857142857143,1,2,3,1,1977,187,36,1,5,"2000",2,"Rockledge","32955",1,"58000","2000"
"609",4,4,1,1,2,4,5,6,7,6,7,6,5.25,5.6,5.85714285714286,1,1,4,1,1948,187,66,1,6,"1200",2,"Charleston SC","29455",1,"34000","1200"
"610",4,1,0,1,4,3,4,3,3,2,3,4,3.5,3.4,3.14285714285714,0,1,3,1,1991,187,23,1,5,"100",2,"Stafford","22556",1,"120000","100"
"611",4,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,1,2,1980,187,34,1,6,"200",2,"Fitchburg","1420",1,"90000","450"
"612",4,4,1,1,4,5,4,4,5,5,4,4,4.25,4.4,4.42857142857143,1,1,4,2,1985,187,29,6,3,"1000",2,"Garfield","7026",1,"32000","1500"
"613",4,6,1,3,7,2,1,1,1,1,1,1,1.25,1.2,1.14285714285714,1,3,4,1,1989,187,25,1,4,"92",2,"Saint Paul","55106",1,"30000","92"
"614",4,5,1,2,7,1,4,4,1,1,1,1,2.5,2.2,1.85714285714286,1,2,4,1,1989,84,25,6,4,"50+",2,"Palm Bay","32907",1,"44000","75+"
"615",4,3,0,3,6,1,3,1,1,1,1,2,1.75,1.6,1.42857142857143,0,3,7,2,1986,187,28,1,4,"50",2,"Dundee","33838",1,"38000","100"
"616",4,2,0,2,5,7,6,7,6,7,6,3,5.75,5.8,6,0,2,4,2,1977,187,37,1,4,"5000",2,"Avon","46123",1,"40000","5000"
"617",4,5,1,2,4,1,4,4,6,3,1,4,3.25,3.8,3.28571428571429,1,2,4,2,1963,187,51,1,5,"30",2,"Columbus","31907",1,"24000","100s"
"618",4,6,1,3,3,5,6,6,5,4,2,5,5.5,5.4,4.71428571428571,1,3,2,1,1986,187,28,4,3,"6",2,"Lauderhill","33319",1,"40000","50"
"619",4,5,1,2,6,2,1,2,2,3,2,2,1.75,1.8,2,1,2,6,1,1974,187,40,1,6,"5000",2,"Boston","2043",1,"90000","5000"
"620",4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,1988,187,26,1,5,"100",2,"fLORENCE, WI","54121",1,"45000","100"
"621",4,3,0,3,5,3,4,3,5,3,3,3,3.25,3.6,3.42857142857143,0,3,1,1,1981,67,20,1,6,"200",2,"Auburn, AL","36830",1,"40000","385"
"622",4,1,0,1,2,4,5,4,6,5,7,6,4.75,5,5.28571428571429,0,1,4,1,1973,187,41,1,5,"200",2,"Washington","61571",1,"45000","200"
"623",4,5,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,7,2,1977,187,37,1,5,"2800",2,"Austin","78751",1,"115000","2800"
"624",4,4,1,1,4,4,3,3,3,2,3,4,3.5,3.4,3.14285714285714,1,1,4,1,1987,187,27,4,5,"3500",2,"hickory","28602",1,"35000","17500"
"625",4,1,0,1,4,4,4,4,3,4,3,4,4,3.8,3.71428571428571,0,1,6,1,1982,187,32,1,6,"5000",2,"columbia, sc","29201",1,"72000","4000"
"626",4,2,0,2,7,1,1,1,1,1,1,1,1,1,1,0,2,1,2,1984,187,30,1,4,"1500",2,"North Adams","49262",1,"20000","4000"
"627",4,4,1,1,4,4,4,3,2,3,3,4,3.75,3.4,3.28571428571429,1,1,5,1,1982,187,32,1,5,"0",2,"Cherry Hill","8003",1,"62000","250"
"628",4,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,2,2,1980,187,34,4,4,"20000",2,"MARIETTA","30067",1,"20000","20000"
"629",4,2,0,2,5,3,4,4,1,2,1,3,3.5,3,2.57142857142857,0,2,4,2,1994,187,20,1,3,"1,000+",2,"Parkland","33067",1,"75000","1500"
"630",4,4,1,1,4,3,4,3,2,3,2,4,3.5,3.2,3,1,1,4,1,1993,187,21,1,4,"521",2,"Fort Wayne","46804",1,"15000","521"
"631",4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,1993,187,21,1,4,"100",2,"Columbus","43021",1,"0","300"
"632",4,3,0,3,5,2,2,2,2,2,2,3,2.25,2.2,2.14285714285714,0,3,1,2,1989,187,25,1,6,"16",2,"Bethlehem","6751",1,"50000","16"
"633",4,3,0,3,4,4,4,4,4,4,4,4,4,4,4,0,3,4,1,1987,187,27,3,2,"150",2,"long beach","90220",1,"250000","300"
"634",4,6,1,3,5,2,3,2,2,2,2,3,2.5,2.4,2.28571428571429,1,3,4,1,1983,187,31,1,6,"5",2,"Mansfield","2048",1,"120000","3"
"635",4,2,0,2,3,3,4,5,5,5,5,5,4.25,4.4,4.57142857142857,0,2,3,1,1987,187,27,1,4,"100",2,"Chocowinity, NC","27817",1,"20000","100"
"636",4,2,0,2,6,4,3,5,7,3,7,2,3.5,4.2,4.42857142857143,0,2,3,1,1981,187,33,1,5,"1000",2,"phoenix","85030",1,"55000","1000"
"637",4,1,0,1,3,4,5,3,5,5,4,5,4.25,4.4,4.42857142857143,0,1,2,2,1987,187,27,1,4,"10",2,"ellsworth","4605",1,"20000","50"
"638",4,3,0,3,5,4,4,4,3,4,7,3,3.75,3.6,4.14285714285714,0,3,3,1,1991,187,23,1,5,"30",2,"Chicago","60657",1,"0","30"
"639",4,2,0,2,5,3,3,2,2,2,2,3,2.75,2.6,2.42857142857143,0,2,6,2,1983,187,31,1,4,"200",2,"Athens","30606",1,"36000","700"
"640",4,5,1,2,3,6,5,5,6,2,2,5,5.25,5.4,4.42857142857143,1,2,2,1,1987,187,27,1,4,"20",2,"Egg Harbor TWP","8234",1,"30000","10"
"641",4,4,1,1,4,4,4,6,6,6,7,4,4.5,4.8,5.28571428571429,1,1,2,2,1987,187,27,1,4,"50",1,"kneeland","95549",1,"35000","75"
"642",4,4,1,1,3,3,4,3,3,3,3,5,3.75,3.6,3.42857142857143,1,1,1,1,1983,187,31,1,5,"1000",2,"Troy","48083",1,"60000","1000"
"643",4,6,1,3,5,3,3,2,3,2,2,3,2.75,2.8,2.57142857142857,1,3,4,1,1982,78,28,2,5,"200",2,"la crosse","54601",1,"70000","500"
"644",4,2,0,2,5,3,4,3,3,3,3,3,3.25,3.2,3.14285714285714,0,2,2,2,1972,187,41,1,4,"800",2,"Crestview","32539",1,"7500","1200"
"645",4,5,1,2,3,5,5,5,6,5,6,5,5,5.2,5.28571428571429,1,2,4,2,1977,187,37,1,4,"35000",2,"Cedarburg","53012",1,"25000","35000"
"646",4,6,1,3,7,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1982,187,32,1,5,"0",2,"Crown Point","46307",1,"40000","6"
"647",4,4,1,1,4,3,3,3,3,3,3,4,3.25,3.2,3.14285714285714,1,1,NA,2,1984,187,30,NA,5,"12",2,"Kenosha","53140",2,"20000","12"
"648",4,4,1,1,4,2,3,3,1,3,1,4,3,2.6,2.42857142857143,1,1,6,2,1986,187,28,1,4,"273",2,"West Columbia","29170",1,"30000","273"
"649",4,3,0,3,5,4,4,3,2,3,2,3,3.5,3.2,3,0,3,1,1,1987,187,27,1,4,"9",2,"Danville","40422",1,"21000","33"
