"","datacollection","standard_condition","standard_org","standard_perk","mreselfish","moreresp","moreupstan","orgbintere","investdonate","respleader","hirepres","mreselfish_re","standard_evalu_4items","standard_evalu_5items","standard_evalu_7items","standard_organization","standard_compensation","pltclideo","gender","yearbirth","countrybir","expeng","ethnicity","parented","bfrres","bfrthese","citytown","postalcode","honest","faminc","mturkhowm"
"1429",6,2,0,2,5,4,4,4,4,4,5,3,3.75,3.8,4,0,2,4,1,1988,NA,26,1,4,"2",2,"Mannheim","68169",1,"966.6335",""
"1430",6,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,3,2,1958,NA,57,NA,5,"12",2,"Kerpen","50169",1,"82.8543",""
"1431",6,4,1,1,3,7,7,7,4,5,7,5,6.5,6,6,1,1,3,1,1991,NA,23,1,5,"2",2,"Koeln","50769",1,"82854.3",""
"1432",6,5,1,2,5,3,4,4,6,3,3,3,3.5,4,3.71428571428571,1,2,5,2,1995,NA,20,1,7,"2",2,"Muenster","48143",1,"",""
"1433",6,6,1,3,5,1,1,2,2,2,4,3,1.75,1.8,2.14285714285714,1,3,3,1,1990,NA,24,1,5,"07-Oct",1,"Hamburg","22177",1,"75949.775",""
"1434",6,5,1,2,7,1,1,3,1,4,1,1,1.5,1.4,1.71428571428571,1,2,2,NA,1988,NA,27,1,7,"3",2,"trier","54292",1,"",""
"1435",6,5,1,2,5,3,3,2,3,3,3,3,2.75,2.8,2.85714285714286,1,2,5,2,1989,NA,25,1,5,"1",1,"bad fallingbostel","29683",1,"41427.15",""
"1436",6,3,0,3,5,3,3,4,5,3,4,3,3.25,3.6,3.57142857142857,0,3,3,2,1995,NA,20,1,4,"1",2,"Siegen","",1,"genug, um gut zu",""
"1437",6,3,0,3,3,6,6,4,4,6,5,5,5.25,5,5.14285714285714,0,3,6,1,1992,NA,23,1,7,"1",2,"Dresden","1217",1,"345226.25",""
"1438",6,4,1,1,2,4,4,2,2,6,4,6,4,3.6,4,1,1,3,1,1954,NA,60,1,2,"2",2,"Puergen","86932",1,"59378.915",""
"1439",6,2,0,2,5,4,4,3,3,4,3,3,3.5,3.4,3.42857142857143,0,2,3,2,1993,NA,21,1,5,"3",2,"Koeln","50674",1,"69045.25",""
"1440",6,3,0,3,5,4,3,2,5,3,3,3,3,3.4,3.28571428571429,0,3,4,2,1996,NA,19,1,4,"3",2,"Dortmund","44137",1,"",""
"1441",6,5,1,2,4,4,2,2,2,3,2,4,3,2.8,2.71428571428571,1,2,4,2,1988,NA,26,1,5,"10",2,"Tartu","51009",1,"",""
"1442",6,2,0,2,5,3,2,3,2,2,2,3,2.75,2.6,2.42857142857143,0,2,3,2,1990,NA,25,1,5,"1",2,"berlin","13086",1,"40 000",""
"1443",6,1,0,1,4,5,4,4,4,4,4,4,4.25,4.2,4.14285714285714,0,1,2,2,1990,NA,24,1,3,"40",2,"Goettingen","6449",1,"keine ahnung",""
"1444",6,3,0,3,7,6,1,4,3,4,4,1,3,3,3.28571428571429,0,3,3,2,1995,NA,19,1,4,"zwei",2,"Bonn","",1,"",""
"1445",6,1,0,1,4,4,4,3,4,3,4,4,3.75,3.8,3.71428571428571,0,1,3,2,1988,NA,27,1,4,"0",2,"Forchheim","91301",1,"",""
"1446",6,1,0,1,5,3,3,4,5,4,3,3,3.25,3.6,3.57142857142857,0,1,4,2,1992,NA,22,1,5,"3",2,"Koeln","50670",1,"",""
"1447",6,1,0,1,4,3,3,4,3,4,3,4,3.5,3.4,3.42857142857143,0,1,5,2,1992,NA,23,1,5,"ca. 15",2,"Tuebingen","72070",1,"",""
"1448",6,5,1,2,4,4,4,4,3,4,4,4,4,3.8,3.85714285714286,1,2,2,2,1992,NA,22,1,4,"2",2,"Wien","1210",1,"41427.15",""
"1449",8,3,0,3,7,1,1,1,1,3,1,1,1,1,1.28571428571429,0,3,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"1450",8,6,1,3,6,2,2,2,4,2,2,2,2,2.4,2.28571428571429,1,3,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"1451",8,4,1,1,3,3,3,3,3,3,3,5,3.5,3.4,3.28571428571429,1,1,NA,1,1992,61,22,NA,4,"10",2,"Paris","75014",1,"55236.2",""
"1452",8,1,0,1,3,3,3,3,4,4,3,5,3.5,3.6,3.57142857142857,0,1,NA,1,95,17,22,NA,5,"5",2,"Paris","75012",1,"500000",""
"1453",8,3,0,3,2,4,4,3,4,3,4,6,4.25,4.2,4,0,3,NA,1,1990,61,25,NA,6,"Entre 5 et 10",2,"Paris","75000",1,"30000",""
"1454",8,5,1,2,5,2,2,1,2,2,2,3,2,2,2,1,2,NA,2,1991,61,24,NA,2,"11",2,"aubervilliers","93300",1,"21000",""
"1455",8,1,0,1,2,7,7,0,7,6,6,6,5,5.4,5.57142857142857,0,1,NA,2,19,61,19,NA,3,"19",2,"PARIS","75005",1,"43000",""
"1456",8,1,0,1,1,7,7,7,7,7,7,7,7,7,7,0,1,NA,2,1993,61,0,NA,6,"une trentaine",2,"paris","75007",1,"48 000",""
"1457",8,3,0,3,4,7,7,7,7,7,7,4,6.25,6.4,6.57142857142857,0,3,NA,2,1991,61,23,NA,3,"10",2,"paris","75018",1,"60000",""
"1458",8,3,0,3,4,6,4,6,4,6,1,4,5,4.8,4.42857142857143,0,3,NA,1,1985,61,0,NA,3,"9",1,"vigneux sur seine","91270",1,"25000",""
"1459",8,1,0,1,4,4,4,1,4,7,4,4,3.25,3.4,4,0,1,NA,2,1993,61,21,NA,2,"2",2,"nangis","77370",1,"15000",""
"1460",8,5,1,2,5,1,1,1,1,2,1,3,1.5,1.4,1.42857142857143,1,2,NA,2,1993,61,0,NA,4,"8",2,"Paris","75005",1,"38000",""
"1461",8,6,1,3,5,3,3,4,3,4,4,3,3.25,3.2,3.42857142857143,1,3,NA,2,1992,61,22,NA,6,"7",1,"paris","75010",1,"55000",""
"1462",8,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,NA,1,1993,61,21,NA,6,"0",2,"PARIS","75012",1,"250 000",""
"1463",8,4,1,1,4,4,4,5,5,5,5,4,4.25,4.4,4.57142857142857,1,1,NA,2,1988,61,26,NA,2,"4",2,"st denis","93299",1,"30000",""
"1464",8,2,0,2,5,3,2,3,3,3,3,3,2.75,2.8,2.85714285714286,0,2,NA,2,1993,61,21,NA,3,"10",2,"paris","75013",1,"90 000",""
"1465",8,2,0,2,4,2,2,3,5,3,2,4,2.75,3.2,3,0,2,NA,2,1990,61,24,NA,6,"1",2,"Paris","75013",1,"Inconnu",""
"1466",8,2,0,2,5,3,3,3,3,3,3,3,3,3,3,0,2,NA,2,1993,61,21,NA,3,"13",1,"paris","75013",1,"90 000",""
"1467",8,2,0,2,5,3,3,2,2,2,2,3,2.75,2.6,2.42857142857143,0,2,NA,2,1991,61,23,NA,6,"6",2,"France","75017",1,"8000 euros",""
"1468",8,5,1,2,4,4,4,3,5,3,3,4,3.75,4,3.71428571428571,1,2,NA,1,1995,61,20,NA,6,"Moins de 10",2,"Paris","75017",2,"25000",""
"1469",8,1,0,1,4,5,5,5,6,5,6,4,4.75,5,5.14285714285714,0,1,NA,2,1985,61,0,NA,1,"PLUSIEURS",2,"CLICHY","92110",1,"55000",""
"1470",8,1,0,1,3,2,5,4,5,6,6,5,4,4.2,4.71428571428571,0,1,NA,1,1992,61,22,NA,6,"3",2,"Neuilly-sur-Seine","92200",1,"48500",""
"1471",8,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,NA,2,1992,61,0,NA,6,"10",2,"Lyon","69007",1,"10 000",""
"1472",8,4,1,1,2,3,3,5,3,5,2,6,4.25,4,3.85714285714286,1,1,NA,1,1992,61,0,NA,5,"5",2,"Chelles","77500",1,"27 000",""
"1473",8,2,0,2,7,7,5,7,1,4,1,1,5,4.2,3.71428571428571,0,2,NA,2,1990,61,24,NA,6,"27",2,"Paris","75015",1,"18000",""
"1474",8,6,1,3,5,3,4,4,2,3,3,3,3.5,3.2,3.14285714285714,1,3,NA,2,1983,61,32,NA,5,"9",2,"Paris","75011",1,"19200",""
"1475",8,5,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,NA,1,1993,61,21,NA,4,"7",2,"Toulouse","31000",1,"20000",""
"1476",8,4,1,1,4,4,4,4,4,3,3,4,4,4,3.71428571428571,1,1,NA,NA,1994,61,18,NA,3,"4",2,"paris","75017",1,"38000",""
"1477",8,6,1,3,6,4,2,3,3,4,1,2,2.75,2.8,2.71428571428571,1,3,NA,2,1989,61,25,NA,4,"15",2,"Vincennes","94300",1,"",""
"1478",8,5,1,2,4,3,3,5,3,5,3,4,3.75,3.6,3.71428571428571,1,2,NA,1,1993,61,22,NA,6,"2",2,"Paris","75015",1,"40000",""
"1479",8,2,0,2,6,2,2,2,5,2,5,2,2,2.6,2.85714285714286,0,2,NA,2,1993,61,22,NA,3,"2",2,"PARIS","75005",1,"50000",""
"1480",8,6,1,3,4,3,4,3,4,3,3,4,3.5,3.6,3.42857142857143,1,3,NA,1,1991,61,23,NA,6,"5",2,"Villejuif","94800",1,"7500",""
"1481",8,4,1,1,4,5,2,3,3,5,3,4,3.5,3.4,3.57142857142857,1,1,NA,2,1991,61,23,NA,3,"5",2,"Antony","92160",1,"48000",""
"1482",8,4,1,1,4,4,3,3,4,4,5,4,3.5,3.6,3.85714285714286,1,1,NA,2,1994,61,21,NA,5,"0",2,"la courneuve","93120",1,"",""
"1483",8,1,0,1,5,3,2,2,3,5,2,3,2.5,2.6,2.85714285714286,0,1,NA,2,1994,61,20,NA,4,"12",2,"Paris","75017",1,"37000",""
"1484",8,2,0,2,6,2,2,1,1,1,1,2,1.75,1.6,1.42857142857143,0,2,NA,2,1988,61,0,NA,4,"17",2,"saint-denis","93200",1,"35000",""
"1485",8,5,1,2,7,1,1,1,1,1,1,1,1,1,1,1,2,NA,1,1992,61,22,NA,3,"",1,"BAGNOLET","93170",1,"",""
"1486",8,6,1,3,7,7,5,3,1,6,2,1,4,3.4,3.57142857142857,1,3,NA,2,1990,61,24,NA,3,"11",1,"Vincennes","94300",1,"1000000",""
"1487",8,5,1,2,1,1,1,1,7,1,7,7,2.5,3.4,3.57142857142857,1,2,NA,2,1996,61,18,NA,3,"1",2,"ormoy","91540",1,"38000",""
"1488",8,1,0,1,4,4,4,4,4,4,5,4,4,4,4.14285714285714,0,1,NA,1,1996,61,17,NA,2,"2",2,"Paris","75020",2,"21000 euros",""
"1489",8,6,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,NA,1,1991,61,24,NA,6,"10",2,"Paris","75020",1,"",""
"1490",8,3,0,3,7,3,3,3,3,5,3,1,2.5,2.6,3,0,3,NA,2,1994,61,21,NA,6,"4",2,"soisy","95230",1,"/",""
"1491",8,1,0,1,4,4,4,4,5,4,4,4,4,4.2,4.14285714285714,0,1,NA,2,1993,61,21,NA,5,"11",1,"Paris","75116",1,"30000",""
"1492",8,2,0,2,6,2,2,1,1,2,1,2,1.75,1.6,1.57142857142857,0,2,NA,1,1994,61,20,NA,5,"3",2,"malakoff","92240",1,"30000",""
"1493",8,3,0,3,4,4,1,1,3,1,2,4,2.5,2.6,2.28571428571429,0,3,NA,1,1994,61,21,NA,4,"3",2,"le pre saint gervais","93310",1,"23433",""
"1494",8,1,0,1,4,4,4,4,4,5,5,4,4,4,4.28571428571429,0,1,NA,2,1993,61,22,NA,NA,"6",1,"Paris","75015",1,"22000",""
"1495",8,6,1,3,5,3,4,3,2,4,1,3,3.25,3,2.85714285714286,1,3,NA,1,1993,61,21,NA,6,"6",2,"PARIS","75014",1,"33000",""
"1496",8,4,1,1,4,4,4,5,4,5,4,4,4.25,4.2,4.28571428571429,1,1,NA,2,1990,3,21,NA,4,"30",2,"paris","75003",1,"25000",""
"1497",8,5,1,2,4,2,3,3,3,3,3,4,3,3,3,1,2,NA,2,1989,3,15,NA,6,"15",2,"nanterre","92000",1,"10000",""
"1498",8,6,1,3,3,4,4,4,5,5,4,5,4.25,4.4,4.42857142857143,1,3,NA,1,1994,61,21,NA,3,"20",2,"Eoinay sur seine","93800",2,"30000",""
"1499",8,3,0,3,6,2,2,2,6,1,5,2,2,2.8,2.85714285714286,0,3,NA,2,1994,61,21,NA,6,"8",2,"Bobigny","93000",1,"20000",""
"1500",8,5,1,2,7,1,1,3,1,1,4,1,1.5,1.4,1.71428571428571,1,2,NA,2,1984,61,30,NA,3,"20",2,"ST CYR L ECOLE","78210",1,"40000",""
"1501",8,5,1,2,5,4,5,3,4,4,5,3,3.75,3.8,4,1,2,NA,1,1990,61,25,NA,3,"0",2,"Paris","75013",1,"35000",""
"1502",8,5,1,2,5,3,4,3,3,3,1,3,3.25,3.2,2.85714285714286,1,2,NA,1,1993,61,0,NA,6,"4",2,"PARIS","75014",1,"40000",""
"1503",8,3,0,3,5,4,3,3,6,4,5,3,3.25,3.8,4,0,3,NA,1,1994,61,20,NA,4,"Une dizaine",2,"Paris","75017",1,"0",""
"1504",8,4,1,1,4,4,4,4,5,3,5,4,4,4.2,4.14285714285714,1,1,NA,1,1994,61,21,NA,3,"3",2,"Vincennes","94300",1,"3000",""
"1505",8,2,0,2,5,1,1,2,2,1,2,3,1.75,1.8,1.71428571428571,0,2,NA,1,1990,61,24,NA,4,"Quelques dizaines",2,"Paris","75014",1,"Aucune idee",""
"1506",8,5,1,2,6,4,2,2,2,2,2,2,2.5,2.4,2.28571428571429,1,2,NA,2,1993,192,16,NA,5,"0",2,"Villeurbanne","69100",1,"~ 16000",""
"1507",8,1,0,1,7,4,3,1,1,7,1,1,2.25,2,2.57142857142857,0,1,NA,2,1993,61,21,NA,2,"2",2,"Vitry sur seine","94400",1,"0",""
"1508",8,2,0,2,5,2,4,3,4,3,2,3,3,3.2,3,0,2,NA,1,1995,61,20,NA,3,"20",2,"Paris","75005",1,"55 000",""
"1509",8,1,0,1,4,4,4,4,3,4,3,4,4,3.8,3.71428571428571,0,1,NA,2,1991,61,24,NA,4,"10",2,"Paris","75005",1,"25 000",""
"1510",8,6,1,3,7,1,1,1,1,1,1,1,1,1,1,1,3,NA,2,25,61,25,NA,5,"10",2,"Paris","75014",1,"10000",""
"1511",8,2,0,2,5,4,3,5,4,4,5,3,3.75,3.8,4,0,2,NA,1,27,61,24,NA,5,"12",2,"PARIS","75020",1,"15000",""
"1512",8,2,0,2,5,4,4,2,4,2,1,3,3.25,3.4,2.85714285714286,0,2,NA,2,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"1513",8,1,0,1,4,4,4,4,4,3,3,4,4,4,3.71428571428571,0,1,NA,2,1995,61,19,NA,5,"Une dizaine",2,"Paris","",1,"",""
"1514",8,1,0,1,5,6,4,3,3,3,3,3,4,3.8,3.57142857142857,0,1,NA,2,1992,61,22,NA,3,"3",2,"Ivry sur Seine","94200",2,"16800",""
"1515",8,5,1,2,7,1,1,1,1,1,1,1,1,1,1,1,2,NA,2,1991,61,23,NA,6,"30",1,"Paris","75010",1,"",""
"1516",8,3,0,3,6,2,3,4,3,2,4,2,2.75,2.8,2.85714285714286,0,3,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"1517",8,6,1,3,3,3,4,4,4,3,4,5,4,4,3.85714285714286,1,3,NA,1,1996,61,18,NA,4,"1",2,"paris","75017",1,"9800",""
"1518",8,2,0,2,4,4,4,4,4,4,4,4,4,4,4,0,2,NA,2,1990,61,25,NA,6,"7",2,"Paris","75014",1,"non concerne",""
"1519",8,6,1,3,1,6,5,6,7,7,7,7,6,6.2,6.42857142857143,1,3,NA,2,1990,61,24,NA,3,"6",2,"Orsay","91400",1,"25000",""
"1520",8,4,1,1,3,3,4,5,4,3,3,5,4.25,4.2,3.85714285714286,1,1,NA,2,1991,61,23,NA,4,"5",2,"Paris","75013",1,"6000",""
"1521",8,4,1,1,4,4,4,4,3,4,4,4,4,3.8,3.85714285714286,1,1,NA,2,1991,61,24,NA,6,"beaucoup",2,"Courbevoie","92400",1,"?",""
"1522",8,2,0,2,5,2,4,4,3,4,3,3,3.25,3.2,3.28571428571429,0,2,NA,2,1995,61,19,NA,5,"20",2,"Orsay","91400",1,"50000",""
"1523",8,2,0,2,3,6,6,6,6,6,5,5,5.75,5.8,5.71428571428571,0,2,NA,1,1994,61,21,NA,6,"6",2,"Paris","75017",1,"40000",""
"1524",8,4,1,1,3,5,5,6,6,4,6,5,5.25,5.4,5.28571428571429,1,1,NA,2,1990,61,23,NA,1,"20",1,"Argenteuil","95100",1,"22000",""
"1525",8,6,1,3,7,1,1,1,1,1,1,1,1,1,1,1,3,NA,2,1991,61,23,NA,5,"2",2,"paris","75018",1,"45000",""
"1526",8,2,0,2,5,5,3,3,3,5,3,3,3.5,3.4,3.57142857142857,0,2,NA,2,1992,61,23,NA,3,"4",2,"Beauvais","60000",1,"18000",""
"1527",8,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,NA,2,1993,61,20,NA,6,"4",2,"Paris","75016",1,"",""
"1528",8,5,1,2,7,1,1,1,1,1,1,1,1,1,1,1,2,NA,2,1995,10,17,NA,3,"12",2,"L'haa les roses","94240",2,"24000",""
"1529",8,3,0,3,7,3,1,1,4,1,1,1,1.5,2,1.71428571428571,0,3,NA,1,1996,61,0,NA,3,"0",2,"paris","75017",1,"",""
"1530",8,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,NA,2,1991,61,24,NA,4,"4",2,"Gentilly","94250",1,"0",""
"1531",8,6,1,3,1,4,4,7,7,7,7,7,5.5,5.8,6.14285714285714,1,3,NA,2,1990,61,25,NA,6,"4",1,"clamart","92140",1,"27000",""
"1532",8,5,1,2,7,4,3,3,3,3,3,1,2.75,2.8,2.85714285714286,1,2,NA,2,1992,35,0,NA,6,"7",1,"Paris","75013",1,"8909 euros",""
"1533",8,4,1,1,4,2,3,4,3,2,3,4,3.25,3.2,3,1,1,NA,2,1990,61,24,NA,4,"2",2,"paris","75008",1,"30 000",""
"1534",8,4,1,1,4,4,4,4,4,4,6,4,4,4,4.28571428571429,1,1,NA,2,1993,61,21,NA,3,"102",2,"Epinay-sur-seine","93800",1,"24000",""
"1535",8,6,1,3,4,3,4,4,4,3,3,4,3.75,3.8,3.57142857142857,1,3,NA,1,1990,61,24,NA,5,"6",1,"paris","75020",1,"20000",""
"1536",8,3,0,3,6,2,4,2,2,6,2,2,2.5,2.4,2.85714285714286,0,3,NA,2,1995,61,19,NA,5,"0",2,"yerres","91330",1,"50000",""
"1537",8,1,0,1,6,2,1,2,1,2,1,2,1.75,1.6,1.57142857142857,0,1,NA,2,1984,61,31,NA,6,"beaucoup",1,"valence","26000",1,"22000",""
"1538",8,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,NA,2,1990,3,24,NA,6,"20",2,"paris","77630",1,"50000",""
"1539",8,4,1,1,1,5,5,6,2,2,6,7,5.75,5,4.71428571428571,1,1,NA,1,22,61,20,NA,1,"20",2,"Vitry-sur-Seine","94400",1,"25000",""
"1540",8,3,0,3,6,2,2,2,2,3,1,2,2,2,2,0,3,NA,2,1993,61,21,NA,6,"9",2,"PARIS","75013",1,"",""
"1541",8,5,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,NA,2,1991,61,24,NA,6,"au moins 12",2,"Paris","75015",1,"?",""
"1542",8,4,1,1,4,7,4,4,4,4,4,4,4.75,4.6,4.42857142857143,1,1,NA,2,1986,196,15,NA,4,"",1,"Sevran","93270",1,"",""
"1543",8,1,0,1,4,4,4,4,4,3,4,4,4,4,3.85714285714286,0,1,NA,2,1991,61,0,NA,5,"30 ?",2,"Paris","75006",1,"80 000",""
"1544",8,1,0,1,4,4,4,6,3,5,2,4,4.5,4.2,4,0,1,NA,2,1993,61,22,NA,4,"30",2,"Istanbul","34200",1,"30 ppp",""
"1545",8,1,0,1,4,5,2,1,2,7,7,4,3,2.8,4,0,1,NA,1,1991,61,24,NA,6,"4",2,"garges-les-gonesse","95140",1,"23000",""
"1546",8,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,NA,2,1996,61,18,NA,6,"2",2,"Paris","75116",1,"",""
"1547",8,6,1,3,5,4,2,3,3,3,5,3,3,3,3.28571428571429,1,3,NA,2,1995,61,19,NA,6,"2",2,"Paris","75017",1,"?",""
"1548",8,3,0,3,5,4,3,3,3,5,3,3,3.25,3.2,3.42857142857143,0,3,NA,2,21,61,21,NA,3,"beaucoup",2,"villejuif","94800",1,"< 20000e",""
"1549",8,5,1,2,7,1,1,1,1,1,1,1,1,1,1,1,2,NA,2,1995,61,20,NA,6,"11",2,"Paris","75020",1,"80000",""
"1550",8,5,1,2,7,2,1,2,2,1,2,1,1.5,1.6,1.57142857142857,1,2,NA,2,1992,61,22,NA,5,"1",2,"Vincennes","94300",1,"1600",""
"1551",8,2,0,2,7,7,1,7,1,7,1,1,4,3.4,3.57142857142857,0,2,NA,2,1992,61,0,NA,3,"0",2,"SAINT DENIS","93200",1,"6000",""
"1552",8,2,0,2,5,2,3,2,2,2,2,3,2.5,2.4,2.28571428571429,0,2,NA,1,1992,61,22,NA,2,"Grand nombre",2,"Cachan","94230",1,"33000",""
"1553",8,6,1,3,7,3,2,1,1,1,1,1,1.75,1.6,1.42857142857143,1,3,NA,1,1995,3,15,NA,6,"10",2,"Vitry Sur Seine","94400",1,"35000",""
"1554",8,2,0,2,5,4,2,4,2,2,2,3,3.25,3,2.71428571428571,0,2,NA,2,1991,61,23,NA,6,"15-20",2,"Paris","75018",1,"50 000",""
"1555",8,5,1,2,7,1,1,1,1,1,1,1,1,1,1,1,2,NA,2,1994,61,19,NA,6,"6",2,"Le Perreux sur Marne","94170",1,"100000",""
"1556",8,3,0,3,5,3,3,4,4,3,4,3,3.25,3.4,3.42857142857143,0,3,NA,2,1987,61,27,NA,6,"15",2,"vincennes","94300",1,"2400",""
"1557",8,4,1,1,5,3,2,2,1,2,1,3,2.5,2.2,2,1,1,NA,2,1995,61,20,NA,6,"03-Apr",2,"VLG","9180",2,"ne sait pas",""
"1558",8,5,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,NA,1,1993,61,22,NA,4,"21",2,"paris","75019",1,"60000",""
"1559",8,5,1,2,6,3,3,4,1,4,1,2,3,2.6,2.57142857142857,1,2,NA,2,1994,61,20,NA,5,"Plusieurs",2,"Montrouge","92120",1,"aucune idee",""
"1560",8,1,0,1,5,4,3,4,4,4,4,3,3.5,3.6,3.71428571428571,0,1,NA,2,1993,61,20,NA,6,"6 ou 7",1,"st denis","93450",1,"",""
"1561",8,6,1,3,4,3,4,4,2,3,3,4,3.75,3.4,3.28571428571429,1,3,NA,1,1991,61,24,NA,2,"7",2,"Paris","75016",1,"37000",""
"1562",8,1,0,1,1,4,3,4,4,2,3,7,4.5,4.4,3.85714285714286,0,1,NA,2,1991,61,23,NA,3,"20",2,"athis-Mons","91200",1,"ne sais pas",""
"1563",8,6,1,3,5,1,1,3,1,1,1,3,2,1.8,1.57142857142857,1,3,NA,2,1987,NA,28,NA,6,"11",1,"","",1,"",""
"1564",8,2,0,2,4,4,4,3,2,3,2,4,3.75,3.4,3.14285714285714,0,2,NA,2,1992,61,22,NA,6,"+ de 20.",2,"Paris","75003",1,"24000",""
"1565",8,2,0,2,3,3,4,4,2,4,3,5,4,3.6,3.57142857142857,0,2,NA,1,1991,61,23,NA,6,"4",2,"Meudon","92190",1,"40000",""
"1566",8,5,1,2,5,4,3,3,3,3,3,3,3.25,3.2,3.14285714285714,1,2,NA,1,1993,61,21,NA,6,"3",2,"Paris","75003",1,"24000",""
"1567",8,5,1,2,6,2,3,1,2,2,2,2,2,2,2,1,2,NA,2,1990,61,25,NA,6,"8",2,"Paris","75014",1,"42 000",""
"1568",8,1,0,1,4,2,1,6,1,7,1,4,3.25,2.8,3.14285714285714,0,1,NA,1,1991,178,20,NA,2,"20",2,"ALFORTVILLE","94140",1,"JE NE SAIS PAS",""
"1569",8,4,1,1,4,4,5,3,2,5,4,4,4,3.6,3.85714285714286,1,1,NA,2,1993,27,21,NA,6,"5",2,"VITRY","94400",1,"25000",""
"1570",8,6,1,3,6,5,3,3,1,5,2,2,3.25,2.8,3,1,3,NA,2,1996,61,NA,NA,NA,"",2,"","",1,"",""
"1571",8,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,NA,1,1990,61,0,NA,4,"+ de 30",2,"Paris","75",1,"25000",""
"1572",8,2,0,2,5,3,4,4,4,3,3,3,3.5,3.6,3.42857142857143,0,2,NA,1,1995,61,19,NA,3,"2",2,"DRAVEIL","91210",1,"19000euros",""
"1573",8,1,0,1,5,3,3,3,1,3,1,3,3,2.6,2.42857142857143,0,1,NA,2,1994,61,21,NA,6,"14",2,"Malakoff","92240",1,"24 000",""
"1574",8,3,0,3,7,7,3,1,2,3,2,1,3,2.8,2.71428571428571,0,3,NA,2,1993,61,22,NA,6,"30",2,"Paris","75018",1,"",""
"1575",8,6,1,3,6,2,1,1,1,1,1,2,1.5,1.4,1.28571428571429,1,3,NA,1,1992,61,22,NA,4,"5",2,"Yerres","91330",1,"50000",""
"1576",8,3,0,3,5,5,4,4,6,3,5,3,4,4.4,4.28571428571429,0,3,NA,1,1995,61,19,NA,6,"1",2,"SOUTHAMPTON","SO14 6U",1,"1000",""
"1577",8,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,NA,2,1988,61,26,NA,6,"2",2,"pantin","93500",1,"115000",""
"1578",8,3,0,3,4,4,2,3,6,3,4,4,3.25,3.8,3.71428571428571,0,3,NA,1,1989,61,25,NA,6,"",NA,"","",NA,"",""
"1579",8,4,1,1,2,6,5,6,6,6,6,6,5.75,5.8,5.85714285714286,1,1,NA,2,1992,61,23,NA,5,"5",2,"Paris","75015",1,"",""
"1580",8,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,NA,2,25,61,25,NA,4,"",2,"ASNIERES","92600",1,"10000",""
"1581",8,3,0,3,6,3,3,3,6,5,2,2,2.75,3.4,3.42857142857143,0,3,NA,2,1994,61,20,NA,4,"7",1,"Ivry sur Seine","94200",1,"22500 euros",""
"1582",8,4,1,1,4,6,6,6,6,5,6,4,5.5,5.6,5.57142857142857,1,1,NA,2,1988,61,0,NA,4,"",2,"Montgeron","91230",1,"35 000",""
"1583",8,5,1,2,5,3,3,4,3,3,4,3,3.25,3.2,3.28571428571429,1,2,NA,1,1988,169,26,NA,5,"3",2,"Lausanne","1024",1,"2000",""
"1584",8,5,1,2,4,3,3,3,3,4,2,4,3.25,3.2,3.14285714285714,1,2,NA,1,1994,61,20,NA,3,"9",1,"Bouloge-Billancourt","92100",1,"30000",""
"1585",8,2,0,2,5,3,3,2,4,2,3,3,2.75,3,2.85714285714286,0,2,NA,2,1992,61,23,NA,3,"6",2,"PARIS","75018",1,"16800 euros",""
"1586",8,5,1,2,4,4,4,3,3,5,3,4,3.75,3.6,3.71428571428571,1,2,NA,2,1996,61,19,NA,5,"2",2,"paris","75003",1,"50 000",""
"1587",8,3,0,3,4,3,3,4,4,4,4,4,3.5,3.6,3.71428571428571,0,3,NA,2,1987,61,27,NA,3,"",2,"Alfortville","94140",1,"53000",""
"1588",8,2,0,2,7,7,7,7,7,7,7,1,5.5,5.8,6.14285714285714,0,2,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"1589",8,6,1,3,5,4,3,4,3,3,3,3,3.5,3.4,3.28571428571429,1,3,NA,2,1994,61,21,NA,3,"5",2,"Maisons-Laffitte","78600",1,"29000",""
"1590",8,4,1,1,4,4,5,5,3,5,4,4,4.5,4.2,4.28571428571429,1,1,NA,2,1991,61,23,NA,6,"10",2,"PARIS","75014",1,"6000",""
