"","Study","Sex_female","Age","Age_squared","BMI","BMI_squared","Body_fat","Body_fat_squared","Race_white","Race_african_american"
"1",2,0.875,38.4,1526.4,27.6,52.59,0.305,0.100946,0.833,0.125
