"","subid","cnumber","ctransactiontime","structure","visibility","incentives","gender","bornafter1990","device","managerial","median_speed","cartpercentmin","cartpercentmax","study"
"5870","Sub288",1,36.368,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",26.173,0,0.0666667,"USC"
"5885","Sub289",1,29.319,"Parallel","Full.Visibility","Flat","Female",1,"Mouse","No",35.901,0,0.0666667,"USC"
"5900","Sub290",1,36.008,"Parallel","Full.Visibility","Flat","Male",1,"MousePad","Yes",32.961,0,0.0666667,"USC"
"5915","Sub291",1,22.268,"Parallel","Full.Visibility","Flat","Female",0,"MousePad","Yes",28.428,0,0.0666667,"USC"
"5930","Sub292",1,126.465,"Parallel","Full.Visibility","Flat","Female",0,"Mouse","No",28.734,0,0.0666667,"USC"
"5945","Sub293",1,33.213,"Parallel","Full.Visibility","Flat","Female",1,"Mouse","No",38.277,0,0.0666667,"USC"
"5960","Sub294",1,34.74,"Parallel","Full.Visibility","Flat","Female",1,"Mouse","Yes",29.427,0,0.0666667,"USC"
"5975","Sub295",1,135.509,"Parallel","Full.Visibility","Flat","Female",0,"Mouse","Yes",25.674,0,0.0666667,"USC"
"5990","Sub296",1,34.07,"Parallel","Full.Visibility","Flat","Female",0,"MousePad","Yes",30.008,0,0.0625,"USC"
"6006","Sub297",1,151.749,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",29.75,0,0.0625,"USC"
"6022","Sub298",1,155.17,"Parallel","Full.Visibility","Flat","Female",1,"MousePad","Yes",26.209,0,0.0625,"USC"
"6038","Sub299",1,62.342,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",29.911,0,0.0625,"USC"
"6054","Sub300",1,23.996,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",30.124,0,0.0625,"USC"
"6070","Sub301",1,45.899,"Parallel","Full.Visibility","Flat","Male",0,"MousePad","Yes",31.18,0,0.0625,"USC"
"6086","Sub302",1,36.271,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",28.047,0,0.0588235,"USC"
"6103","Sub303",1,87.315,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",27.1225,0,0.0588235,"USC"
"6120","Sub304",1,36.544,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",35.311,0,0.0588235,"USC"
"6137","Sub305",1,16.995,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",20.964,0,0.0588235,"USC"
"6154","Sub306",1,46.016,"Parallel","Full.Visibility","Flat","Male",1,"MousePad","Yes",27.1445,0,0.0588235,"USC"
"6171","Sub307",1,65.902,"Parallel","Full.Visibility","Flat","Male",1,"TouchScreen","No",29.7165,0,0.0588235,"USC"
"6188","Sub308",1,36.091,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",27.5745,0,0.0555556,"USC"
"6206","Sub309",1,24.444,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",28.867,0,0.0555556,"USC"
"6224","Sub310",1,147.033,"Parallel","Full.Visibility","Flat","Male",1,"Mouse","Yes",24.0115,0,0.0555556,"USC"
"6242","Sub311",1,36.779,"Parallel","Full.Visibility","Flat","Male",1,"MousePad","Yes",34.33,0,0.0555556,"USC"
"6260","Sub312",1,22.217,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",19.544,0,0.0526316,"USC"
"6279","Sub313",1,24.6,"Parallel","Full.Visibility","Flat","Female",0,"Mouse","Yes",30.59,0,0.0526316,"USC"
"6298","Sub314",1,83.812,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",27.687,0,0.0526316,"USC"
"6317","Sub315",1,43.685,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",23.162,0,0.05,"USC"
"6337","Sub316",1,25.628,"Parallel","Full.Visibility","Flat","Male",1,"MousePad","Yes",28.23,0,0.05,"USC"
"6357","Sub317",1,33.359,"Parallel","Full.Visibility","Flat","Male",0,"MousePad","Yes",18.556,0,0.05,"USC"
"6377","Sub318",1,35.303,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",31.04,0,0.05,"USC"
"6397","Sub319",1,46.819,"Parallel","Full.Visibility","Flat","Male",0,"MousePad","Yes",20.93,0,0.05,"USC"
"6417","Sub320",1,41.564,"Parallel","Full.Visibility","Flat","Male",1,"MousePad","No",26.28,0,0.05,"USC"
"6437","Sub321",1,30.156,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",21.134,0,0.05,"USC"
"6457","Sub322",1,108.138,"Parallel","Full.Visibility","Flat","Female",0,"MousePad","Yes",20.7285,0,0.047619,"USC"
"6478","Sub323",1,33.805,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",25.1735,0,0.0454545,"USC"
"6500","Sub324",1,18.026,"Parallel","Full.Visibility","Flat","Female",1,"MousePad","No",20.3425,0,0.0454545,"USC"
"6522","Sub325",1,20.093,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",19.399,0,0.0454545,"USC"
"6544","Sub326",1,29.784,"Parallel","Full.Visibility","Flat","Female",0,"Mouse","Yes",26.485,0,0.0454545,"USC"
"6566","Sub327",1,33.042,"Parallel","Full.Visibility","Flat","Male",0,"MousePad","Yes",23.5055,0,0.0454545,"USC"
"6588","Sub328",1,32.58,"Parallel","Full.Visibility","Flat","Female",0,"Mouse","Yes",22.676,0,0.0434783,"USC"
"6611","Sub329",1,31.507,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",21.87,0,0.0434783,"USC"
"6634","Sub330",1,44.319,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",20.7105,0,0.0454545,"USC"
"6656","Sub331",1,27.009,"Parallel","Full.Visibility","Flat","Male",0,"MousePad","Yes",19.947,0,0.0434783,"USC"
"6679","Sub332",1,21.507,"Parallel","Full.Visibility","Flat","Male",0,"MousePad","Yes",20.235,0,0.0434783,"USC"
"6702","Sub333",1,24.433,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",21.058,0,0.0434783,"USC"
"6725","Sub334",1,29.56,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",22.463,0,0.0416667,"USC"
"6749","Sub335",1,15.529,"Parallel","Full.Visibility","Flat","Male",0,"TouchScreen","Yes",19.659,0,0.0416667,"USC"
"6773","Sub336",1,20.697,"Parallel","Full.Visibility","Flat","Male",1,"Mouse","Yes",22.5005,0,0.04,"USC"
"6798","Sub337",1,34.726,"Parallel","Full.Visibility","Flat","Female",0,"Mouse","Yes",17.9655,0,0.04,"USC"
"6823","Sub338",1,24.451,"Parallel","Full.Visibility","Flat","Male",1,"MousePad","Yes",20.758,0,0.04,"USC"
"6848","Sub339",1,34.371,"Parallel","Full.Visibility","Flat","Male",1,"MousePad","Yes",22.1275,0,0.04,"USC"
"6873","Sub340",1,15.404,"Parallel","Full.Visibility","Flat","Male",0,"MousePad","No",15.079,0,0.0384615,"USC"
"6899","Sub341",1,43.477,"Parallel","Full.Visibility","Flat","Male",0,"MousePad","Yes",16.1555,0,0.0384615,"USC"
"6925","Sub342",1,26.93,"Parallel","Full.Visibility","Flat","Female",0,"Mouse","No",16.918,0,0.037037,"USC"
"6952","Sub343",1,20.818,"Parallel","Full.Visibility","Flat","Female",0,"Mouse","No",23.151,0,0.0384615,"USC"
"6978","Sub344",1,17.041,"Parallel","Full.Visibility","Flat","Male",1,"Mouse","Yes",18.429,0,0.037037,"USC"
"7005","Sub345",1,45.64,"Parallel","Full.Visibility","Flat","Male",1,"Mouse","No",15.007,0,0.037037,"USC"
"7032","Sub346",1,35.128,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",17.175,0,0.037037,"USC"
"7059","Sub347",1,27.912,"Parallel","Full.Visibility","Flat","Female",0,"Mouse","Yes",15.95,0,0.0357143,"USC"
"7087","Sub348",1,29.365,"Parallel","Full.Visibility","Flat","Female",0,"Mouse","No",16.999,0,0.0357143,"USC"
"7115","Sub349",1,16.776,"Parallel","Full.Visibility","Flat","Male",0,"MousePad","Yes",20.027,0,0.0357143,"USC"
"7143","Sub350",1,18.224,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",12.85,0,0.0344828,"USC"
"7172","Sub351",1,15.523,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",17.123,0,0.0344828,"USC"
"7201","Sub352",1,14.136,"Parallel","Full.Visibility","Flat","Male",1,"Mouse","No",10.3365,0,0.0344828,"USC"
"7230","Sub353",1,25.985,"Parallel","Full.Visibility","Flat","Male",0,"MousePad","No",12.851,0,0.0333333,"USC"
"7260","Sub354",1,16.595,"Parallel","Full.Visibility","Flat","Female",0,"Mouse","No",17.3335,0,0.0333333,"USC"
"7290","Sub355",1,38.097,"Parallel","Full.Visibility","Flat","Female",0,"MousePad","Yes",16.4025,0,0.0333333,"USC"
"7320","Sub356",1,98.55,"Parallel","Full.Visibility","Flat","Female",1,"Mouse","Yes",13.207,0,0.03125,"USC"
"7352","Sub357",1,22.035,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",13.327,0,0.0322581,"USC"
"7383","Sub358",1,28.703,"Parallel","Full.Visibility","Flat","Male",1,"Mouse","No",17.744,0,0.0322581,"USC"
"7414","Sub359",1,12.022,"Parallel","Full.Visibility","Flat","Male",1,"Mouse","No",12.991,0,0.03125,"USC"
"7446","Sub360",1,32.109,"Parallel","Full.Visibility","Flat","Male",1,"MousePad","Yes",15.046,0,0.030303,"USC"
"7479","Sub361",1,14.989,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",11.39,0,0.03125,"USC"
"7511","Sub362",1,24.029,"Parallel","Full.Visibility","Flat","Female",1,"MousePad","Yes",15.282,0,0.030303,"USC"
"7544","Sub363",1,21.742,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",14.875,0,0.03125,"USC"
"7576","Sub364",1,16.99,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",15.531,0,0.03125,"USC"
"7608","Sub365",1,17.845,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",11.0165,0,0.0294118,"USC"
"7642","Sub366",1,16.384,"Parallel","Full.Visibility","Flat","Female",0,"MousePad","Yes",16.075,0,0.0294118,"USC"
"7676","Sub367",1,15.612,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",12.6855,0,0.0294118,"USC"
"7710","Sub368",1,27.407,"Parallel","Full.Visibility","Flat","Female",0,"MousePad","No",14.601,0,0.0285714,"USC"
"7745","Sub369",1,16.56,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","Yes",14.559,0,0.0277778,"USC"
"7781","Sub370",1,16.386,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",13.225,0,0.0285714,"USC"
"7816","Sub371",1,14.888,"Parallel","Full.Visibility","Flat","Male",0,"Mouse","No",14.216,0,0.025,"USC"
"7856","Sub372",1,15.09,"Parallel","Full.Visibility","Flat","Female",0,"MousePad","Yes",13.658,0,0.025,"USC"
"7896","Sub373",1,20.654,"Parallel","Full.Visibility","Flat","Female",1,"TouchScreen","No",13.172,0,0.025,"USC"
"7936","Sub374",1,9.324,"Parallel","Full.Visibility","Flat","Male",1,"Mouse","Yes",10.082,0,0.0212766,"USC"
"7983","Sub375",1,13.809,"Parallel","Full.Visibility","Flat","Male",1,"Mouse","No",11.849,0,0.0217391,"USC"
"8029","Sub376",1,13.328,"Parallel","Full.Visibility","Flat","Male",1,"Mouse","Yes",9.094,0,0.0178571,"USC"
"8085","Sub377",1,569.707,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",569.707,0,1,"USC"
"8086","Sub378",1,205.519,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",173.01,0,0.3333333,"USC"
"8089","Sub379",1,107.615,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",97.277,0,0.3333333,"USC"
"8092","Sub380",1,479.788,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",34.585,0,0.25,"USC"
"8096","Sub381",1,313.359,"Single","Full.Visibility","Flat","Male",0,"MousePad","No",44.692,0,0.25,"USC"
"8100","Sub382",1,38.145,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",52.0535,0,0.2,"USC"
"8105","Sub383",1,406.277,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",23.7065,0,0.1666667,"USC"
"8111","Sub384",1,353.195,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",36.8605,0,0.1666667,"USC"
"8117","Sub385",1,69.484,"Single","Full.Visibility","Flat","Female",1,"Mouse","Yes",48.629,0,0.1666667,"USC"
"8123","Sub386",1,29.992,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",25.965,0,0.1666667,"USC"
"8129","Sub387",1,326.904,"Single","Full.Visibility","Flat","Female",1,"Mouse","No",43.649,0,0.1666667,"USC"
"8135","Sub388",1,337.603,"Single","Full.Visibility","Flat","Female",0,"Mouse","Yes",43.1915,0,0.1666667,"USC"
"8141","Sub389",1,138.315,"Single","Full.Visibility","Flat","Female",1,"Mouse","No",55.759,0,0.1428571,"USC"
"8148","Sub390",1,141.749,"Single","Full.Visibility","Flat","Female",1,"Mouse","Yes",32.665,0,0.1428571,"USC"
"8155","Sub391",1,80.775,"Single","Full.Visibility","Flat","Male",1,"Mouse","Yes",50.77,0,0.1428571,"USC"
"8162","Sub392",1,39.409,"Single","Full.Visibility","Flat","Male",0,"MousePad","Yes",52.476,0,0.1428571,"USC"
"8169","Sub393",1,24.315,"Single","Full.Visibility","Flat","Male",1,"MousePad","No",30.101,0,0.125,"USC"
"8177","Sub394",1,165.789,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",51.512,0,0.125,"USC"
"8185","Sub395",1,94.782,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",39.0415,0,0.1111111,"USC"
"8194","Sub396",1,32.643,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",48.0345,0,0.1111111,"USC"
"8203","Sub397",1,173.57,"Single","Full.Visibility","Flat","Male",1,"MousePad","Yes",25.9135,0,0.1111111,"USC"
"8212","Sub398",1,66.458,"Single","Full.Visibility","Flat","Female",1,"MousePad","No",46.205,0,0.1,"USC"
"8222","Sub399",1,22.44,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",31.176,0,0.1,"USC"
"8232","Sub400",1,337.851,"Single","Full.Visibility","Flat","Male",1,"Mouse","Yes",22.667,0,0.0909091,"USC"
"8243","Sub401",1,294.172,"Single","Full.Visibility","Flat","Female",0,"Mouse","No",21.593,0,0.0909091,"USC"
"8254","Sub402",1,164.803,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",22.273,0,0.0833333,"USC"
"8266","Sub403",1,32.197,"Single","Full.Visibility","Flat","Male",0,"MousePad","Yes",53.293,0,0.0909091,"USC"
"8277","Sub404",1,33.56,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",29.405,0,0.0833333,"USC"
"8289","Sub405",1,34.955,"Single","Full.Visibility","Flat","Female",1,"Mouse","Yes",45.454,0,0.0833333,"USC"
"8301","Sub406",1,42.442,"Single","Full.Visibility","Flat","Female",0,"MousePad","No",44.583,0,0.0833333,"USC"
"8313","Sub407",1,81.056,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",22.6935,0,0.0769231,"USC"
"8326","Sub408",1,40.731,"Single","Full.Visibility","Flat","Male",0,"MousePad","No",26.11,0,0.0769231,"USC"
"8339","Sub409",1,24.418,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",50.6715,0,0.0769231,"USC"
"8352","Sub410",1,31.674,"Single","Full.Visibility","Flat","Male",0,"MousePad","No",33.349,0,0.0769231,"USC"
"8365","Sub411",1,43.523,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",34.417,0,0.0714286,"USC"
"8379","Sub412",1,24.437,"Single","Full.Visibility","Flat","Male",0,"MousePad","No",31.778,0,0.0666667,"USC"
"8394","Sub413",1,24.965,"Single","Full.Visibility","Flat","Male",0,"MousePad","Yes",20.633,0,0.0666667,"USC"
"8409","Sub414",1,249.059,"Single","Full.Visibility","Flat","Male",0,"MousePad","Yes",24.123,0,0.0666667,"USC"
"8424","Sub415",1,36.657,"Single","Full.Visibility","Flat","Male",1,"Mouse","Yes",40.469,0,0.0666667,"USC"
"8439","Sub416",1,28.833,"Single","Full.Visibility","Flat","Female",0,"Mouse","Yes",26.005,0,0.0666667,"USC"
"8454","Sub417",1,33.882,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",35.908,0,0.0625,"USC"
"8470","Sub418",1,40.051,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",33.494,0,0.0625,"USC"
"8486","Sub419",1,54.457,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",28.017,0,0.0625,"USC"
"8502","Sub420",1,30.392,"Single","Full.Visibility","Flat","Male",1,"MousePad","Yes",34.431,0,0.0625,"USC"
"8518","Sub421",1,34.148,"Single","Full.Visibility","Flat","Female",0,"Mouse","No",22.146,0,0.0625,"USC"
"8534","Sub422",1,43.766,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",34.827,0,0.0625,"USC"
"8550","Sub423",1,25.002,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",33.178,0,0.0588235,"USC"
"8567","Sub424",1,33.967,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",34.1445,0,0.0588235,"USC"
"8584","Sub425",1,21.69,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",24.5115,0,0.0588235,"USC"
"8601","Sub426",1,20.97,"Single","Full.Visibility","Flat","Male",0,"MousePad","No",28.0075,0,0.0588235,"USC"
"8618","Sub427",1,24.467,"Single","Full.Visibility","Flat","Female",0,"Mouse","No",37.9195,0,0.0555556,"USC"
"8636","Sub428",1,27.306,"Single","Full.Visibility","Flat","Female",0,"Mouse","No",28.4725,0,0.0555556,"USC"
"8654","Sub429",1,27.349,"Single","Full.Visibility","Flat","Female",1,"Mouse","Yes",30.051,0,0.0555556,"USC"
"8672","Sub430",1,81.008,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",26.214,0,0.0526316,"USC"
"8691","Sub431",1,32.548,"Single","Full.Visibility","Flat","Female",1,"Mouse","No",24.922,0,0.0526316,"USC"
"8710","Sub432",1,68.984,"Single","Full.Visibility","Flat","Male",0,"MousePad","Yes",18.849,0,0.0526316,"USC"
"8729","Sub433",1,25.55,"Single","Full.Visibility","Flat","Female",1,"Mouse","No",31.734,0,0.0526316,"USC"
"8748","Sub434",1,26.598,"Single","Full.Visibility","Flat","Male",0,"MousePad","Yes",23.702,0,0.05,"USC"
"8768","Sub435",1,62.117,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",16.41,0,0.05,"USC"
"8788","Sub436",1,26.555,"Single","Full.Visibility","Flat","Male",0,"MousePad","Yes",20.513,0,0.05,"USC"
"8808","Sub437",1,43.836,"Single","Full.Visibility","Flat","Female",0,"Mouse","Yes",24.85,0,0.05,"USC"
"8828","Sub438",1,28.231,"Single","Full.Visibility","Flat","Male",0,"MousePad","Yes",25.549,0,0.05,"USC"
"8848","Sub439",1,27.608,"Single","Full.Visibility","Flat","Male",0,"MousePad","No",25.495,0,0.05,"USC"
"8868","Sub440",1,27.052,"Single","Full.Visibility","Flat","Female",0,"Mouse","No",29.349,0,0.05,"USC"
"8888","Sub441",1,31.041,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",26.192,0,0.05,"USC"
"8908","Sub442",1,24.37,"Single","Full.Visibility","Flat","Female",1,"MousePad","Yes",26.166,0,0.047619,"USC"
"8929","Sub443",1,26.843,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",23.114,0,0.047619,"USC"
"8950","Sub444",1,29.808,"Single","Full.Visibility","Flat","Female",0,"Mouse","No",22.9855,0,0.047619,"USC"
"8971","Sub445",1,31.642,"Single","Full.Visibility","Flat","Female",1,"MousePad","No",23.7565,0,0.047619,"USC"
"8992","Sub446",1,19.86,"Single","Full.Visibility","Flat","Male",1,"Mouse","Yes",26.8805,0,0.047619,"USC"
"9013","Sub447",1,38.577,"Single","Full.Visibility","Flat","Male",1,"Mouse","Yes",24.378,0,0.047619,"USC"
"9034","Sub448",1,18.328,"Single","Full.Visibility","Flat","Male",1,"MousePad","Yes",28.3275,0,0.047619,"USC"
"9055","Sub449",1,24.122,"Single","Full.Visibility","Flat","Female",0,"Mouse","No",25.554,0,0.0454545,"USC"
"9077","Sub450",1,13.923,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",24.363,0,0.0454545,"USC"
"9099","Sub451",1,28.532,"Single","Full.Visibility","Flat","Female",0,"TouchScreen","Yes",25.7505,0,0.0454545,"USC"
"9121","Sub452",1,42.301,"Single","Full.Visibility","Flat","Male",1,"Mouse","Yes",21.4165,0,0.0454545,"USC"
"9143","Sub453",1,23.553,"Single","Full.Visibility","Flat","Female",0,"MousePad","No",22.5665,0,0.0454545,"USC"
"9165","Sub454",1,36.344,"Single","Full.Visibility","Flat","Female",0,"Mouse","No",24.651,0,0.0434783,"USC"
"9188","Sub455",1,20.413,"Single","Full.Visibility","Flat","Female",0,"Mouse","No",21.121,0,0.0434783,"USC"
"9211","Sub456",1,26.177,"Single","Full.Visibility","Flat","Male",0,"MousePad","Yes",21.502,0,0.0416667,"USC"
"9235","Sub457",1,27.407,"Single","Full.Visibility","Flat","Male",0,"MousePad","Yes",18.213,0,0.04,"USC"
"9260","Sub458",1,22.098,"Single","Full.Visibility","Flat","Female",0,"Mouse","No",18.918,0,0.0416667,"USC"
"9284","Sub459",1,23.647,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",18.6415,0,0.04,"USC"
"9309","Sub460",1,23.516,"Single","Full.Visibility","Flat","Female",0,"Mouse","Yes",18.2965,0,0.04,"USC"
"9334","Sub461",1,37.341,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",19.133,0,0.04,"USC"
"9359","Sub462",1,24.687,"Single","Full.Visibility","Flat","Female",1,"Mouse","No",22.718,0,0.04,"USC"
"9384","Sub463",1,15.572,"Single","Full.Visibility","Flat","Female",1,"MousePad","Yes",17.3555,0,0.04,"USC"
"9409","Sub464",1,24.833,"Single","Full.Visibility","Flat","Female",0,"Mouse","Yes",19.7515,0,0.0384615,"USC"
"9435","Sub465",1,19.462,"Single","Full.Visibility","Flat","Female",1,"Mouse","Yes",15.698,0,0.037037,"USC"
"9462","Sub466",1,16.289,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",18.688,0,0.0357143,"USC"
"9490","Sub467",1,19.911,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",17.9955,0,0.0344828,"USC"
"9519","Sub468",1,25.252,"Single","Full.Visibility","Flat","Female",1,"MousePad","Yes",17.7005,0,0.0344828,"USC"
"9548","Sub469",1,20.509,"Single","Full.Visibility","Flat","Female",0,"MousePad","Yes",18.619,0,0.0344828,"USC"
"9577","Sub470",1,17.409,"Single","Full.Visibility","Flat","Male",1,"Mouse","Yes",15.7085,0,0.0333333,"USC"
"9607","Sub471",1,17.81,"Single","Full.Visibility","Flat","Female",0,"Mouse","Yes",16.511,0,0.03125,"USC"
"9639","Sub472",1,19.073,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",15.855,0,0.03125,"USC"
"9671","Sub473",1,14.66,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",13.3615,0,0.030303,"USC"
"9704","Sub474",1,18.625,"Single","Full.Visibility","Flat","Female",1,"Mouse","No",16.67,0,0.030303,"USC"
"9737","Sub475",1,14.751,"Single","Full.Visibility","Flat","Male",1,"MousePad","No",16.204,0,0.0294118,"USC"
"9771","Sub476",1,14.607,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",16.4115,0,0.0294118,"USC"
"9805","Sub477",1,17.932,"Single","Full.Visibility","Flat","Female",0,"Mouse","Yes",14.5195,0,0.0294118,"USC"
"9839","Sub478",1,12.424,"Single","Full.Visibility","Flat","Female",0,"Mouse","No",13.6715,0,0.0294118,"USC"
"9873","Sub479",1,14.574,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",14.553,0,0.0285714,"USC"
"9908","Sub480",1,15.387,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",15.387,0,0.0277778,"USC"
"9944","Sub481",1,13.735,"Single","Full.Visibility","Flat","Female",1,"Mouse","Yes",14.037,0,0.0277778,"USC"
"9980","Sub482",1,16.367,"Single","Full.Visibility","Flat","Female",0,"MousePad","No",15.668,0,0.0285714,"USC"
"10015","Sub483",1,15.565,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",14.8245,0,0.027027,"USC"
"10052","Sub484",1,13.016,"Single","Full.Visibility","Flat","Male",1,"MousePad","No",13.0745,0,0.027027,"USC"
"10089","Sub485",1,12.658,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",12.031,0,0.025641,"USC"
"10128","Sub486",1,20.364,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",12.508,0,0.025641,"USC"
"10167","Sub487",1,21.094,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",14.326,0,0.025641,"USC"
"10206","Sub488",1,20.788,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",12.575,0,0.025641,"USC"
"10245","Sub489",1,10.144,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",11.8665,0,0.0238095,"USC"
"10287","Sub490",1,11.372,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",11.3415,0,0.0238095,"USC"
"10329","Sub491",1,15.542,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",11.398,0,0.0238095,"USC"
"10371","Sub492",1,14.282,"Single","Full.Visibility","Flat","Male",1,"Mouse","Yes",13.205,0,0.0232558,"USC"
"10414","Sub493",1,12.649,"Single","Full.Visibility","Flat","Male",0,"Mouse","Yes",11.904,0,0.0227273,"USC"
"10458","Sub494",1,11.942,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",12.193,0,0.0227273,"USC"
"10502","Sub495",1,9.411,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",10.0915,0,0.0222222,"USC"
"10547","Sub496",1,13.927,"Single","Full.Visibility","Flat","Male",0,"Mouse","No",9.613501,0,0.0217391,"USC"
"10593","Sub497",1,12.241,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",10.151,0,0.0204082,"USC"
"10642","Sub498",1,12.849,"Single","Full.Visibility","Flat","Male",1,"Mouse","No",9.288,0,0.0185185,"USC"
