"","Consent","Pre_Perc_1","Pre_Cert","C1","Post_Perc_1","Post_Cert","Check","Check_4_TEXT","See","Pet_Agree","Pet_Conv","Pie_Agree","Pie_Conv","Age","Gender","Party","Educ","Occ","Live","ConditionOne","ConditionTwo","ConditionThree","ConditionFour","ConditionFive","Gender_female","Education_college","Party_democrat"
"775",1,90,6,NA,97,6,4,"I am paying attention",1,NA,NA,6,6,2,1,1,1,2,1,NA,1,NA,NA,NA,0,0,1
"776",1,75,1,8,75,1,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,1,2,2,1,1,NA,NA,NA,NA,1,1,1
"777",1,76,1,NA,97,3,4,"I am paying attention.",1,NA,NA,2,4,3,1,2,4,2,1,NA,1,NA,NA,NA,0,1,0
"778",1,85,5,NA,90,4,4,"I am paying attention",4,4,3,5,5,4,2,2,3,2,1,NA,NA,NA,1,NA,1,1,0
"779",1,88,7,8,77,6,4,"I am paying attention",5,NA,NA,NA,NA,2,1,1,3,2,1,1,NA,NA,NA,NA,0,1,1
"780",1,98,6,NA,98,6,4,"I am paying attention",2,1,1,NA,NA,3,1,1,1,2,1,NA,NA,1,NA,NA,0,0,1
"781",1,99,7,NA,97,7,4,"I am paying attention",4,1,1,7,7,3,2,3,5,2,1,NA,NA,NA,NA,1,1,0,0
"782",1,71,1,NA,97,6,4,"I am paying attention",4,6,6,NA,6,2,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"783",1,97,7,NA,97,7,4,"I am paying attention",1,NA,NA,7,6,2,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"784",1,64,5,NA,30,5,4,"I am paying attention.",4,3,2,3,3,4,1,2,2,2,1,NA,NA,NA,NA,1,0,1,0
"785",1,71,3,NA,65,3,4,"I am paying attention.",2,1,2,NA,NA,2,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"786",1,0,7,8,0,7,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,4,2,2,1,1,NA,NA,NA,NA,0,1,0
"787",1,57,4,NA,90,5,4,"I am paying attention",4,5,4,5,4,2,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"788",1,97,7,NA,97,6,4,"I am paying attention.",1,NA,NA,7,7,2,2,1,1,2,1,NA,1,NA,NA,NA,1,0,1
"789",1,100,4,NA,100,4,4,"I am paying attention.",2,1,1,NA,NA,2,2,1,1,2,1,NA,NA,1,NA,NA,1,0,1
"790",1,39,1,NA,1,2,4,"I am paying attention",2,4,4,NA,NA,2,2,3,2,2,1,NA,NA,NA,NA,1,1,1,0
"791",1,95,6,NA,97,7,4,"I am paying attention.",4,5,5,7,7,2,1,1,4,2,1,NA,NA,NA,1,NA,0,1,1
"792",1,25,6,8,20,6,4,"I am paying attention",5,NA,NA,NA,NA,2,2,1,2,NA,1,1,NA,NA,NA,NA,1,1,1
"793",1,51,2,8,50,2,4,"I am paying attention.",5,NA,NA,NA,NA,3,2,1,1,2,1,1,NA,NA,NA,NA,1,0,1
"794",1,63,7,NA,75,4,4,"I am paying attention",1,NA,NA,7,6,2,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"795",1,89,5,NA,89,5,4,"I am paying attention.",2,2,1,NA,NA,2,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"796",1,51,6,NA,NA,2,2,"",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA
"797",1,54,5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA
"798",1,97,6,NA,87,2,4,"I am paying attention.",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA
"799",1,85,3,NA,76,4,4,"I am paying attention.",2,2,2,NA,NA,2,1,1,2,2,1,NA,NA,1,NA,NA,0,1,1
"800",1,68,1,8,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA
"801",1,84,5,NA,97,6,4,"I am paying attention",1,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA
"802",1,90,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA
"803",1,90,6,8,91,6,4,"I am paying attention",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA
"804",1,95,6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA
"805",1,84,5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA
"806",1,97,7,8,97,7,4,"I am paying attention",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA
"807",1,83,5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA
"808",1,74,3,NA,91,3,4,"I am paying attention.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA
"809",1,30,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA
"810",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"811",1,98,6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA
"812",1,65,4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA
"813",1,96,5,NA,91,6,4,"I am paying attention",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA
"814",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"815",1,99,7,NA,97,7,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA
"816",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"817",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"818",1,99,5,8,99,5,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA
"819",1,55,3,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA
"820",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"821",1,86,4,NA,97,6,4,"I am paying attention.",4,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA
"822",1,98,6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA
