"","dummybitter","dummysweet","dummywater","javg","sex","age","policonserv","poliliberal","check_enjoy","check_sweet","check_bitter","check_neutral","check_disgusting","check_regular","study"
"47",0,0,1,63.8333333333333,0,18,0,1,4,1,1,7,1,4,9
"48",1,0,0,68.5,0,19,0,1,1,1,7,2,6,1,9
"49",1,0,0,78.1666666666667,0,23,0,0,1,1,5,1,6,1,9
"50",0,1,0,77.6666666666667,0,18,0,1,5,6,1,3,1,4,9
"51",0,0,1,44.8333333333333,1,20,0,1,4,1,1,7,1,4,9
"52",1,0,0,75.8333333333333,0,18,0,0,1,1,6,1,5,1,9
"53",0,1,0,73.3333333333333,0,18,0,0,5,7,1,1,2,5,9
"54",0,0,1,73.1666666666667,0,18,0,1,4,1,1,7,1,5,9
"55",1,0,0,54.5,1,25,0,1,5,3,6,1,3,1,9
"56",0,0,1,90.5,0,18,0,0,7,4,4,7,1,7,9
"57",0,1,0,63.8333333333333,0,18,0,0,5,7,1,1,2,2,9
"58",0,1,0,76,0,20,0,1,4,5,2,3,2,4,9
"59",0,0,1,62.3333333333333,0,22,0,0,2,2,1,6,1,6,9
"60",1,0,0,69.1666666666667,1,19,0,1,3,2,7,1,2,1,9
"61",0,1,0,63.6666666666667,0,20,0,0,5,7,3,2,3,1,9
"62",0,1,0,73.5,0,35,0,0,5,5,2,1,1,3,9
"63",0,0,1,81.3333333333333,0,19,0,0,5,1,1,6,1,7,9
"64",1,0,0,63.1666666666667,0,21,0,0,1,2,7,1,6,1,9
"65",0,0,1,75.8333333333333,0,21,0,1,4,2,2,6,2,2,9
"66",0,1,0,91.1666666666667,0,20,0,0,4,7,1,1,5,1,9
"67",1,0,0,57.3333333333333,0,19,0,0,1,1,7,1,4,1,9
"68",0,1,0,78.8333333333333,1,19,0,1,4,5,2,5,1,5,9
"69",1,0,0,45.3333333333333,1,21,0,1,1,1,7,4,7,1,9
"70",0,0,1,53.5,0,20,0,0,4,1,1,7,1,4,9
"71",0,0,1,87.3333333333333,0,18,0,0,4,1,1,7,4,6,9
"72",1,0,0,87.8333333333333,0,19,0,0,1,1,7,1,7,1,9
"73",0,0,1,81.5,0,19,0,0,4,1,1,7,1,4,9
"74",0,1,0,70.3333333333333,0,19,0,0,6,5,1,2,1,5,9
"75",0,1,0,59,0,21,0,1,4,3,1,1,1,4,9
"76",1,0,0,58.1666666666667,0,20,0,0,2,1,6,2,5,1,9
"77",1,0,0,68.8333333333333,0,18,0,0,1,1,3,1,7,1,9
"78",0,0,1,65.8333333333333,0,18,0,1,7,4,1,7,1,7,9
"79",0,1,0,66.3333333333333,0,23,0,0,5,6,3,1,1,2,9
"80",0,0,1,84.6666666666667,0,19,0,1,3,1,1,7,4,4,9
"81",1,0,0,72.5,0,20,0,1,1,1,6,1,7,1,9
"82",0,1,0,78,0,19,0,0,4,7,1,2,1,3,9
"83",1,0,0,74.6666666666667,0,20,0,0,1,4,5,1,6,1,9
"84",0,0,1,13.6666666666667,0,18,0,0,4,2,2,7,1,5,9
"85",1,0,0,67.6666666666667,0,17,0,0,2,1,6,1,5,1,9
"86",0,0,1,82.8333333333333,0,18,0,1,4,1,1,7,1,3,9
"87",0,1,0,83.5,0,18,0,1,4,5,1,1,2,2,9
"88",1,0,0,78.3333333333333,0,17,0,1,1,1,6,1,7,1,9
"89",0,0,1,66.5,1,20,0,0,4,1,1,4,1,4,9
"90",0,1,0,76.5,0,19,0,1,6,6,1,2,1,3,9
"91",0,1,0,58.6666666666667,0,21,0,0,6,6,1,3,1,5,9
"92",1,0,0,57.5,0,22,0,1,2,1,5,2,5,3,9
"93",0,0,1,71.8333333333333,0,18,0,1,4,1,1,7,1,4,9
"94",0,1,0,64.6666666666667,0,18,0,1,4,6,1,3,1,3,9
"95",1,0,0,67.6666666666667,0,19,0,1,1,1,7,1,7,1,9
"96",0,1,0,54.6666666666667,0,22,0,1,4,6,5,2,2,3,9
"97",0,0,1,50.3333333333333,1,20,0,1,4,2,5,6,2,2,9
"98",0,1,0,83.6666666666667,0,21,0,1,4,6,1,1,3,3,9
"99",1,0,0,83.6666666666667,1,18,0,1,1,1,7,1,6,2,9
"100",0,0,1,91.6666666666667,0,18,0,1,6,4,4,6,1,7,9
"101",0,0,1,61.8333333333333,1,19,0,1,4,2,1,6,1,7,9
"102",0,1,0,73.8333333333333,0,20,0,1,5,7,1,1,1,4,9
"103",1,0,0,65,1,21,0,0,1,4,5,1,7,1,9
"104",1,0,0,75,0,19,0,0,3,3,6,1,5,2,9
"105",0,1,0,99.8333333333333,0,19,0,0,5,6,1,1,1,2,9
"106",0,0,1,63.1666666666667,1,32,0,1,3,1,6,3,1,1,9
"107",0,0,1,75.8333333333333,0,21,0,1,4,1,1,7,1,5,9
"108",0,1,0,39,0,23,0,1,6,5,1,3,1,7,9
"109",1,0,0,57,1,18,0,1,1,1,7,2,6,1,9
"110",0,1,0,88.1666666666667,0,19,0,0,3,6,2,1,4,1,9
"111",1,0,0,73.3333333333333,1,29,0,1,1,1,5,1,6,1,9
"112",0,0,1,84.8333333333333,0,23,0,1,4,1,1,7,1,7,9
"113",1,0,0,68.8333333333333,0,19,0,1,2,1,6,1,5,2,9
"114",0,1,0,61.3333333333333,1,19,0,1,4,5,2,2,3,2,9
"115",0,0,1,86.8333333333333,1,18,0,0,1,1,1,4,1,4,9
"116",0,0,1,62.8333333333333,1,20,0,1,4,5,1,3,3,2,9
"117",0,1,0,55.3333333333333,0,19,0,1,5,7,1,1,1,2,9
"118",1,0,0,61,0,20,0,0,1,1,5,2,4,1,9
"119",0,1,0,63.8333333333333,0,18,0,0,6,5,2,2,1,5,9
"120",1,0,0,83.8333333333333,0,19,0,0,1,1,6,1,7,1,9
"121",0,0,1,64.1666666666667,1,19,0,1,4,5,3,6,1,5,9
"122",0,1,0,72.1666666666667,1,18,0,1,4,6,1,4,2,1,9
"123",1,0,0,54.8333333333333,1,18,0,1,4,3,7,2,4,4,9
"124",0,0,1,74.6666666666667,0,20,0,0,5,1,1,7,1,7,9
"125",1,0,0,47.3333333333333,0,22,1,0,1,2,7,1,7,1,9
"126",0,0,1,64.8333333333333,1,21,0,0,4,1,1,4,1,5,9
"127",0,1,0,65.5,1,21,1,0,5,5,1,1,2,3,9
"128",1,0,0,100,0,19,0,1,1,1,7,1,7,1,9
"129",0,1,0,66,1,19,0,0,5,6,1,1,1,5,9
"130",0,0,1,57,0,18,0,0,4,1,1,7,1,4,9
"131",0,0,1,77.5,0,18,0,0,4,2,5,6,1,4,9
"132",1,0,0,77.3333333333333,1,19,0,0,2,1,7,2,3,1,9
"133",0,1,0,71.8333333333333,1,18,0,0,6,6,1,1,6,5,9
"134",0,1,0,53,0,18,0,0,6,6,1,2,1,6,9
"135",0,0,1,85.1666666666667,0,19,1,0,7,1,1,7,1,7,9
"136",0,1,0,68.6666666666667,0,20,0,0,5,5,2,1,1,5,9
"137",1,0,0,78.6666666666667,0,18,0,1,1,1,7,1,7,1,9
"138",1,0,0,60.5,0,22,0,1,1,1,5,1,3,1,9
"139",0,0,1,93.1666666666667,0,19,0,1,4,2,1,3,1,2,9
"140",0,1,0,59.3333333333333,0,18,0,0,6,5,1,1,1,3,9
"141",1,0,0,66.1666666666667,0,18,0,1,2,2,5,1,6,1,9
"142",0,0,1,71.3333333333333,0,18,0,1,4,1,1,7,1,1,9
"143",1,0,0,69.8333333333333,0,19,0,1,1,1,7,1,7,1,9
"144",0,0,1,64.5,0,19,0,0,4,5,1,6,1,4,9
"145",0,1,0,59.1666666666667,0,19,0,1,6,6,1,2,1,5,9
"146",1,0,0,50.3333333333333,0,24,0,0,1,1,7,1,7,1,9
"147",0,0,1,87.5,0,21,0,0,4,1,1,7,1,7,9
"148",0,1,0,57,0,19,0,0,4,7,1,1,3,2,9
"149",0,0,1,71.1666666666667,0,20,0,0,4,1,1,7,1,6,9
"150",1,0,0,79.6666666666667,0,18,0,1,1,1,3,1,7,1,9
"151",0,1,0,75.6666666666667,0,19,0,1,4,5,1,2,1,4,9
"152",1,0,0,87,0,18,0,1,2,3,5,1,3,2,9
"153",0,0,1,85.5,0,20,0,1,2,1,1,6,1,6,9
"154",0,0,1,69.1666666666667,0,21,0,1,4,4,1,7,1,7,9
"155",0,1,0,52,0,19,0,1,5,6,1,1,1,6,9
"156",1,0,0,72.1666666666667,0,21,0,0,1,1,7,1,6,1,9
"157",0,0,1,65.5,0,20,0,1,7,1,1,7,1,7,9
"158",0,1,0,47.1666666666667,0,18,0,1,5,7,1,1,1,6,9
"159",1,0,0,74.3333333333333,0,18,0,1,2,1,7,1,6,1,9
"160",0,0,1,66.6666666666667,0,18,0,1,4,1,1,7,1,5,9
"161",0,1,0,84.1666666666667,0,20,0,0,5,6,1,1,2,3,9
"162",0,0,1,80,0,21,1,0,1,1,1,7,1,1,9
"163",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
