"","dummybitter","dummysweet","dummywater","javg","sex","age","policonserv","poliliberal","check_enjoy","check_sweet","check_bitter","check_neutral","check_disgusting","check_regular"
"329",1,0,0,92.3333333333333,1,21,FALSE,TRUE,1,1,7,1,3,1
"330",0,0,1,58.8333333333333,1,21,FALSE,TRUE,3,1,1,4,3,1
"331",0,0,0,72.6666666666667,1,22,FALSE,FALSE,2,1,1,7,1,1
"332",1,0,0,75.1666666666667,0,21,FALSE,TRUE,1,1,7,1,7,1
"333",0,0,1,61.5,1,20,FALSE,TRUE,4,2,1,7,1,1
"334",0,0,1,53,0,19,FALSE,TRUE,4,4,1,5,2,4
"335",1,0,0,71,0,19,FALSE,TRUE,1,2,7,3,5,2
"336",0,1,0,65.6666666666667,0,18,FALSE,TRUE,7,5,1,5,1,7
"337",0,0,0,55.3333333333333,0,18,FALSE,FALSE,1,1,7,1,7,1
"338",0,0,0,61.8333333333333,0,18,FALSE,TRUE,4,3,3,2,2,1
"339",0,1,0,86.8333333333333,0,20,FALSE,TRUE,4,6,1,4,3,2
"340",0,1,0,55.2,0,19,FALSE,TRUE,7,7,1,1,1,7
"341",0,1,0,100,0,18,FALSE,TRUE,7,7,1,1,1,7
"342",0,0,1,81.3333333333333,0,21,TRUE,FALSE,4,1,1,7,2,4
"343",0,0,1,73,1,22,TRUE,FALSE,4,1,1,1,7,3
"344",0,1,0,65.8333333333333,0,21,TRUE,FALSE,4,6,3,3,1,4
"345",1,0,0,65.6666666666667,0,20,FALSE,TRUE,2,1,6,1,6,1
"346",1,0,0,68,0,20,FALSE,TRUE,1,1,5,6,7,1
"347",1,0,0,85,0,19,FALSE,TRUE,1,1,7,1,1,1
"348",0,0,1,60.5,0,21,FALSE,TRUE,6,1,1,7,1,7
"349",0,0,1,78.5,0,19,TRUE,FALSE,4,2,2,6,1,2
"350",0,1,0,75,0,21,FALSE,TRUE,6,6,2,1,1,5
"351",0,1,0,66,0,22,FALSE,TRUE,6,6,1,4,1,5
"352",0,0,0,56.3333333333333,1,19,FALSE,FALSE,4,1,1,7,1,4
"353",0,0,1,73,0,20,FALSE,TRUE,5,1,1,7,1,6
"354",1,0,0,36,1,20,FALSE,TRUE,1,3,6,1,7,1
"355",1,0,0,54.5,1,20,FALSE,TRUE,1,1,7,1,7,1
"356",0,0,1,50.6666666666667,0,21,FALSE,TRUE,7,1,7,4,4,7
"357",0,0,0,55.1666666666667,0,18,FALSE,FALSE,3,1,1,6,1,5
"358",0,1,0,65.5,0,21,FALSE,TRUE,1,1,7,1,7,1
"359",1,0,0,66.6666666666667,1,22,TRUE,FALSE,3,1,6,1,3,3
"360",0,1,0,80.8,0,19,FALSE,TRUE,4,5,1,4,1,1
"361",0,0,1,95.6666666666667,0,20,FALSE,TRUE,4,4,4,4,4,6
"362",0,0,1,60.3333333333333,0,22,FALSE,TRUE,4,4,4,7,1,7
"363",0,0,0,52.3333333333333,0,21,FALSE,FALSE,4,4,4,3,4,5
"364",1,0,0,86.6666666666667,0,21,FALSE,TRUE,1,1,7,1,7,7
"365",1,0,0,58,0,20,FALSE,TRUE,1,1,5,1,7,1
"366",1,0,0,88.8333333333333,0,23,FALSE,TRUE,1,2,6,1,6,4
"367",0,1,0,100,1,18,FALSE,TRUE,6,6,1,1,1,5
"368",0,0,0,91.1666666666667,0,20,FALSE,FALSE,7,7,1,1,1,7
"369",0,0,1,83.1666666666667,0,21,FALSE,TRUE,4,4,4,4,4,4
"370",1,0,0,75.5,0,32,TRUE,FALSE,1,1,7,2,6,1
"371",0,0,0,54.5,0,21,FALSE,TRUE,1,1,7,1,7,1
"372",0,0,0,81.6666666666667,0,19,FALSE,FALSE,4,4,1,4,7,1
"373",0,0,0,85.5,1,22,FALSE,TRUE,1,1,3,1,7,1
"374",0,1,0,80.5,0,23,FALSE,TRUE,4,5,3,1,3,1
"375",0,1,0,67.5,1,21,FALSE,TRUE,7,6,1,1,1,6
"376",0,0,1,71,0,18,TRUE,FALSE,7,1,1,4,1,4
"377",0,0,1,68.2,1,21,FALSE,TRUE,5,1,1,7,1,7
"378",1,0,0,86,0,22,TRUE,FALSE,1,1,7,1,7,1
"379",0,1,0,49.6666666666667,0,19,FALSE,TRUE,6,6,1,1,1,7
"380",0,0,1,94.2,0,19,FALSE,TRUE,7,1,1,1,1,7
"381",0,0,0,64.1666666666667,1,22,FALSE,FALSE,5,2,1,4,4,6
"382",0,1,0,95.3333333333333,1,23,FALSE,TRUE,6,5,1,5,1,6
"383",0,0,0,76.5,0,20,FALSE,FALSE,1,1,7,1,7,1
"384",0,0,1,57,1,19,FALSE,TRUE,5,4,1,4,1,4
"385",0,0,0,82.1666666666667,0,20,FALSE,FALSE,1,1,7,1,7,1
"386",1,0,0,65,1,21,FALSE,TRUE,1,5,5,1,7,1
"387",0,0,0,86.3333333333333,0,20,FALSE,FALSE,4,4,4,4,1,5
"388",0,1,0,90.8333333333333,0,20,FALSE,TRUE,4,5,3,2,3,2
"389",1,0,0,83.1666666666667,1,21,FALSE,TRUE,1,1,7,1,7,1
"390",0,0,0,77.5,0,21,FALSE,FALSE,1,1,7,2,7,2
"391",0,0,0,49,1,22,FALSE,FALSE,4,5,5,2,5,4
"392",0,0,1,60.8333333333333,0,19,TRUE,FALSE,3,4,5,2,3,1
"393",0,0,0,86.5,1,20,FALSE,FALSE,1,1,7,1,7,1
"394",0,0,1,60.1666666666667,0,20,FALSE,TRUE,4,4,4,4,4,6
"395",0,0,0,92.3333333333333,0,20,FALSE,FALSE,1,1,7,1,7,1
"396",0,1,0,71,0,20,TRUE,FALSE,5,5,1,1,1,4
"397",0,0,0,86.8333333333333,1,30,FALSE,FALSE,4,5,5,1,1,3
"398",0,0,1,58.3333333333333,1,19,TRUE,FALSE,4,1,1,7,1,7
"399",0,1,0,76.3333333333333,0,20,FALSE,TRUE,2,4,2,3,3,2
"400",1,0,0,78.8333333333333,1,22,FALSE,TRUE,1,1,7,1,7,1
"401",0,1,0,48,0,20,FALSE,TRUE,6,7,1,1,1,5
"402",1,0,0,80,1,19,FALSE,TRUE,1,1,7,1,7,1
"403",0,0,1,85.8333333333333,0,21,FALSE,TRUE,7,1,1,7,1,7
"404",0,1,0,72,1,23,FALSE,TRUE,7,7,1,1,1,7
"405",1,0,0,73.8,1,23,FALSE,TRUE,1,1,5,1,7,1
"406",0,0,0,77.3333333333333,1,31,FALSE,FALSE,7,4,1,4,1,6
"407",0,0,1,75.8333333333333,0,21,FALSE,TRUE,5,3,1,4,1,7
"408",0,0,0,57.6,1,31,FALSE,FALSE,2,3,1,4,1,1
"409",0,0,1,73.75,1,20,TRUE,FALSE,4,4,4,4,4,4
"410",0,1,0,65.4,1,21,FALSE,TRUE,4,3,5,4,3,3
"411",1,0,0,75.8,1,19,FALSE,TRUE,1,5,7,1,7,1
"412",1,0,0,75.1666666666667,1,22,FALSE,TRUE,2,5,5,1,5,1
"413",0,0,0,82.1666666666667,0,23,FALSE,FALSE,3,1,6,1,2,3
"414",0,0,1,61,0,21,FALSE,TRUE,4,4,4,4,1,7
"415",0,0,1,65.3333333333333,1,20,FALSE,TRUE,4,4,4,4,1,6
"416",0,1,0,49.5,0,20,FALSE,TRUE,3,1,7,1,2,4
"417",0,0,0,60.3333333333333,0,NA,FALSE,FALSE,2,3,6,1,2,3
"418",0,0,0,68.6666666666667,0,21,FALSE,FALSE,2,4,4,1,5,2
"419",0,0,1,54.3333333333333,0,20,FALSE,TRUE,4,4,4,4,2,4
"420",0,0,0,65.6666666666667,0,21,FALSE,TRUE,5,4,4,7,1,6
"421",0,0,0,59.3333333333333,0,20,FALSE,FALSE,1,3,7,1,6,1
"422",0,0,1,71.3333333333333,1,20,FALSE,TRUE,4,1,1,4,1,5
"423",1,0,0,64.3333333333333,1,20,TRUE,FALSE,1,2,2,2,7,1
"424",0,1,0,48,1,21,FALSE,TRUE,5,7,1,1,1,5
"425",0,1,0,66.1666666666667,1,20,FALSE,TRUE,7,6,1,2,1,5
"426",0,0,1,60,0,18,FALSE,TRUE,4,2,1,4,1,5
"427",0,0,0,83.6666666666667,0,21,FALSE,FALSE,1,1,7,1,7,1
"428",0,0,0,83.2,1,20,FALSE,FALSE,1,1,7,1,7,1
"429",0,0,0,70.6666666666667,1,22,FALSE,FALSE,2,5,2,1,6,1
"430",0,0,0,91.1666666666667,1,20,FALSE,FALSE,5,7,1,2,7,1
"431",1,0,0,100,0,19,FALSE,TRUE,1,1,7,4,7,1
"432",0,0,1,53,1,21,FALSE,TRUE,4,1,1,6,1,4
"433",0,0,0,72.5,0,21,FALSE,FALSE,4,4,4,4,4,7
"434",0,1,0,80.6,1,20,FALSE,TRUE,1,1,7,6,6,1
"435",1,0,0,81.5,0,20,FALSE,TRUE,1,1,7,1,7,2
"436",0,1,0,88.1666666666667,0,20,FALSE,TRUE,1,4,2,4,5,1
"437",1,0,0,100,1,20,FALSE,TRUE,1,1,7,1,7,1
"438",0,0,1,51,0,19,FALSE,TRUE,4,1,1,7,1,7
"439",0,1,0,72.5,1,20,TRUE,FALSE,5,6,2,2,1,5
"440",0,0,1,61.8333333333333,0,21,FALSE,TRUE,7,1,1,7,1,6
"441",1,0,0,85.6666666666667,1,19,FALSE,TRUE,1,1,7,1,7,1
"442",0,0,0,92.8333333333333,0,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
